country,round,Column1,survey_date,Column2,enum_sex,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,site_id,site_name,Column27,Column28,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column29,site_latitude,site_longitude,Column30,Column31,site_class,site_type,Column32,Column33,site_date_close_exp,Column34,Column35,site_access,Column36,site_owner,site_shelter,Column37,smc_exist,smc_per_female,site_community,Column38,Column39,sma_exist,sma_type,Column40,sma_name,Column41,Column42,regist_activity,origin_zone,origin_district,origin_municipality,Column43,Column44,Column45,Column46,Column47,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column48,return_prevent,Column49,per_sleep_site,Column50,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column51,per_hh_makeshift,Column52,Column53,per_hh_electricity,per_hh_safecook,nfi_a,Column54,nfi_b,Column55,nfi_c,Column56,water_location,Column57,water_source_np,Column58,water_source_p,Column59,Column60,water_treated,Column61,water_cons,water_remark,Column62,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column63,n_latrine_disable,Column64,latrine_install,Column65,latrine_site,latrine_time,Column66,bathing_gender,latrine_light,latrine_lock,hyg_station,Column67,hyg_evidence,Column68,hyg_waste,Column69,hyg_open_def,food_access,food_market,Column70,food_source,Column71,Column72,food_fuel,Column73,Column74,Column75,food_sup_lac,food_sup_child,health_issue,Column76,health_issue_b,Column77,health_issue_c,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,health_psych,health_psych_rem,health_antenat,Column92,Column93,health_center_dist,Column94,health_provider,Column95,Column96,edu_access,edu_access_f,edu_access_i,edu_distance,Column97,Column98,Column99,per_sch_female,per_sch_male,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,job_main,job_main_other,n_hh_income,job_access,Column116,job_cattle_site,job_offer,job_offer_how,Column117,job_offer_to,job_abr,Column118,job_abr_in,job_abr_family,job_recruit,Column119,food_land,Column120,Column121,Column122,Column123,sec_provided,sec_reported,sec_provider,Column124,sec_issue,Column125,Column126,Column127,Column128,Column129,Column130,n_space_child,n_space_female,Column131,gbv_report,sec_mens_seg,Column132,sec_min_discriminate,safe_male,site_unsafe_male,Column133,safe_child,site_unsafe_child,Column134,safe_female,site_unsafe_female,Column135,site_lighting,hyg_f_product,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,info_src_female,Column160,info_src_male,Column161,info_complaint,Column162,Column163,Column164,info_main,Column165,info_free,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175
Nepal,7,,12/05/16,,Male,,Male,SMC Prez,,,,,Male,,,,,,Female,,,,,,Female,,,,,595,Naubise,Existed in R6,,Open,21/05/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.99591,84.82314,620.88515,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,9,Bagmati,Rasuwa,Haku,8,171,769,17,68,77,188,17,367,0,17,86,154,128,205,163,351,25,42,402,3,3,0,50,10,1,13,0,5,769,2,Longer,12/04/16,Yes,None (Stay here),,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,26% to 50%,26% to 50%,Other,Land for relocation,Other,Cash for land rent,Electric fans,,Off-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,5 liters and less,None,,Not so good (not hygienic),45,No,0,0,0,0,0,Provided,ACTED,On-site,Both times,Yes,No,No,No,0,,,,Garbage pit,,No,"Yes, On-Site",Yes,1 hour or less,Own cash,,,No,,,No,No,No,Conjunctivitis,,Cough,,Skin infections,,Mosquito nets,,1,0,15,15,0,1,1,0,0,No,No,Yes,Unicef,No,Too far,,Off-site (1-2 hours),,Local Clinic/med practitioners,,No,Yes,Yes,Yes,Off-site (More than 20 minutes),,On-site (Less than 20 minutes),Unicef,51% to 75%,More than 75%,Fees or costs,,,Distance to school,,,Fees or costs,,,Distance to school,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,50,No,Lower,Yes,No,,,,No,,,No,Yes,Gulf country,Yes,Livestock,,Agriculture,,Yes,Yes,Self organized,,None,,None,,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Yes,,,None,None,None,25% or less,None,25% or less,Yes,,No,Rains make water in open water storage/well polluted and muddy,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,Yes,Government,,Families & friends,,Radio/Newspaper,,Yes,Authorities,Yes,Don't know,Relocation plan,,Yes,,<1500,0%,0%,100%,0%,0,0,171,0
Nepal,7,,10/05/16,,Male,,Male,,,,,,Female,House wife,,,,,Female,Housewife,,,,,,,,,,612,Wimlung,Existed in R6,Trishuli Khola,Open,30/07/2015,,Peri-Urban,Bagmati,Rasuwa,Dhunche,8,28.10796,85.31051,1869.970739,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,51% to 75%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,34,207,4,18,27,42,3,94,7,11,7,25,47,74,52,94,0,3,113,0,0,0,16,5,1,4,1,2,207,4,1-3 hours,26/04/16,Yes,None (Stay here),,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,25% or less,CGIs,,Fire wood,,None,,Off-site (Less than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,5 liters and less,None,,No toilets,0,,,,,,,,,,,,No,,,0,,,,Burning,,Yes,No,Yes,1 hour or less,Borrowed cash,,,Yes,Collect personally,,Yes,Yes,Yes,Diarrhea,,Cough,,Conjunctivitis,,None,,0,0,0,0,0,0,0,0,0,No,No,No,,Yes,,,Off-site (Less than 30 minutes),,International organization,,No,Yes,Yes,Yes,Off-site (More than 20 minutes),,On-site (Less than 20 minutes),Volunteer,26% to 50%,51% to 75%,Fees or costs,,,Lack of gendered facilities,,,Distance to school,,,Lack of gendered facilities,,,Yes,Yes,Agriculture/Livestock,,None,,25,No,Lower,Yes,Yes,Family member/relative,,Adult male,No,,,No,No,,No,Livestock,,Art/Craft,,No,No,,,None,,None,,No,No,None,0,0,Yes,No,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting and it is adequate",No,Yes,,,None,None,None,51% to 75%,None,26% to 50%,No,WASH facilities are not sustainable during rains,Yes,,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,Yes,Government,,Radio/Newspaper,,Radio/Newspaper,,Yes,Authorities,Yes,Already done,Relocation plan,,Yes,Site residents have reduced in number but new ones have come also.,1500 - 2500,0%,0%,100%,0%,0,0,34,0
Nepal,7,,18/05/16,,Male,,Male,,,,,,,,,,,,,,,,,,,,,,,622,Inaachok (Maheshwori FG),Existed in R6,Maheswori football ground,Open,06/05/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,6,27.670882,85.435689,1309.7,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Inachowk  wachuto,6,,,,,22,135,0,0,3,59,3,65,0,0,1,1,4,7,59,118,6,9,70,0,0,0,0,3,0,6,0,2,22,0,10 minutes or less,18/09/15,No,Place of origin,,House damaged/destroyed,,More than 75%,No,More than 75%,None,26% to 50%,None,26% to 50%,None,None,,More than 75%,More than 75%,Mosquito nets,,Water filters,,None,,Off-site (Less than 20 minutes),Yes,Protected Well,,Protected Well,,,No treatment,,More than 15 liters,None,,Good (Hygienic),20,"Yes, next to each other/same HWS",10,10,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,Yes,Yes,0,,,,Municipal collection,,No,No,Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,Mosquito coil,,0,3,0,3,3,0,3,0,0,No,No,No,,No,No pregnent woman,,Off-site (Less than 30 minutes),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,50,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Making beauty products,,Art/Craft,,Yes,No,Self organized,,Theft,,None,,Yes,Yes,Everone will be careful,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,26% to 50%,26% to 50%,26% to 50%,26% to 50%,26% to 50%,51% to 75%,Yes,,Unknown,,Yes,,Unknown,,Yes,,Yes,,Yes,SMA,,Families & friends,,Mobile phone,,No,,Yes,Don't know,Access to services,,Yes,"Water supply , maintaning drainage clear through programs",<1500,50%,0%,50%,0%,11,0,11,0
Nepal,7,,11/05/16,,Female,,Male,Treasurer,,,,,Female,IDP,,,,,Male,SCM,,,,,Female,IDP,,,,233,20 Kilo,Existed in R6,,Open,27/05/2015,,Peri-Urban,Bagmati,Sindhupalchok,Jethal,5,27.69958,85.89528,2029.992685,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Unknown,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Jethal,5,Bagmati,Sindhupalchok,Jethal,4,64,226,1,9,25,68,1,104,3,4,6,15,33,58,72,140,8,9,122,7,7,0,8,3,0,7,0,4,212,4,Half hour to 1 hour,16/05/16,No,None (Stay here),,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,26% to 50%,Cooking gas,,Kitchen sets,,Mosquito nets,,Off-site (More than 20 minutes),Yes,Spring/river,,Spring/river,,,No treatment,,More than 15 liters,None,,Good (Hygienic),60,No,0,0,0,0,0,Provided,Save the children,On-site,Both times,Yes,No,Yes,Yes,0,,,,Garbage pit,,No,"Yes, On-Site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,Yes,No,No,None,,None,,None,,None,,0,0,0,0,3,0,3,0,0,Yes,Yes,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,70,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Art/Craft,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Toilet,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,,,More than 75%,51% to 75%,51% to 75%,Unknown,51% to 75%,25% or less,Yes,,Yes,,No,Overflow of drainage,Yes,,Yes,,Yes,,No,,,Radio/Newspaper,,Radio/Newspaper,,Unknown,,Yes,Don't know,Recovery plans,,Unknown,Maintainance of drainage in the site,1500 - 2500,0%,0%,100%,0%,0,0,64,0
Nepal,7,,09/05/16,,Female,,Male,SMC chief,,,,,Female,,,,,,Male,,,,,,,,,,,596,Tatopani,Existed in R6,,Open,26/04/2015,,Peri-Urban,Bagmati,Dhading,Nilkantha,12,27.91731,84.90354,667.520117,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Less than 2 months,Unknown,,Yes,Yes,Private,Makeshift/tarpaulin shelter,,Yes,25% or less,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Jharlang,1,Bagmati,Dhading,Jharlang,8,28,92,2,2,16,22,2,44,0,2,8,10,10,26,27,49,3,5,48,0,0,0,6,1,0,9,0,2,92,0,Longer,27/09/15,Yes,Place of origin,,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,None,More than 75%,None,,None,None,Mosquito nets,,CGIs,,Cooking gas,,On-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Good (Hygienic),3,No,0,0,0,0,0,Provided,NGO/iNGO,On-site,Day time,Yes,No,No,No,2,Yes,No,No,Garbage pit,,No,No,Yes,1 hour or less,Borrowed cash,,,No,,,No,No,No,Cough,,Cold,,None,,Mosquito nets,,0,0,2,2,0,0,0,0,0,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,25,Yes,Lower,No,No,,,,No,,,No,No,,No,Construction/daily labour,,Construction,,No,No,,,None,,None,,Yes,Unknown,Toilets are located inside forest and no light installed inside and around there so women and children scare in night with ghost and wild animals.,1,1,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,"No,  no vehicular access",Other,Raised water level in rever connecting the road,None,26% to 50%,None,None,More than 75%,More than 75%,Yes,,No,Mud blocks water supply pipes,No,No proper or sufficient drainage system at place,Yes,,Unknown,,Yes,,No,,,Families & friends,,Mobile phone,,No,,No,,Work opportunities,,Yes,Want to return to place of origin but before that request for geological survey to be sure that land is safe or not.,<1500,0%,0%,0%,100%,0,0,0,28
Nepal,7,,09/05/16,,Female,,Male,Local,,,,,,,,,,,,,,,,,,,,,,631,Katangal,Existed in R6,,Open,15/06/2015,,Urban,Bagmati,Lalitpur,Karyabinayak Municipality,9,27.63709,85.29614,1301,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,No,,,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Karyabinayak municilality,9,Bagmati,Bhaktapur,Karyabinayak municipality,7,54,200,3,10,15,42,13,83,4,7,15,25,20,35,66,108,12,25,117,0,0,0,15,0,0,1,0,0,200,0,10 minutes or less,05/05/15,No,Place of origin,,House damaged/destroyed,,More than 75%,No,51% to 75%,None,None,25% or less,51% to 75%,None,None,,51% to 75%,More than 75%,Mosquito nets,,Kitchen sets,,Tools,,On-site (Less than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Good (Hygienic),4,"Yes, separate entrance/Hand Washing Station",2,2,0,0,0,Provided,NGO/iNGO,Off-site,Night time,Yes,No,No,Yes,0,,,,Municipal collection,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,Mosquito nets,,0,0,0,0,0,0,0,0,0,No,No,No,,Unknown,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Art/Craft,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,None,None,25% or less,26% to 50%,25% or less,26% to 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Government,,Families & friends,,Social Media,,No,,Yes,Don't know,Access to services,,Yes,Lack of water,<1500,0%,25%,75%,0%,0,13,41,0
Nepal,7,,17/05/16,,Male,,Female,Displaced Person,,Representation of SMC,All,,Female,Support staff at sub health post,,Health,"D,I",,Female,Social Mobilizer and displaced person,,Site management,All,,Male,Social Mobilizer and displaced person,,Site management,All,534,Ghansu,Existed in R6,,Open,30/04/2015,,Rural,Gandaki,Gorkha,Kerauja,1,28.23357,84.9049,2124.17703,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,25% or less,Yes,,,Yes,International NGO,,People in Need,,,No,Gandaki,Gorkha,Kerauja,4,Gandaki,Gorkha,Kerauja,1,142,673,14,78,85,149,43,369,14,28,28,106,85,170,149,298,28,71,304,3,1,2,40,5,0,15,0,5,673,2,11-30 minutes,20/06/15,Yes,Nearest village,,Fear of landslide/aftershock,,26% to 50%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,More than 75%,Tarpaulin,,Cooking gas,,CGIs,,On-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Good (Hygienic),18,"Yes, separate entrance/Hand Washing Station",10,8,0,0,0,Provided,Oxfam,On-site,Day time,No,Yes,Yes,Yes,7,Yes,Yes,Yes,Burning,,No,No,No,More than 10 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,None,,0,5,0,5,0,0,0,0,0,Yes,Yes,Yes,PIN,Yes,,,On-site,Government,Government,,Yes,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,30,No,Lower,Yes,Unknown,,,,Unknown,,,No,No,,Yes,Livestock,,Livestock,,No,No,,,None,,None,,Yes,Unknown,"Drainage at household level required, shelters are poorly built wind with rain easily enters the shelter. Children do not have proper rain bag and clothes. Women have insufficient information of GBV referrals. People also do not have sufficient informatio",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Unknown,"No,  no vehicular access",No vehicular access at all,,51% to 75%,None,None,Unknown,More than 75%,None,Yes,,Yes,,Unknown,,Yes,,Unknown,,Yes,,Yes,Armed Forces/Police,,Families & friends,,Families & friends,,No,,Yes,Don't know,Situation in areas of origin,,Yes,"Might be food shortage as harvest have reduced. IDPs have to buy food for monsoon because mules do not operate then. They are looking for cash for work to buy food from that money. Site improvement activities necessary, Grain storage vessel requested to p",1500 - 2500,0%,0%,100%,0%,0,0,142,0
Nepal,7,,16/05/16,,Male,,Female,Member,,SMC,All,,Male,,,School teacher and host community,All,,Female,Support staff at sub health post,,Health improvement,"D,I",,Female,Social Mobilizer,,Site management,All,540,Kiuten,Existed in R6,,Open,28/04/2015,,Rural,Gandaki,Gorkha,Kerauja,2,28.23348,84.90236,2019.019751,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,Yes,International NGO,,People in Need,,,No,Gandaki,Gorkha,Kerauja,4,,,,,175,710,9,18,131,184,26,368,18,27,44,62,96,227,175,359,9,35,342,5,2,3,35,3,0,22,0,16,710,18,11-30 minutes,28/06/15,Yes,None (Stay here),,Fear of landslide/aftershock,,51% to 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,More than 75%,CGIs,,Fixing kits,,Tarpaulin,,On-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Good (Hygienic),10,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,No,Yes,Yes,Yes,8,Yes,No,No,Burning,,No,No,No,More than 10 hours,Own cash,,,Yes,Collect personally,,No,No,No,Cold,,None,,None,,None,,0,2,1,3,0,0,0,0,0,Yes,Yes,Yes,PIN,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,30,No,Lower,Yes,No,,,,Unknown,,,No,No,,Yes,Weaving/knitting,,Livestock,,No,No,,,None,,None,,Yes,Unknown,"Parasite Gnat troubling children, most of them do not have mosquito nets. Household level drainage work required to avoid water seepage inside shelters and to avoid it destroying foods for monsoon. Proper rain water management required to avoid any landsl",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Unknown,"No,  no vehicular access",No vehicular access at all,,26% to 50%,None,None,Unknown,More than 75%,Unknown,Yes,,Yes,,No,Overflow of drainage,Yes,,Unknown,,Yes,,Yes,Armed Forces/Police,,Families & friends,,Families & friends,,Yes,Authorities,Yes,Don't know,Situation in areas of origin,,Yes,"Food shortage can be expected, people harvest have reduced due to low plantation, fear of landslide is one among major reason for it. Almost all able men and women have gone for either porter in trekking, search Yarsagumba on busy farming maize field. Wat",1500 - 2500,0%,0%,100%,0%,0,0,175,0
Nepal,7,,17/05/16,,Male,,Female,Chairperson,,Protection Committee,All,,Male,Member,,Youth Committee,All,,Female,Social mobilizer,,Site management,All,,Female,On the job trainee,,Health,"D, I",541,Panglacho,Existed in R6,Bamlagchok,Open,26/04/2015,,Rural,Gandaki,Gorkha,Kerauja,3,28.23273,84.89742,1994.940258,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,Yes,International NGO,,People in Need,,,No,Gandaki,Gorkha,Kerauja,3,,,,,40,162,2,8,23,32,6,71,2,4,11,19,34,57,38,70,6,12,91,6,5,1,6,3,0,10,0,7,162,7,11-30 minutes,01/07/15,Yes,None (Stay here),,Fear of landslide/aftershock,,26% to 50%,No,More than 75%,None,None,None,More than 75%,None,None,,None,More than 75%,Tarpaulin,,Cooking gas,,CGIs,,On-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,6-10 liters,None,,Good (Hygienic),8,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,No,Yes,No,Yes,1,No,No,No,Burning,,No,No,No,More than 10 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,None,,0,3,0,3,0,0,0,0,0,Yes,Yes,Yes,PIN,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,30,No,Lower,Yes,No,,,,Unknown,,,No,No,,Yes,Weaving/knitting,,Construction,,No,No,,,None,,None,,Yes,Unknown,"They have insufficient information about how to protect self from disaster, landslide for example. They also have insufficient information about GBV referrals. At the flank of the site there are trace of land rift, fencing those at risk area required as c",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,"No,  no vehicular access",No vehicular access at all,,25% or less,None,None,Unknown,More than 75%,None,Yes,,Yes,,Unknown,,Yes,,Unknown,,Yes,,Yes,Armed Forces/Police,,Families & friends,,Families & friends,,No,,Yes,Don't know,Recovery plans,,Yes,"Food support in monsoon seems to be required as harvest of wheat and cereals reduced. Cheapest transportation for IDPs is mule which will not operate during active monsoon. Food storage vessel, tarp to cover property requested. Drainage improvement works ",1500 - 2500,0%,0%,100%,0%,0,0,40,0
Nepal,7,,17/05/16,,Male,,Male,Displaced person,,Representation of camp site,All,,Female,Treasurers,,Protection committee,All,,Female,On the job trainee,,Sub health post,"D,I",,Female,Social Mobilizer,,Site Management Agency,All,615,Kolchet,Existed in R6,Kolchet,Open,30/04/2015,,Rural,Gandaki,Gorkha,Kerauja,1,28.24494,84.88504,1196.659351,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,No,,,,,Yes,International NGO,,People in Need,,,No,Gandaki,Gorkha,Kerauja,4,,,,,27,130,1,7,20,25,7,60,3,4,8,15,18,38,30,55,11,18,70,3,3,0,7,3,0,4,0,2,130,0,Half hour to 1 hour,01/07/15,Yes,Don't know,,Fear of landslide/aftershock,,26% to 50%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,More than 75%,Tarpaulin,,Cooking gas,,CGIs,,On-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Good (Hygienic),7,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,No,Yes,Yes,Yes,2,Yes,Yes,Yes,Burning,,No,No,No,More than 10 hours,Own cash,,,Yes,Collect personally,,No,No,No,Cold,,None,,None,,None,,0,3,0,3,0,0,0,0,0,Yes,Yes,Yes,PIN,Yes,,,On-site,Government,Government,,Yes,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,30,No,Lower,Yes,Unknown,,,,Unknown,,,No,No,,Yes,Weaving/knitting,,Livestock,,No,No,,,None,,None,,Yes,Unknown,"There are some shelters constructed at edge of steep terrace, drainage for these types of shelters are necessary to avoid water seepage. Shelters are poorly built wind with rain easily enter the shelters putting risk of displaced people's property. They a",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Unknown,"No,  no vehicular access",No vehicular access at all,,51% to 75%,None,None,More than 75%,More than 75%,None,Yes,,Yes,,No,Overflow of drainage,Yes,,Unknown,,Yes,,Yes,Government,,Families & friends,,Families & friends,,No,,Yes,Don't know,Situation in areas of origin,,Yes,"Food sufficiency less than 3 months, wheat cearls harvest didn't go well. Food needs to be purchased now before monsoon is active because mules do not operate then. Almost all able people have migrated to Manang District to search Yarsagumba.",<1500,0%,0%,100%,0%,0,0,27,0
