country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,per_sleep_site,Column51,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column52,per_hh_makeshift,Column53,Column54,per_hh_electricity,per_hh_safecook,nfi_a,Column55,nfi_b,Column56,nfi_c,Column57,water_location,Column58,water_source_np,Column59,water_source_p,Column60,Column61,water_treated,Column62,water_cons,water_remark,Column63,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column64,n_latrine_disable,Column65,latrine_install,Column66,latrine_site,latrine_time,Column67,bathing_gender,latrine_light,latrine_lock,Column68,Column69,hyg_evidence,Column70,hyg_waste,Column71,hyg_open_def,food_access,food_market,Column72,food_source,Column73,Column74,food_fuel,Column75,Column76,Column77,food_sup_lac,food_sup_child,health_issue,Column78,health_issue_b,Column79,health_issue_c,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,health_psych,health_psych_rem,health_antenat,Column90,Column91,health_center_dist,Column92,health_provider,Column93,Column94,edu_access,edu_access_f,edu_access_i,edu_distance,Column95,Column96,Column97,per_sch_female,per_sch_male,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,job_main,job_main_other,n_hh_income,job_access,Column114,job_cattle_site,job_offer,job_offer_how,Column115,job_offer_to,job_abr,Column116,job_abr_in,job_abr_family,job_recruit,Column117,food_land,Column118,Column119,Column120,Column121,sec_provided,sec_reported,sec_provider,Column122,sec_issue,Column123,Column124,Column125,Column126,Column127,Column128,n_space_child,n_space_female,Column129,gbv_report,sec_mens_seg,Column130,sec_min_discriminate,safe_male,site_unsafe_male,Column131,safe_child,site_unsafe_child,Column132,safe_female,site_unsafe_female,Column133,site_lighting,hyg_f_product,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,support_problem,Column170,info_src_female,Column171,info_src_male,Column172,info_complaint,Column173,info_main,Column174,info_free,Column175,<1500
Nepal,6,,23/02/16,,,male,,male,Prez. SMC,,,,,male,,,,,,female,,,,,,female,Secretary SMC,,,,594,Bogetaar 2,Existing site,,Yes,15/06/15,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.98089,85.18499,734.5769325,,Spontaneous,Private land,,No,More than 2 months,Private lease is ending,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,<25%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,91,267,0,9,54,50,23,136,0,0,9,18,41,95,54,104,27,50,131,3,3,0,8,3,0,6,0,0,268,1,Longer than 3 hours,28/01/16,Yes,None (Stay here),,Lack of access from landslide,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,None,Cooking gas,,Fire wood,,Water supply,,On-site,Yes,Spring/river,,Unprotected Well,,,Filtered,,<5 liters,All of the above,,Not so good (not hygienic),7,No,0,0,0,0,1,Provided,Lumanti,On-site,Both times,Yes,No,Yes,No,0,,,,Garbage pit,,No,No,Yes,Less than 1 hour,Own cash,,,No,,,Yes,Yes,No,Chickenpox,,Conjunctivitis,,None,,0,0,1,1,0,0,0,Yes,Yes,Yes,ASIA foundation,Yes,,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,25% to 50%,25% to 50%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,50,No,Lower,No,No,,,,No,,,No,No,,No,Agriculture,,Store/small business,,No,Yes,,,Friction with host community,,Psychological/Emotional abuse,,No,Yes,Site residents have been harrassed by one of the land tenants and has forced to evacuate.,1,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,50,25%-50%,Yes,Yes,10000,"10,000-24,999",8000,"Less than 10,000",18000,"10,000-24,999",Repair damaged houses,,100,>75%,Asia foundation,,,,,Yes,,,,,,,,Off-site (Less than 1 hour),Public transport,,Yes,No,Yes,Yes,,,Not enough assistance for all entitled,,Radio/Newspaper,,Radio/Newspaper,,Yes,Police,Access to services,,Yes,,<1500
Nepal,6,,22/02/16,,,male,,male,Vice Prez. SMC,,MKI,,,male,,,MKI,,,female,,,,,,male,,,,,595,Naubise,Existing site,,Yes,21/05/15,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.99591,84.82314,620.88515,,Spontaneous,Private land,,No,Unknown,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,<25%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,9,Bagmati,Rasuwa,Haku,8,186,855,18,47,158,158,37,418,18,36,37,84,159,317,186,344,37,74,437,61,36,25,36,2,10,1,10,2,855,0,Longer than 3 hours,21/10/15,No,Don't know,,Lack of access from landslide,,>75%,No,>75%,None,None,None,>75%,None,None,,51% to 75%,None,Water supply,,None,,None,,On-site,No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,Suspended solids,,Good (Hygienic),60,No,0,0,0,0,0,Provided,ACF,On-site,Both times,Yes,No,Yes,Yes,0,,,,No waste disposal system,,No,"Yes, On-Site",No,Less than 1 hour,Own/Cultivated,,,No,,,Yes,Yes,Yes,Measles,,None,,None,,0,3,0,3,4,0,4,Yes,Yes,Yes,Handicap international,No,Too expensive,,Off-site (1-2 hours),,Local clinic/medical practitioners,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,<25%,<25%,Fees or costs,,,Distance to school,,,Fees or costs,,,Distance to school,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,75,Yes,Lower,No,Yes,Family member/relative,,Husband,Yes,,Korea,No,Yes,Korea,No,Agriculture,,Agriculture,,No,No,,,None,,None,,Yes,No,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,98,>75%,No,Yes,,,5000,"Less than 10,000",5000,"Less than 10,000","Buy clothes, blankets, etc.",,100,>75%,"IOM, ACF, Lumanti, Nepal Pariwartan, ASIA",,,Yes,,Yes,,Yes,Yes,,,,,On-site,,,,,,Yes,,,Assistance delivered to site not distributed to residents,,Site management,,Site management,,No,,Access to services,,Yes,Severe drinking water crisis prevails at the site.,<1500
Nepal,6,,24/02/16,,,male,,male,,,Member,,,male,,,Chairman,,,,,,,,,,,,,,648,Inachok (Jhartila),New Site,,Yes,25/04/15,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,6,27.67193,85.433907,1326,,Spontaneous,Private land,,Yes,More than 2 months,Unknown,,Yes,Unknown,Public/Government,Temporary shelter (CGIs),,Yes,51% to 75%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Inacho,6,,,,,43,170,0,5,30,50,5,90,0,0,5,10,9,39,52,102,14,19,80,0,0,0,0,2,0,0,0,5,2,0,<10 mins,19/10/15,Unknown,Place of origin,,House damaged/destroyed,,51% to 75%,Unknown,51% to 75%,None,None,None,>75%,None,None,,>75%,>75%,Water supply,,None,,None,,On-site,Yes,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,Other,No regular water supply,Not so good (not hygienic),4,"Yes, separate entrance/Hand Washing Station",2,2,0,0,0,Provided,Bhikchu,On-site,Both times,Yes,No,No,Yes,0,,,,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,No,,,No,Yes,Yes,None,,None,,None,,0,0,0,0,0,0,0,No,No,No,,No,Too far,,Off-site (1-2 hours),,Local clinic/medical practitioners,,Yes,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Agriculture,,No,No,,,None,,None,,No,No,None,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,No,25000,"25,000 or more",,,25000,"25,000 or more","Buy clothes, blankets, etc.",,100,>75%,Iom,,,Yes,,,,,,Yes,,,,On-site,,,,,,Yes,,,Complications by local community in receiving support,,Radio/Newspaper,,Radio/Newspaper,,Unknown,,Access to services,,Yes,"Need of solar light, elderly assistance needed",<1500
Nepal,6,,24/02/16,,,male,,female,Member,,Member,,,female,Member,,,,,,,,,,,,,,,,503,Jelana,Existing site,,Yes,25/04/15,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,2,27.674,85.421,1319.495245,,Spontaneous,Agricultural land,,No,More than 2 months,Unknown,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Jelana,2,,,,,56,181,2,8,10,58,9,87,1,3,7,15,15,25,63,121,8,17,94,0,0,0,0,0,0,0,0,0,0,0,<10 mins,01/01/16,Unknown,Place of origin,,House damaged/destroyed,,<25%,Unknown,>75%,None,<25%,None,51% to 75%,None,None,,51% to 75%,>75%,Water supply,,None,,None,,On-site,Yes,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Not so good (not hygienic),7,"Yes, separate entrance/Hand Washing Station",3,3,0,1,2,Provided,Unknown,On-site,Both times,Yes,Yes,No,Yes,0,,,,Municipal collection,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,Yes,Yes,Cough,,Cold,,None,,0,0,0,0,0,0,0,No,No,No,,Yes,,,Off-site (1-2 hours),,Local clinic/medical practitioners,,Yes,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,80,Yes,Lower,Yes,No,,,,Unknown,,,No,No,,Yes,Other,Housewife,Agriculture,,Yes,Yes,Self organized,,Theft,,None,,Yes,Unknown,None,1,0,Yes,Unknown,No,,Yes,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,,Yes,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Social Media,,Social Media,,No,,Access to services,,Yes,Need of water assistance,<1500
Nepal,6,,28/02/16,,,male,,male,Member,,,Ki,,female,,,,Ki,,male,President,,,Fgd,,female,,,,Fgd,233,20 Kilo,Existing site,,Yes,27/05/15,,Peri-Urban,Bagmati,Sindhupalchok,Jethal,53,27.69958,85.89528,2029.992685,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,No,Public/Government,Temporary shelter (CGIs),,Yes,<25%,No,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Jethal,456,,,,,60,249,3,3,24,69,9,108,9,12,18,21,42,66,60,129,12,21,141,2,2,0,10,0,0,10,0,15,249,10,10-30 minutes,29/06/15,No,None (Stay here),,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,51% to 75%,25% to 50%,None,,None,,None,,Off-site (More than 20 minutes),Yes,Surface water,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),60,No,0,0,0,0,0,Provided,Save the children,On-site,Both times,No,No,No,Yes,0,,,,Garbage pit,,Yes,"Yes, Off-site",Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,0,0,0,0,0,0,Yes,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Similar,Yes,No,,,,No,,,Yes,No,,Yes,Livestock,,Art/Craft,,No,No,,,None,,None,,Yes,Unknown,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,Yes,,,,,,On-site,,,,,,Yes,,,None,,Mobile phone,,Mobile phone,,No,,Recovery plans,,No,Land belong to community forext znd road department do thdy have to leavd thd site,1500 - 2500
Nepal,6,,23/02/16,,,female,,male,SMC member,,,,,female,SMC Member,,,,,,,,,,,,,,,,529,Aalchi Danda,Existing site,,Yes,10/06/15,,Urban,Bagmati,Dhading,Nilkantha,4,27.90291,84.89446,730.919288,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,More than 2 months,Unknown,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Jharlang,2,,,,,117,457,12,18,64,111,18,223,12,24,35,53,70,134,105,216,12,30,234,4,4,0,8,4,0,31,0,7,456,0,Longer than 3 hours,20/07/15,Yes,Don't know,,Fear of landslide/aftershock,,>75%,No,>75%,None,None,>75%,None,None,None,,None,None,Fire wood,,Cooking gas,,None,,On-site,No,Spring/river,,Piped water supply,,,Filtered,,5-10 liters,None,,Not so good (not hygienic),12,"Yes, separate entrance/Hand Washing Station",6,6,0,0,1,Provided,"UNICEF, NRC",On-site,Day time,No,No,No,No,2,Yes,Yes,No,Garbage pit,,No,No,Yes,Less than 1 hour,Borrowed cash,,,No,,,No,No,No,None,,None,,None,,0,2,2,4,0,0,0,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,Yes,Lower,No,Yes,Recruitment agency,,Husband,No,,,No,Yes,Same city,No,Weaving/knitting,,construction,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Buy food,,100,>75%,IOM,,,Yes,,,,,,,,Yes,,On-site,,,,,,Yes,,,None,,Families & friends,,Mobile phone,,Yes,SMC,Work opportunities,,Yes,"Food scarcity, seeking to work oppertunity",<1500
Nepal,6,,27/02/16,,,female,,male,,,,,,male,,,,,,,,,,,,,,,,,596,Tatopani,Existing site,,Yes,26/04/15,,Peri-Urban,Bagmati,Dhading,Nilkantha,12,27.9168,84.90423,667.520117,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,No,Public/Government,Temporary shelter (CGIs),,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Dhading,Jharlang,8,,,,,58,224,3,9,32,58,12,114,3,6,17,26,26,58,49,107,15,27,110,1,1,0,2,6,0,33,0,8,223,0,Longer than 3 hours,23/10/15,Yes,Place of origin,,Fear of landslide/aftershock,,51% to 75%,No,>75%,None,None,None,<25%,None,None,,None,None,Cooking gas,,Support in reconstruction,,CGIs,,On-site,No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Not so good (not hygienic),5,No,0,0,0,0,2,Provided,ACTED,On-site,Day time,No,No,No,No,2,Yes,Yes,No,Garbage pit,,No,No,Yes,Less than 1 hour,Own cash,,,No,,,No,Yes,Yes,Cold,,None,,None,,0,0,0,0,1,0,1,Yes,Yes,Yes,Focus Nepal,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,5,Yes,Lower,No,Yes,Recruitment agency,,Husband,No,,,Yes,Yes,Same city,No,Tailoring,,construction,,No,No,,,None,,None,,No,Unknown,,0,1,Yes,Unknown,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,Yes,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Buy food,,90,>75%,"IOM, Care Nepal",,,Yes,,,,,,,,Yes,,On-site,,,,,,Yes,,,None,,Families & friends,,Families & friends,,Yes,Local authorities,Shelter,,Yes,,<1500
Nepal,6,,22/02/16,,,female,,male,,,Volunteer,Overall,,female,,,Volunteer,Overall,,,,,,,,,,,,,631,Katangal,Existing site,,Yes,15/06/15,,Urban,Bagmati,Lalitpur,Karyabinayak Municipality,9,27.63709,85.29614,1301,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,No,,,,,Yes,International NGO,,IOM,,,No,Bagmati,Lalitpur,Karyabinayak Municipality,9,Bagmati,Lalitpur,Karyabinayak Municipality,6,54,265,4,8,12,78,4,106,4,8,12,20,33,45,104,182,6,10,159,2,2,0,0,0,0,0,0,0,0,0,<10 mins,25/10/15,No,Place of origin,,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,25% to 50%,Solar light,,Electric supply,,None,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),5,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,No,Yes,0,,,,No waste disposal system,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,0,0,0,0,0,0,No,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,No,Yes,,,None,,None,,Yes,Yes,Self managed,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,90,>75%,Yes,Yes,25000,"25,000 or more",7500,"Less than 10,000",32500,"25,000 or more",Daily household misc. needs,,95,>75%,IOM,Yes,,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Families & friends,,Families & friends,,Yes,Police,Recovery plans,,Yes,"Not well managed, not enough water",<1500
Nepal,6,,22/02/16,,,female,,male,,,Volunteer,,,female,,,Volunteer,,,,,,,,,,,,,,632,Bakha-2,Existing site,,Yes,01/07/15,,Urban,Bagmati,Lalitpur,Karyabinayak Municipality,9,28.6352,85.29568,1295,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Makeshift/tarpaulin shelter,,No,,,,,Yes,International NGO,,IOM,,,No,Bagmati,Lalitpur,Karyabinayak Municipality,9,Bagmati,Lalitpur,Karyabibayak Municipality,6,26,100,0,4,9,26,7,46,0,0,7,11,9,18,30,56,8,15,54,1,1,0,2,0,0,0,0,1,0,0,<10 mins,20/10/15,No,Place of origin,,House damaged/destroyed,,>75%,No,>75%,None,None,None,<25%,None,>75%,Bamboo cottage,>75%,>75%,Bedding/Floor mat,,Solar light,,Mosquito net,,On-site,No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),4,No,0,0,0,0,0,Provided,Israel Aid,On-site,Both times,No,No,No,Yes,0,,,,Garbage pit,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,None,,None,,0,0,0,0,0,0,0,No,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,No,Yes,,,None,,None,,Yes,Yes,Self organised,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,Yes,25000,"25,000 or more",7500,"Less than 10,000",32500,"25,000 or more","Buy clothes, blankets, etc.",,100,>75%,"IOM, Action-Aid",,Yes,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Families & friends,,Families & friends,,Yes,Police,Recovery plans,,Yes,"Not enough water, hygiene is not managed",<1500
Nepal,6,,22/02/16,,,female,,male,,,Volunteer,,,female,,,Volunteer,,,,,,,,,,,,,,633,Bakha,Existing site,,Yes,25/04/15,,Urban,Bagmati,Lalitpur,Karyabinayak Municipality,9,27.63586,85.29533,1300,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,No,,,,,Yes,International NGO,,IOM,,,No,Bagmati,Lalitpur,Karyabinayak Municipality,9,Bagmati,Lalitpur,Karyabinayak Municipality,6,40,174,6,6,16,53,4,85,3,9,10,16,10,26,50,103,16,20,89,0,0,0,4,1,0,3,0,0,8,1,<10 mins,25/10/15,No,Place of origin,,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,<25%,Solar light,,None,,None,,On-site,No,Piped water supply,,Piped water supply,,,SODIS,,>15 liters,None,,Not so good (not hygienic),6,"Yes, next to each other/same HWS",3,3,0,0,0,Provided,Personal Donation,On-site,Both times,No,No,Yes,Yes,0,,,,No waste disposal system,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,0,1,0,1,1,0,1,No,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,No,Yes,,,None,,None,,Yes,Yes,"Self organised, no concern",0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,Yes,25000,"25,000 or more",7500,"Less than 10,000",32500,"25,000 or more","Buy clothes, blankets, etc.",,100,>75%,"IOM, Action-Aid",,Yes,Yes,,Yes,,,,,,,,On-site,,,,,,Yes,,,None,,Families & friends,,Families & friends,,Yes,Police,Recovery plans,,Yes,"Hygiene is not maintained, not well managed",<1500
Nepal,6,,02/03/16,,,male,,female,Member,,SMC,All,,male,Member,,SMC,All,,,,,,,,,,,,,534,Ghansu,Existing site,,Yes,30/04/15,,Rural,Gandaki,Gorkha,Kerauja,1,28.23357,84.9049,2124.17703,,Spontaneous,Agricultural land,,No,Unknown,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,Yes,International NGO,,People in Need,,,No,Gandaki,Gorkha,Kerauja,4,,,,,90,511,9,41,32,99,27,208,9,18,23,64,117,149,122,221,32,59,303,3,3,0,14,5,0,16,0,25,509,0,10-30 minutes,20/06/15,Yes,None (Stay here),,Fear of landslide/aftershock,,>75%,Unknown,>75%,None,None,None,>75%,<25%,None,,None,>75%,CGIs,,Tools,,None,,On-site,No,Piped water supply,,Piped water supply,,,Filtered,,5-10 liters,None,,Good (Hygienic),24,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,Unknown,Yes,No,Yes,14,Yes,Yes,Yes,Burning,,No,No,No,More than 10 hours,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cold,,Cough,,0,7,0,7,0,0,0,Yes,Yes,Yes,PIN,Yes,,,On-site,Government,Government,,Yes,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Lower,Yes,Yes,Cash for Work from humanitarian organizations,,Wife,Unknown,,,No,No,,Yes,Kitchen gardening,,Kitchen gardening,,Yes,No,Self organized,,None,,None,,Yes,Unknown,"There are contineous coming and leaving IDPs in and from this camp and no one have tracked the demographic profile of IDPs population by gender and age. There are no lights at the communal points, not even solar lights.",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,100,>75%,Yes,Yes,10000,"10,000-24,999",7500,"Less than 10,000",17500,"10,000-24,999",Daily household misc. needs,,100,>75%,"IOM, PIN, Oxfam, CARE",,Yes,Yes,,Yes,,Yes,,,Yes,,,On-site,,,,,,Yes,,,None,,Families & friends,,Families & friends,,Unknown,,Recovery plans,,Yes,"This camp is now merged with Dongan camp site, so number of toilet and handwashing points have increased in figures. Those IDPs previously living in the Dongan camp site have either left the site and made shelter in their own land or moved downhill. IDPs ",1500 - 2500
