country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,per_sleep_site,Column65,Column66,Column67,Column68,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column69,per_hh_makeshift,Column70,Column71,per_hh_eletricity,per_hh_safecook,nfi_a,Column72,nfi_b,Column73,nfi_c,Column74,water_location,Column75,water_source_np,Column76,water_source_p,Column77,Column78,water_treated,Column79,water_cons,water_remark,Column80,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column81,n_latrine_disable,Column82,latrine_install,Column83,latrine_site,latrine_time,Column84,bathing_gender,latrine_light,latrine_lock,hyg_station,Column85,hyg_evidence,Column86,hyg_waste,Column87,hyg_open_def,food_access,food_market,Column88,food_source,Column89,Column90,food_fuel,Column91,Column92,Column93,food_sup_lac,food_sup_child,health_issue,Column94,health_issue_b,Column95,health_issue_c,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,health_psych,health_psych_rem,health_antenat,Column110,Column111,health_center_dist,Column112,health_provider,Column113,Column114,edu_access,edu_access_f,edu_access_i,edu_distance,Column115,Column116,Column117,per_sch_female,per_sch_male,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,job_main,job_main_other,n_hh_income,job_access,Column134,job_cattle_site,job_offer,job_offer_how,Column135,job_offer_to,job_abr,Column136,job_abr_in,job_abr_family,job_recruit,Column137,food_land,Column138,Column139,Column140,Column141,sec_provided,sec_reported,sec_provider,Column142,sec_issue,Column143,Column144,Column145,Column146,Column147,Column148,n_space_child,n_space_female,Column149,gbv_report,sec_mens_seg,Column150,sec_min_discriminate,safe_male,site_unsafe_male,Column151,safe_child,site_unsafe_child,Column152,safe_female,site_unsafe_female,Column153,site_lighting,hyg_f_product,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175,Column176,Column177,info_src_female,Column178,info_src_male,Column179,info_complaint,Column180,Column181,Column182,info_main,Column183,info_free,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196
Nepal,8,,30/07/16,,,Female,,Male,IDP,,,,,Male,IDP,,,,,Male,IDP,,,,,Female,IDP,,,,577,Banskharka ( Selang-1),Existed in R7,,Open,27/04/2015,,Rural,Bagmati,Sindhupalchok,Selang,1,27.8362,85.71486,2109.851256,,Spontaneous,Other,Community forest,No,Don't know,Unknown,,"No,  no vehicular access",No,Public/Government,Makeshift/tarpaulin shelter,,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Selang,1,Bagmati,Sindhupalchok,Selang,9,60,334,2,18,48,98,8,174,3,5,19,37,36,84,91,189,11,19,160,3,3,0,16,2,0,3,0,6,290,3,1-3 hours,25-Jun-15,No,Place of origin,,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,None,No,> 75%,None,None,None,< 25%,> 75%,None,,None,< 50%,CGIs,,Cooking Gas,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,10-15 liters,Suspended solids,,Not so good (not hygienic),11,No,0,0,0,0,0,Provided,Nepal Redcross Society,On-site,Both times,Yes,No,No,Yes,4,Yes,Yes,No,Garbage pit,,No,"Yes, offsite",No,1-2 hours,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,2,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,60,Yes,Lower,Yes,No,,,,No,,,No,No,,No,Agriculture,,Store/small business,,No,No,,,Alcohol/drug-related disturbance,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,No,Toilet,,No lighting,No,"No,  no vehicular access",Muddy path to the site,,< 50%,< 75%,< 75%,< 75%,> 75%,< 50%,Yes,,No,Muddy water,No,Overflow of drainage water,No,Muddy path,Yes,,Yes,,No,,,Radio / News,,Radio / News,,Unknown,,Yes,Don't know,Shelter,,Yes,,1500 - 2500,6000%,0%,0%,20%,1,0,0,12,48,0,30
Nepal,8,,28/07/16,,,Male,,Male,,,,,,Male,,,,,,,,,,,,,,,,,589,Pani Pokhari,Existed in R7,,Open,26/05/2015,,Rural,Janakpur,Dolakha,Suspa Kshemawati,1,27.72403,86.0639,2270.787613,,Spontaneous,Other,Community forest,No,Don't know,Not closing,,Yes,No,Public/Government,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,No,Janakpur,Dolakha,Suspakshemawati,1,,,,,82,284,5,12,37,82,12,148,3,8,7,19,59,96,50,132,17,29,136,2,2,0,14,12,2,13,1,20,284,6,30 mins - 1 hour,18-May-16,No,None (Stay here),,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No relocation planned.,Yes,> 75%,None,None,None,< 75%,< 50%,None,,> 75%,None,CGIs,,Tarpaulin,,Water filter,,Off-site (<20 minutes),Yes,Spring/river,,Spring/river,,,No treatment,,>15 liters,Suspended solids,,Not so good (not hygienic),28,No,0,0,0,0,0,Provided,Nepal Redcross Society,On-site,Both times,Yes,No,No,Yes,12,Yes,Yes,Yes,No System,,No,No,Yes,1-2 hours,Own/Cultivated,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cold,,None,,Mosquito net,,0,0,0,0,0,0,0,,,Yes,No,No,,Yes,,,Off-site (<30 minutes),,Government,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Store/small business,,Store/small business,,No,No,,,None,,None,,Yes,No,No remarkable protection issues. People are living at site in peace.,0,0,Yes,No,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",Muddy path to the site,,< 25%,None,None,< 75%,> 75%,> 75%,Yes,,Yes,,No,No drainage system at all,Yes,,No,No food support,Yes,,Yes,Government,,Families & friends,,Radio / News,,Yes,Site Management Committee,Yes,Less than 2 weeks,Work opportunities,,Yes,IDPs requesting kore CGIs to replace old ones. Suspened solid in driniing waters. Need water purifiers.,1500 - 2500,8200%,0%,0%,60%,0,0,0,49,33,82,0
Nepal,8,,29/07/16,,,Male,,Male,SMC President,,Ki,,,Female,Smc seceratory,,,,,Female,,,,,,,,,,,594,Bogetaar 2,Existed in R7,,Open,15/06/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.98089,85.18499,734.5769325,,Spontaneous,Private land,,No,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,93,404,10,23,56,89,24,202,12,22,17,40,56,112,98,187,19,43,202,3,3,0,25,2,0,5,0,7,405,9,Longer,29-Jul-16,Yes,None (Stay here),,Fear of landslide/aftershock,,Yes,40,Yes,No,No,Yes,No,No,No,No,No,,Lack of access to education facilities at the site,,> 75%,No,Other,No plan,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Other,Cash assistance,None,,None,,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,Filtered,,5-10 liters,None,,Good (Hygienic),11,No,0,0,0,0,0,Provided,Lumanti Nepal,On-site,Both times,Yes,No,Yes,Yes,0,,,,Garbage pit,,No,No,No,< 1 hour,Own Cash,,,No,,,Yes,No,No,Cold,,Cough,,Diarrhea,,Mosquito net,,0,0,3,3,2,0,2,,,Yes,Yes,Yes,"Lumanti,paribartan nepal",Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,Yes,Off-site (<20 minutes),,On-site (<20 minutes),Quake volunteer,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,5,No,Lower,No,No,,,,Yes,,Kerung,No,Yes,Kerung,No,Livestock,,Construction/daily labour,,Yes,Yes,Self organized,,None,,None,,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,Yes,,,None,None,None,Unknown,> 75%,< 50%,Yes,,No,Muddy water,No,Poor drainage system,Yes,,No,No food support,Yes,,Yes,Other NGO/iNGO,,Local leader,,Local leader,,No,,Yes,Don't know,Recovery plans,,Yes,IDPs are not interested in enrollment process as they can't go back to their place of origin.,<1500,9300%,0%,0%,100%,0,0,0,93,0,93,93
Nepal,8,,28/07/16,,,Male,,Male,,,,,,Male,SMC President,,,,,Female,,,,,,Female,,,,,595,Naubise,Existed in R7,,Open,21/05/2015,,Rural,Bagmati,Rasuwa,Laharepauwa,9,27.99591,84.82314,620.88515,6,Spontaneous,Private land,,No,Don't know,Other,Rumor is that they are expected to move out in 3 months but couldn't be verified.,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,9,Bagmati,Rasuwa,Haku,8,174,647,18,44,35,166,35,298,9,27,70,114,87,122,148,314,35,70,349,4,4,0,30,4,0,6,0,1,647,7,Longer,15-Nov-15,Yes,None (Stay here),,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No plan,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Other,Land for relocation,None,,None,,Off-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,Suspended solids,,Good (Hygienic),45,No,0,0,0,0,0,Provided,ACF,On-site,Both times,Yes,No,No,Yes,0,,,,Garbage pit,,No,"Yes, On Site",Yes,< 1 hour,Own Cash,,,No,,,Yes,No,No,Cough,,Cold,,Diarrhea,,Mosquito net,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,No,Yes,Yes,Yes,Off-site (<20 minutes),,On-site (<20 minutes),Quake volunteer,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,10,No,Lower,Yes,No,,,,Yes,,Dhunche,No,Yes,Dhunche,Yes,Weaving/knitting,,Construction/daily labour,,Yes,Yes,Self organized,,None,,None,,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,None,None,None,Unknown,> 75%,< 50%,Yes,,No,Muddy water,Yes,,Yes,,No,No food support,Yes,,Yes,Other NGO/iNGO,,Families & friends,,Local leader,,No,,Yes,Already done,Work opportunities,,Yes,Livelihood means are the major concern for IDPs.,<1500,17400%,0%,0%,100%,0,0,0,174,0,174,174
Nepal,8,,08/07/16,,,Male,,Female,,,,,,,,,,,,,,,,,,,,,,,600,Jana Sewa Sibir,Existed in R7,,Open,25/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,14,27.66863,85.42614,1312.48476,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,No,,,,,Yes,International Organization,,IOM,,,No,Bagmati,Bhaktapur,TRIPURASUNDARI,14,Bagmati,Bhaktapur,Bhaktapur municiplary,,31,152,0,4,17,42,11,74,0,0,0,4,8,25,59,101,11,22,78,0,0,0,4,0,0,30,0,25,0,0,<10 mins,8-Apr-15,No,Place of Habitual residence,,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Government ownership,,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,CGIs,,Other,Construction material,None,,Off-site (>20 minutes),No,Piped water supply,,Unprotected Well,,,No treatment,,>15 liters,Suspended solids,,Not so good (not hygienic),4,"Yes, next to each other/same HWS",2,2,0,0,0,Provided,IOM,On-site,Both times,Yes,Yes,No,Yes,1,Yes,No,No,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,0,1,0,1,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (1-2 hours),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,80,Yes,Similar,No,No,,,,No,,,No,No,,No,Weaving/knitting,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,,,> 75%,> 75%,> 75%,> 75%,> 75%,> 75%,Yes,,Yes,,Yes,,No,Far from the site,Yes,,Yes,,No,,,Families & friends,,Families & friends,,No,,No,,Shelter,,No,,<1500,3100%,0%,0%,100%,0,0,0,31,0,31,31
Nepal,8,,27/07/16,,,Male,,Female,Member,,,,,Male,Member,,,,,,,,,,,,,,,,607,Libali,Existed in R7,,Open,01/08/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,2,27.66921,85.44234,1313.094367,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,> 75%,Yes,,,Yes,International Organization,,IOM,,,No,Bagmati,Bhaktapur,Bhaktapur municipality,12,Bagmati,Bhaktapur,Bhaktapur municipality,3,27,116,0,4,15,31,6,56,0,0,10,14,12,27,29,60,9,15,60,2,2,0,1,0,0,0,0,1,0,0,<30 mins,15-Jul-15,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,15,No,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Other,No,Unknown,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Jerrycans,,None,,None,,On-site (<20 minutes),Yes,Water truck,,Water truck,,Self,No treatment,,>15 liters,None,,Good (Hygienic),10,"Yes, separate entrance/HWS",5,5,0,0,0,Provided,Army,On-site,Both times,Yes,Yes,No,Yes,0,,,,Garbage pit,,Yes,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,2,0,3,3,0,0,0,,,No,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,50,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Art/Craft,,Yes,No,Self organized,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,Yes,,,> 75%,> 75%,> 75%,> 75%,> 75%,None,Yes,,Yes,,No,Poor drainage system,Yes,,Yes,,Yes,,Yes,Armed Forces,,Families & friends,,Mobile Phone,,No,,Yes,Don't know,Access to services ,,Yes,"Water filter, bucket",<1500,2700%,0%,0%,100%,0,0,0,27,0,27,27
Nepal,8,,30/07/16,,,Male,,Male,,,,,,Male,,,,,,Female,,,,,,Female,,,,,612,Wimlung,Existed in R7,,Open,30/07/2015,,Peri-Urban,Bagmati,Rasuwa,Dhunche,8,28.10796,85.31051,1869.970739,6,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,< 75%,Yes,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,32,144,5,5,17,37,2,66,2,7,7,12,30,47,37,74,2,4,78,2,2,0,4,2,2,1,0,1,144,3,Longer,30-May-16,Yes,None (Stay here),,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,Yes,Government ownership,,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Mosquito net,,Cooking Gas,,Other,Livelihood means,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,None,,Not so good (not hygienic),3,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,No,No,No,Yes,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,No,,,Yes,No,No,Diarrhea,,Cough,,Cold,,None,,0,0,0,0,0,1,1,,,No,Yes,Yes,Local voulunteer,No,Too expensive,,Off-site (1-2 hours),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,5,No,Lower,No,No,,,,No,,,No,Yes,Dhunche,No,Store/small business,,Construction/daily labour,,Yes,Yes,Self organized,,Alcohol/drug-related disturbance,,Physical assault,,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,Yes,,,None,None,None,Unknown,None,< 50%,Yes,,Yes,,No,No drainage system at all,Yes,,No,No food support,Yes,,No,,,Families & friends,,Radio / News,,No,,Yes,Don't know,Recovery plans,,Yes,"IDPs were promised housings for relocation but after construction, they were not allowed to move in. Hence are not sure whether to move or stay at the site.",1500 - 2500,3200%,0%,0%,100%,0,0,0,32,0,32,32
Nepal,8,,28/07/16,,,Male,,Male,,,Volunteer,All,,Female,,,,All,,,,,,,,,,,,,615,Kolchet,Existed in R7,Dongan,Open,30/04/2015,,Rural,Gandaki,Gorkha,Kerauja,1,28.24494,84.88504,1196.659351,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,No,Gandaki,Gorkha,Kerauja,4,,,,,39,130,2,6,7,40,8,63,4,6,5,11,10,17,40,80,8,16,67,3,3,0,7,3,0,4,0,2,129,0,30 mins - 1 hour,1-Jul-15,Yes,None (Stay here),,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No idea,Yes,> 75%,None,None,None,> 75%,< 25%,None,,> 75%,> 75%,Cooking Gas,,Kitchen sets,,Tarpaulin,,On-site (>20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,Suspended solids,,Not so good (not hygienic),5,No,0,0,0,0,2,Provided,Oxfam,On-site,Day time,No,Yes,Yes,Yes,2,No,Yes,Yes,Burning,,No,No,No,> 10 hours ,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,0,3,0,3,0,0,0,,,Yes,No,No,,Yes,,,Off-site (<30 minutes),,Government,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,0,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Construction/daily labour,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,Yes,Unknown,"Medicines are short shortage, they are stuck at Swoti due accessibility challenges. Household numbering of IDPs remain",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",No roads up to camp site,,> 75%,< 50%,< 50%,< 50%,< 50%,Unknown,Yes,,Yes,,Yes,,Yes,,Unknown,,Yes,,Yes,Government,,Families & friends,,Families & friends,,No,,Yes,More than 2 months,Recovery plans,,Yes,,<1500,3900%,0%,0%,80%,0,0,0,31,8,39,39
Nepal,8,,28/07/16,,,Male,,Male,,,,,,Male,,,,,,Female,,,,,,Female,,,,,618,Santibazar,Existed in R7,,Open,26/04/2015,,Rural,Bagmati,Nuwakot,Manakamana,9,28.01908,85.18295,765.9,6,Spontaneous,Private land,,No,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Bagmati,Rasuwa,Dandagaun,7,Bagmati,Rasuwa,Dandagaun,9,46,185,3,7,19,56,7,92,3,6,17,24,19,38,49,105,5,12,93,2,2,0,10,1,1,0,0,2,185,2,1-3 hours,28-Feb-16,Yes,None (Stay here),,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No plan,No,> 75%,None,None,< 25%,> 75%,None,None,,< 25%,> 75%,Cooking Gas,,Other,Electricity,Other,Cash assistance,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,Filtered,,5-10 liters,None,,Good (Hygienic),4,No,0,0,0,0,0,Provided,IOM,On-site,Both times,Yes,No,No,No,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,No,,,Yes,No,No,Diarrhea,,Cold,,Cough,,Mosquito net,,0,0,0,0,1,0,1,,,Yes,No,No,,No,No doctors,,Off-site (1-2 hours),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,5,No,Lower,No,No,,,,No,,,No,Yes,Dhunche,No,Weaving/knitting,,Construction/daily labour,,Yes,No,Self organized,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Yes,,,None,None,None,Unknown,< 25%,< 25%,Yes,,Yes,,No,No drainage system at all,Yes,,No,No food support,Yes,,No,,,Families & friends,,Families & friends,,No,,Yes,Already done,None,,Yes,IDPs seem very hopeless about their situation as they feel no one is concerned about their problems.,<1500,4600%,0%,20%,80%,0,0,9,37,0,12,46
Nepal,8,,08/07/16,,,Male,,Male,,,,,,Female,,,,,,,,,,,,,,,,,619,Wasikacha,Existed in R7,,Open,26/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,9,27.66724,85.43408,1312.9,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,Yes,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municiplary,7,Bagmati,Bhaktapur,,,47,204,0,2,20,65,10,97,0,0,2,4,24,44,69,134,12,22,107,1,1,0,2,0,0,4,0,0,0,1,<10 mins,8-Dec-15,No,Place of Habitual residence,,House damaged/destroyed   ,,Yes,5,Yes,No,Yes,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Government ownership,,Yes,> 75%,None,None,None,> 75%,< 25%,None,,> 75%,> 75%,Water filter,,Jerrycans,,None,,Off-site (>20 minutes),Yes,Piped water supply,,Unprotected Well,,,Boiled,,>15 liters,None,,Not so good (not hygienic),8,"Yes, separate entrance/HWS",4,4,0,0,0,Provided,IOM,On-site,Both times,Yes,Yes,No,No,5,Yes,No,Yes,Municipal collection,,Yes,No,Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,Cough,,Cold,,None,,Mosquito net,,0,0,0,0,0,0,0,,,Yes,No,No,,No,No pregnant women,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,80,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,No,No,,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,"No,  no vehicular access",Muddy path to the site,,< 50%,< 25%,< 25%,< 25%,< 25%,< 25%,Yes,,No,Far from site,No,Overflow of drainage water,Yes,,Yes,,Yes,,No,,,Site management,,Site management,,No,,No,,Shelter,,No,"Lamp solar
Drinking water",<1500,4700%,0%,0%,80%,0,0,0,38,9,47,47
Nepal,8,,26/07/16,,,Female,,Male,Member,,,,,Female,Member,,,,,Female,Member,,,,,Female,Member,,,,620,Bramhayanipeeth 2,Existed in R7,,Open,26/04/2015,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,1,27.6746833,85.4432667,1321.9,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,Yes,International Organization,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur nagarpalika,1,Bagmati,Bhaktapur,Bhaktapur nagarpalika,6,20,90,1,2,7,30,7,47,1,2,1,3,9,16,27,57,5,12,43,1,1,0,2,0,0,2,0,0,0,0,<10 mins,18-Jul-15,No,Nearest Village,,Basic infrastructures damaged,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No,No,> 75%,None,None,None,> 75%,< 25%,None,,> 75%,> 75%,Cooking Gas,,Kitchen sets,,Water filter,,On-site (<20 minutes),Yes,Protected Well,,Piped water supply,,,Filtered,,<5 liters,Suspended solids,,Good (Hygienic),5,No,0,0,0,0,0,Provided,IOM,On-site,Day time,No,Yes,No,Yes,3,Yes,Yes,No,No System,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Skin Infections,,None,,Mosquito net,,1,0,0,0,0,0,0,,,No,No,No,,No,No doctors,,On-site,Government,Government,,Yes,Yes,Yes,No,On-site (<20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,No,No,,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,Yes,,,> 75%,> 75%,> 75%,> 75%,> 75%,> 75%,Yes,,Yes,,No,Landslide,Yes,,Yes,,Yes,,Yes,SMA,,Radio / News,,Radio / News,,No,,No,,Shelter,,No,,<1500,2000%,0%,0%,80%,0,0,0,16,4,20,20
