country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,site_access,site_owner,site_shelter,Column35,smc_exist,smc_per_female,smc_community,Column36,Column37,sma_exist,sma_type,Column38,sma_name,Column39,Column40,regist_activity,origin_zone,origin_district,origin_municipality,Column41,Column42,Column43,Column44,Column45,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,return_prevent,Column46,per_sleep_site,Column47,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column48,per_hh_makeshift,Column49,Column50,per_hh_electricity,per_hh_safecook,nfi_a,nfi_b,nfi_c,water_location,water_source_np,water_source_p,Column51,water_treated,water_cons,water_remark,latrine_cond,n_latrine,latrine_gender,latrine_install,Column52,latrine_light,latrine_site,latrine_lock,bathing_gender,hyg_waste,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,Column53,Column54,Column55,food_sup_lac,food_sup_child,health_issue,health_issue_b,health_issue_c,Column56,Column57,Column58,Column59,Column60,Column61,health_psych,health_antenat,Column62,health_center_dist,Column63,health_provider,edu_access,edu_access_f,edu_access_i,edu_distance,Column64,Column65,Column66,per_sch_female,per_sch_male,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,job_main,job_main_other,per_hh_income,job_access,job_cattle_site,job_offer,job_offer_how,job_offer_to,job_abr,Column75,job_abr_in,job_abr_family,Column76,job_recruit,Column77,Column78,Column79,Column80,Column81,sec_provided,sec_reported,sec_provider,sec_issue,Column82,Column83,Column84,support_problem,Column85,n_space_child,n_space_female,Column86,gbv_report,sec_mens_seg,Column87,sec_min_discriminate,safe_male,site_unsafe_male,Column88,safe_child,site_unsafe_child,Column89,safe_female,site_unsafe_female,Column90,site_lighting,hyg_f_product,winter_move,Column91,Column92,Column93,winter_shelter,Column94,Column95,winter_a,Column96,winter_b,Column97,winter_c,Column98,Column99,Column100,Column101,Column102,info_src_female,nfo_src_male,info_complaint,Column103,info_main,info_free,Column104,<1500
Nepal,4,,09/10/15,,,,,male,Chairperson,,Chair person,,,male,Local community member,,Local community member,Dachii camp member,,,,,,,,,,,,,509,Dannchi,Existed in previous rounds,Dannchi camp,Yes,09/06/15,,Peri-Urban,Bagmati,Kathmandu,Kageshwori manahara Municipality,7,27.726267,85.409894,1352.414045,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,No,,Yes,Private,Temporary shelter,,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Tatopani,"2,3,4",Bagmati,Sindhupalchok,Listi,"1,2",110,579,7,41,69,186,21,324,0,7,21,62,55,124,131,48,69,255,4,4,0,19,1,2,5,0,1,60,0,Longer,26/08/15,No,Place of Habitual residence,Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,>75%,None,Safer housing / Shelter material,Blankets,Cooking gas,On-site (<20 minutes),Protected Well,Water truck,OBI,Filtered,>15 liters,None,Good (Hygienic),10,"Yes, next to each other/same HWS",Provided,International blessings,Yes,On-site,Yes,No,Municipal Collection,No,Yes,No,"Yes, On-Site",Yes,Food distribution,,,Yes,Yes,Yes,None,None,None,Some,1,1,2,No,Yes,Yes,Yes,,off-site (< 30 mins),,INGO,Yes,Yes,Yes,Off site <20,,On site <20,SMC,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,Daily Wage laborer,,25,Yes,No,Yes,Private association,Husband,No,,,No,No,No,,Weaving / knitting,,Driving,,Yes,Yes,Women association,None,None,Yes,Community leaders,None,Security guards needed,1,1,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,No,,School,,No,Does not protect from cold,,Mattress / Bed,,Blanket,,Winter clothes,,In shelter where people sleep,No,,,Families & friends,Families & friends,No,,How to get information,No,Requesting school fee for children's studies. Skill development trainig for women required.,<1500
Nepal,4,,13/09/15,,,,,male,Chairman,,,,,female,,,,,,female,Member,,,,,,,,,,209,Golmode,Existed in previous rounds,Simthali,Yes,14/05/15,,Rural,Narayani,Makwanpur,Namtar,4,27.58762,85.08438,2433.552792,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Temporary shelter,,Yes,<75%,Yes,,,Unknown,,,,,,Yes,Narayani,Makwanpur,Namtar,1,Narayani,Makwanpur,Namtar,1,58,268,6,8,27,69,15,125,4,10,0,8,38,65,87,14,29,143,3,3,0,8,1,2,6,2,7,0,2,2 - 3 hours,28/05/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,None,None,Plastic bed / Floor Mat / Matress,Blankets,Cooking gas,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Chlorinated,>15 liters,None,Good (Hygienic),13,Unknown,Provided,"UNICEF, ENPHO",No,On-site,Yes,No,Garbage pit,No,Yes but no soap/water inside ,No,No,No,Own cash,,,Yes,No,No,Common cold,None,None,None,0,0,0,Yes,No,No,Yes,,Off-site (1 - 2 hours),,Government,Yes,Yes,Yes,Off site >20,,On site <20,Plan Nepal,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,16,No,Yes,No,,,Yes,,"Malaysia, Arab, Qatar, UAE, Saudi",No,Yes,No,,Weaving / knitting,,Store / small business,,Yes,No,Police,Alcohol/drug-related disturbance,None,Yes,Police,None,They have insufficient information about GBV.,1,0,Yes,Unknown,No,,No,Yes,,,No,Latrine,,No,Latrine,,No lighting,Yes,No,,Main access road,,No,Does not protect from cold,,Blanket,,Foam mat (floor),,Heater,,In shelter separate for cooking,Don't know,,,Families & friends,Radio / News,Unknown,,Recovery plans,Yes,"Most needed :
Electricity, winter clothes, market,",1500 - 2500
Nepal,4,,12/10/15,,,,,male,Site resident,,,,,male,Site Resident,,,,,,,,,,,,,,,,513,Makwanpur Mandre,Existed in previous rounds,Gairi bhanjyang,Yes,12/06/15,,Rural,Narayani,Makwanpur,Namtar,3,27.56355,85.07523,2016.276518,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Temporary shelter,,No,,,,,Unknown,,,,,,Yes,Narayani,Makwanpur,Namtar,3,Narayani,Makwanpur,Namtar,3,23,105,2,4,17,25,2,50,1,3,3,7,18,35,30,3,5,55,3,3,0,3,2,0,2,0,2,105,0,< 30 mins,12/05/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,<25%,<25%,Electricity / Solar system,CGIs,Blankets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,10-15 liters,None,Good (Hygienic),6,No,Provided,"UNICEF, ENPHO, PLAN",No,On-site,Yes,No,Burning,No,Yes but no soap/water inside ,Yes,No,No,Own cash,,,No,No,No,Diarrhea,Skin infections,Common cold,None,0,0,0,Yes,No,No,Yes,,Off-site (1 - 2 hours),,Government,Yes,Yes,Yes,Off site >20,,On site <20,Plan Nepal,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,70,Yes,Yes,No,,,Yes,,"Saudi, Malaysia",No,No,No,,Agriculture,,Agriculture,,No,Yes,,Alcohol/drug-related disturbance,None,No,,Unknown,Unaware about GBV,1,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Main access road,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Mattress / Bed,,In shelter separate for cooking,Yes,Improve animal shelter,,Radio / News,Radio / News,Unknown,,Situation in areas of origin,Yes,"CHI Shelter have holes and most of them have used old rested CGI, they want support to bring new one in a better way.",1500 - 2500
Nepal,4,,29/09/15,,,,,Member,Member,,,,,male,Member,,,,,,,,,,,,,,,,493,Dhuche,Existed in previous rounds,,Yes,30/05/15,,Rural,Bagmati,Kavrepalanchok,Pokhari Narayansthan,3,27.30804,85.44444,374.2989515,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Temporary shelter,,Yes,<50%,Yes,,,No,,,,,,Yes,Bagmati,Kavrepalanchok,Narayansthan,3,Bagmati,Kathmandu,Narayansthan,4,23,115,2,2,13,34,6,57,2,4,3,5,10,23,36,7,13,58,0,0,0,4,1,0,0,0,1,12,0,< 30 mins,13/05/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,<25%,None,,<50%,<25%,CGIs,Safer housing / Shelter material,Safer housing / Shelter material,Off-site (>20 minutes),Surface water,Surface water,,No treatment,<5 liters,None,No latrines,,,,,,Off-site,,No,Burning,Yes,None,Yes,"Yes, Off-site",Yes,Own cash,,,Yes,No,No,Skin infections,RTI,None,None,3,0,3,No,No,No,Yes,,Off-site (1 - 2 hours),,"Local clinic, medical practitioners",Yes,Yes,No,Off site <20,,,,<75%,<50%,Working,None,Housework,Working,None,Housework,Agriculture/Livestock,,Agriculture/Livestock,,5,Yes,No,Yes,Friends,Husband,No,,,Yes,Yes,No,,Art / Craft,,Art / Craft,,Yes,Yes,Community leaders,Alcohol/drug-related disturbance,Physical assault,Yes,Police,Assistance did not respond to the actual need,,0,1,Yes,No,No,,Yes,Yes,,,No,Latrine,,No,Latrine,,No lighting,No,No,,No limitation,,No,Does not protect from cold,,Blanket,,Mattress / Bed,,Other,Shelter support,In shelter where people sleep,Don't know,,,Radio / News,Radio / News,Yes,"Site management, Police",Recovery plans,Yes,Peolpe are planning to stay long. No proper latrines and evidence of open defaecation. Water source is far from the site. People are planning to stay for longer time as there is high risk of landslide in the place of origin.,<1500
Nepal,4,,21/10/15,,,,,female,Inf. Edu. Teacher,,Key informant,,,male,,,Key informant,,,male,,,Key informant,,,,,,,,524,Deurali,Existed in previous rounds,,Yes,21/06/15,,Rural,Sagarmatha,Okhaldhunga,Prapcha,2,27.35821,86.42697,1152.767618,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Public/Government,Temporary shelter,,No,,,,,No,,,,,,No,Sagarmatha,Okhaldhunga,Prapcha,9,Sagarmatha,Okhaldhunga,Prapcha,8,26,175,5,13,18,33,13,82,6,11,5,18,33,51,31,18,31,93,2,2,0,10,3,0,2,0,2,175,1,< 30 mins,29/06/15,No,None (Stay here),Fear of landslide/aftershock,,<75%,No,Own,None,None,None,<75%,<25%,None,,None,None,Safer housing / Shelter material,Kitchen sets,Electricity / Solar system,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Filtered,>15 liters,Suspended solids,Not so good (not hygienic),4,No,Provided,VDC,No,On-site,Yes,No,Burning,No,None,No,No,Yes,Own cash,,,No,No,Yes,Typhoid,Diarrhea,None,Some,0,0,0,Yes,Yes,Yes,No,Too far,On-site,Aama Samuha Sanjaal,Government,Yes,Yes,Yes,Off site <20,,On site <20,UNICEF,>75%,>75%,Fees or costs,None,,Fees or costs,None,,Agriculture/Livestock,,Agriculture/Livestock,,0,No,No,No,,,Yes,,"Gulf countries, Malaysia",No,Yes,No,,Weaving / knitting,,Other,Don’t know,Yes,No,Self organized,Alcohol/drug-related disturbance,None,Yes,Police,Unknown,The site is located at a junction. It exposes the site to passerbys who can easily access the site as there is no fence. A couple of alcohol related disturbances have been reported.,1,0,Yes,Yes,No,,No,No,Other,Disturbances at night,Yes,,,Yes,,,No lighting,No,No,,No limitation,,No,Does not protect from cold,,Winter clothes,,Blanket,,Other,Shelter support,In shelter where people sleep,No,,,INGO/NGO,Families & friends,Yes,Police,Access to services ,Yes,"Due to inadequate space available in the area, 8 HHs from Magar community moved down on some private land. They are living in bamboo huts under very poor living conditions.",<1500
Nepal,4,,06/10/15,,,,,male,,,,,,female,,,,,,,,,,,,,,,,,504,Lapchane,Existed in previous rounds,,Yes,06/06/15,,Rural,Janakpur,Ramechhap,Preeti,,27.560984,86.28494,2824.311144,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Public/Government,Temporary shelter,,No,,,,,No,,,,,,No,Janakpur,Ramechhap,Preeti,,Janakpur,Ramechhap,Preeti,,25,119,1,3,14,37,3,58,0,1,2,5,20,34,37,2,5,61,2,2,0,5,2,0,2,0,5,0,3,< 30 mins,26/04/15,No,Place of origin,Fear of landslide/aftershock,,>75%,No,Own,None,None,None,None,>75%,None,,None,<25%,CGIs,Blankets,Fire wood,Off-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,5-10 liters,Suspended solids,Not so good (not hygienic),5,No,Already on site,,No,On-site,No,No,Garbage pit,Yes,None,Yes,"Yes, Off-site",No,Borrowed cash,,,No,No,No,Diarrhea,RTI,None,None,2,0,2,No,No,No,No,Too far,Off-site (1 - 2 hours),,Government,Yes,Yes,No,Off site <20,,,,<50%,<50%,Working,None,Housework,Working,None,Housework,Agriculture/Livestock,,Agriculture/Livestock,,10,No,Yes,No,,,No,,,No,Yes,No,,Weaving / knitting,,Construction,,Yes,Yes,Self organized,Alcohol/drug-related disturbance,None,Yes,Police,Assistance did not respond to the actual need,,0,0,Yes,Yes,No,,No,No,Latrine,,No,Latrine,,No,Latrine,,No lighting,No,Yes,No,No limitation,,No,The shelter has holes and cracks,,Blanket,,Winter clothes,,Foam mat (floor),,In shelter where people sleep,Don't know,,,Radio / News,Radio / News,Yes,Police,Recovery plans,Yes,IDPs have moved up the hill due to risk of landslide. Tarpaulins roofs have holes and has to be changed urgently. The condition of toilets are degrading.,> 2500
Nepal,4,,01/10/15,,,,,male,,,,K1,,female,,,,,,male,,,,FGD,,female,,,,,496,Barahbise,Existed in previous rounds,,Yes,01/06/15,,Urban,Bagmati,Sindhupalchok,Barabise,8,27.7899,85.89909,877.2250671,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Private,Makeshift,,Yes,Unknown,Yes,,,Unknown,,,,,,No,Bagmati,Sindhupalchok,Barabise,"8,1,9",Bagmati,Sindhupalchok,Ramche,7,310,1398,3,109,186,418,31,747,0,3,46,155,124,310,357,124,155,651,2,2,0,4,7,5,23,23,42,1370,40,< 10 mins,05/07/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,None,<50%,<50%,None,,<50%,<50%,Blankets,Cooking gas,Tools,On-site (<20 minutes),Piped water (taps),Surface water,,No treatment,10-15 liters,None,Good (Hygienic),15,No,Provided,Sindhu Club,No,On-site,Yes,No,Garbage pit,No,None,No,"Yes, On-Site",Yes,Own cash,,,No,No,No,Skin infections,Common cold,Common cold,Some,13,0,13,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,Yes,Off site <20,,Off site <20,,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Trade,,None,,7,No,No,No,,,No,,,No,No,No,,Art / Craft,,Store / small business,,No,No,,Alcohol/drug-related disturbance,None,Yes,Police,Misuse of aid,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,No,,Main access road,,No,Does not protect from cold,,Blanket,,Foam mat (floor),,Heater,,In shelter where people sleep,No,,,Local leader,Local leader,Unknown,,Situation in areas of origin,Unknown,,<1500
Nepal,4,,14/11/15,,,,,female,Secretary,,,,,female,Member,,,,,,,,,,,,,,,,562,Chapedanda,Newly emerged,,Yes,15/07/15,,Peri-Urban,Bagmati,Dhading,Nilkantha,12,27.91661,84.89712,610.5218239,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Private,Makeshift,,Yes,<75%,Yes,,,No,,,,,,No,Bagmati,Dhading,Ree gaun,6,Bagmati,Dhading,Ree gaun,8,33,157,0,4,12,67,7,90,0,0,3,7,7,19,45,12,19,67,4,4,0,2,1,0,3,0,3,0,1,Longer,11/08/15,Yes,Place of origin,Fear of landslide/aftershock,,<75%,No,Own,None,None,None,None,>75%,None,,None,None,CGIs,Blankets,Cooking gas,On-site (<20 minutes),None,None,,No treatment,<5 liters,Suspended Solids,Not so good (not hygienic),2,No,Provided,Host community,Yes,On-site,No,No,Throw in the river,No,None,No,No,Yes,Own cash,,,No,No,No,Skin infections,Headache,Diarrhea,None,0,0,0,No,Yes,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,Off site >20,,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Daily Wage laborer,,0,Yes,No,No,,,No,,,No,No,No,,Weaving / knitting,,Construction,,No,No,,None,None,Yes,Police,Unknown,"Children are suffering from skin infection, fever. They have insufficient information GBV. Requested to know more about safe migration.",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,Don't know,,No limitation,,No,Does not protect from cold,,CGIs,,Foam mat (floor),,Heater,,In the open,Don't know,,,Families & friends,Families & friends,Unknown,,Situation in areas of origin,Yes,"Latrine are almost full, they require things to heat their shelter warm",<1500
Nepal,4,,10/11/15,,,,,male,Chairman,,SMC,,,male,Chairman,,,,,,,,,,,,,,,,548,Lungurchet 1,Newly emerged,,Yes,11/07/15,,Rural,Bagmati,Dhading,Ree gaun,9,28.107561,84.973111,2282.06535,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Public/Government,Tent,,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Dhading,Ree gaun,9,Bagmati,Dhading,Ree gaun,9,175,1100,1,50,74,200,40,365,2,3,75,125,140,214,478,40,80,735,7,7,0,3,8,0,19,0,6,1100,0,2 - 3 hours,26/04/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,>75%,None,<25%,None,,None,None,Cooking gas,Electricity / Solar system,Blankets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,5-10 liters,None,Not so good (not hygienic),70,No,Provided,Self made,No,On-site,No,No,No System,No,Unknown,No,No,No,Food distribution,,,No,No,No,Skin infections,Common cold,None,None,0,0,0,No,Don't know,Unknown,Unknown,,Off-site (1 - 2 hours),,Government,Yes,Yes,No,Unknown,,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,None,,0,No,No,No,,,Yes,,Malaysia,No,No,No,,Weaving / knitting,,Store / small business,,Yes,No,Self organized,None,None,Unknown,,None,"We got the information about  this site from phone, we haven't  visited this site but according to our information this site  was there.",0,0,Yes,Unknown,No,,Unknown,Yes,,,Yes,,,Yes,,,No lighting,Unknown,No,,Main access road,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Mattress / Bed,,In the open,Yes,Improve animal shelter,,Families & friends,Families & friends,Unknown,,Situation in areas of origin,Yes,"Due to some reasons like landslide, Banda we are unable to visit this site, but we had collect some information about this site.",1500 - 2500
Nepal,4,,11/11/15,,,,,male,Chairman,,SMC,,,male,,,,,,,,,,,,,,,,,550,Gesrang,Newly emerged,,Yes,12/07/15,,Rural,Bagmati,Dhading,Ree gaun,7,28.099658,84.979247,2122.043404,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Public/Government,Tent,,Yes,<25%,Yes,,,No,,,,,,No,Bagmati,Dhading,Ree gaun,7,Bagmati,Dhading,Ree gaun,7,34,170,2,10,16,38,7,73,1,3,20,30,23,39,40,13,20,97,3,3,0,3,0,0,1,0,5,170,0,30 mins - 1 hour,25/04/15,No,Place of origin,Fear of landslide/aftershock,,>75%,Unknown,Own,None,None,>75%,None,<25%,None,,<25%,<25%,Electricity / Solar system,Food,Cooking gas,Off-site (>20 minutes),Spring,Spring,,No treatment,5-10 liters,None,Not so good (not hygienic),4,No,Provided,Self made,No,Off-site,No,No,Burning,No,None,No,No,No,Food distribution,,,No,No,No,None,None,None,Some,0,0,0,No,Don't know,Unknown,Yes,,On-site,Unknown,Government,Yes,Yes,No,Off site >20,,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Craftsmen,,0,No,No,No,,,Unknown,,,No,No,No Answer,,Art / Craft,,Art / Craft,,Yes,No,Self organized,None,None,Unknown,,None,"People require sufficient information about GBV,safe migration.",0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,No,,Main access road,,No,Does not protect from cold,,Blanket,,Foam mat (floor),,Fuel,,In shelter separate for cooking,Yes,Improve animal shelter,,Families & friends,Families & friends,Unknown,,Situation in areas of origin,No,Unable to visit this site but we collect some information about this site from phone contact.,1500 - 2500
Nepal,4,,12/11/15,,,,,male,Site coordinator,,SMC,,,male,,,,,,,,,,,,,,,,,552,Dungveerchet,Newly emerged,,Yes,13/07/15,,Rural,Bagmati,Dhading,Ree gaun,7,28.106184,84.973111,2237.259205,,Spontaneous,Other,Private land,No,Unknown,"No, no vehicular access",Public/Government,Makeshift,,Yes,<25%,Yes,,,No,,,,,,No,Bagmati,Dhading,Ree gaun,7,Bagmati,Dhading,Ree gaun,7,42,199,0,5,12,46,5,68,2,2,18,23,22,34,88,2,7,131,3,3,0,2,1,0,5,0,8,180,3,2 - 3 hours,25/04/15,No,Place of origin,Fear of landslide/aftershock,,>75%,No,Own,None,None,>75%,None,<25%,None,,<25%,<25%,Cooking gas,Electricity / Solar system,Blankets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,5-10 liters,None,Not so good (not hygienic),6,No,Provided,"District Committee, Authority, Municipality",No,On-site,No,No,Burning,No,None,No,No,No,Food distribution,,,Yes,No,No,Diarrhea,RTI,Common cold,None,0,1,1,Don't know,Don't know,Unknown,Yes,,On-site,Unknown,INGO,Yes,Yes,No,Off site >20,,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Unknown,,0,No,No,No,,,Unknown,,,No,No,No Answer,,Weaving / knitting,,Livestock,,No,No,,None,None,No,,Unknown,"Access to school, information about GBV, safe migration",0,0,Yes,Unknown,No,,Unknown,Unknown,,,Unknown,,,Unknown,,,No lighting,Unknown,No,,Main access road,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Mattress / Bed,,In shelter separate for cooking,No,,,Families & friends,Families & friends,Unknown,,Situation in areas of origin,Yes,"Unable to reach there, but we have some information about this site, people are sleeping in wooden flanks, the tarpaulins destroyed by winds,it's turn and desperately looking for CGI, sleepy in tents, cooking in tents, except food people needs salts, oils",1500 - 2500
Nepal,4,,27/09/15,,,,,male,Chairman,,SMC,All,,male,Vice Chairman,,SMC,All,,female,Member,,SMC,All,,female,None,,Facilitator,All,486,Damgade,Existed in previous rounds,,Yes,28/05/15,,Peri-Urban,Bagmati,Dhading,Nilkantha,12,27.92288,84.89431,808.9490368,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Private,Makeshift,,Yes,<25%,Yes,,,No,,,,,,Yes,Bagmati,Dhading,Reegau,9,Bagmati,Dhading,Ree gaun,5,130,617,0,8,71,203,27,309,9,9,44,52,106,177,132,17,44,308,10,10,0,12,9,0,6,0,14,506,3,Longer,09/08/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,<25%,<25%,<50%,Unknown,,<50%,<25%,Cooking gas,CGIs,Plastic bed / Floor Mat / Matress,On-site (<20 minutes),Spring,Spring,,No treatment,5-10 liters,None,Not so good (not hygienic),18,No,Provided,Red Cross,No,On-site,No,No,Garbage pit,No,None,No,No,Yes,Own cash,,,Yes,No,No,Skin infections,None,None,None,0,0,0,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,Yes,Off site >20,,On site <20,ICDC Nepal,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Daily Wage laborer,,0,Yes,No,Yes,Friends,Wife,No,,,No,No,Yes,Dhadingbesi,Weaving / knitting,,Store / small business,,Yes,No,Self organized,None,None,Yes,Police,Unknown,,1,0,Yes,Unknown,No,,No,Yes,,,Unknown,,,No,Latrine,,"Yes, there is lighting but it is NOT adequate",No,No,,No limitation,,No,Does not protect from cold,,Mattress / Bed,,Blanket,,Winter clothes,,In shelter where people sleep,Don't know,,,Families & friends,Families & friends,Unknown,,Situation in areas of origin,Yes,"They have not received any donations after July 2015. Toilet support has been for one time, site is in private land and it is mentioned that land owners have started to ask lease money from the IDPsl",<1500
Nepal,4,,25/10/15,,,,,male,,,,K1,,female,,,,K1,,male,,,,FGD,,female,,,,FGD,530,Bhimtar,Existed in previous rounds,,Yes,25/06/15,,Rural,Bagmati,Sindhupalchok,Sangachowk,,27.68951,85.68343,726.6520361,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Private,Temporary shelter,,No,,,,,No,,,,,,No,Bagmati,Sindhupalchok,Sangachowk,,Bagmati,Sindhupalchok,Sangachowk,,88,440,12,8,73,77,12,182,12,24,8,16,81,154,141,16,28,258,30,30,0,35,11,6,23,1,5,440,17,Longer,25/04/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,None,>75%,None,None,None,<75%,None,Kitchen sets,Blankets,CGIs,On-site (<20 minutes),Surface water,Surface water,,No treatment,10-15 liters,Taste,Not so good (not hygienic),46,No,Provided,"Red Cross, Save the Children",No,On-site,No,No,No System,No,None,No,"Yes, On-Site",Yes,Own cash,,,No,No,No,Skin infections,None,None,Some,5,8,13,Yes,No,No,Unknown,,Off-site (1 - 2 hours),,Government,Yes,Yes,Yes,On site <20,Government,On site <20,Unknown,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,Agriculture/Livestock,,10,No,Yes,No,,,No,,,No,Yes,No,,Livestock,,Livestock,,No,No,,Alcohol/drug-related disturbance,None,Yes,Police,Not enough assistance for all entitled,,1,0,Yes,Unknown,Yes,Within their house,No,Yes,,,No,Other,All above,No,Other,In all places,"Yes, there is lighting but it is NOT adequate",Yes,No,,No limitation,,No,Does not protect from cold,,Blanket,,Heater,,Winter clothes,,In shelter where people sleep,Yes,Improve animal shelter,,INGO/NGO,INGO/NGO,Yes,VDC officials,Shelter,Yes,"Roads is not in good condition
Health post is too far from site
School damaged",<1500
