country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,per_sleep_site,Column65,Column66,Column67,Column68,prev_own,per_hh_outside,per_hh_indoors,pe_hh_tents,Column69,per_hh_makeshift,Column70,Column71,per_hh_electricity,per_hh_safecook,nfi_a,Column72,nfi_b,Column73,nfi_c,Column74,water_location,Column75,water_source_np,Column76,water_source_p,Column77,Column78,water_treated,Column79,water_cons,water_remark,Column80,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column81,n_latrine_disable,Column82,latrine_install,Column83,latrine_site,latrine_time,Column84,bathing_gender,latrine_light,latrine_lock,hyg_station,Column85,hyg_evidence,Column86,hyg_waste,Column87,hyg_open_def,food_access,food_market,Column88,food_source,Column89,Column90,food_fuel,Column91,Column92,Column93,food_sup_lac,food_sup_child,health_issue,Column94,health_issue_b,Column95,health_issue_c,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,health_psych,health_psych_rem,health_antenat,Column110,Column111,health_center_dist,Column112,health_provider,Column113,Column114,edu_access,edu_access_f,edu_access_i,edu_distance,Column115,Column116,Column117,per_sch_female,per_sch_male,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,job_main,job_main_other,n_hh_income,job_access,Column134,job_cattle_site,job_offer,job_offer_how,Column135,job_offer_to,job_abr,Column136,job_abr_in,job_abr_family,job_recruit,Column137,food_land,Column138,Column139,Column140,Column141,sec_provided,sec_reported,sec_provider,Column142,sec_issue,Column143,Column144,Column145,Column146,Column147,Column148,n_space_child,n_space_female,Column149,gbv_report,sec_mens_seg,Column150,sec_min_discriminate,safe_male,site_unsafe_male,Column151,safe_child,site_unsafe_child,Column152,safe_female,site_unsafe_female,Column153,sight_lighting,hyg_f_product,winter_move,Column154,Column155,Column156,winter_shelter,Column157,Column158,winter_a,Column159,winter_b,Column160,winter_c,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,info_src_female,Column173,info_src_male,Column174,info_complaint,Column175,Column176,Column177,info_main,Column178,info_free,Column179,Column180,Column181,Column182,Column183,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196,Column197,Column198,Column199,Column200,Column201,Column202,Column203,Column204,Column205
Nepal,9,,01/12/16,,,Male,,Male,SMC president,,,,,Male,SMC secretary,,,,,Female,,,,,,Female,,,,,595,Naubise,,,Open,21/05/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.99273,85.215932,620.88515,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,9,Bagmati,Rasuwa,Haku,8,170,674,9,51,60,179,9,308,25,34,51,102,94,154,196,375,0,9,366,8,8,0,60,4,2,5,0,5,671,10,Longer,11/11/15,Yes,None (Stay here),,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,Yes,Government ownership,,Yes,> 75%,None,None,None,> 75%,None,None,,< 50%,> 75%,Fire wood,,Cooking Gas,,Other,Drip insulator,On-site (<20 minutes),No,Spring/river,,Piped water supply,,,No treatment,,5-10 liters,Suspended solids,,Not so good (not hygienic),27,No,0,0,0,0,0,Provided,Red cross,On-site,Both times,Yes,No,No,Yes,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,No,,,Yes,No,No,Cough,,Cold,,None,,Mosquito net,,7,0,0,0,0,0,0,,,Yes,Yes,Yes,Lumanti Nepal,Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,Yes,Off-site (>20 minutes),,On-site (<20 minutes),Lumanti Nepal,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,75,Yes,Lower,Yes,Unknown,,,,Unknown,,,No,No,,Yes,Store/small business,,Construction,,Yes,Yes,Police,,Alcohol/drug-related disturbance,,None,,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Toilet,,"Yes, there is lighting but it is NOT adequate",No,No,,Other,None,No,Other,Water drips from CGI roof in winter.,Other,Drip insulator,Nothing,,Nothing,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,Government,,Families & friends,,Authorities,,No,,Yes,Don't know,Other,Relocation start date.,Yes,Site is being temporarily relocated but don't know when. IDPs want to know the date or permanent relocation. Most IDPs haven't recieved the initial installment of reconstruction money.,<1500,,0%,0%,100%,0%,0,0,170,0,85,170,5,1,1,0,0,0,0,0,0,7,595,Naubise,170,674
Nepal,9,,01/12/16,,,Male,,Female,,,,,,Male,,,,,,,,,,,,,,,,,600,Jana Sewa Sibir,Existed in R7,,Open,25/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,14,27.66863,85.42614,1312.48476,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Unknown,,Yes,No,Public/Government,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Janasewa,14,,,,,38,182,0,15,30,43,13,101,0,0,10,25,15,45,41,84,15,28,81,4,4,0,6,3,0,5,0,6,1,4,<10 mins,25/04/15,No,Place of origin,,House damaged/destroyed   ,,Yes,4,No,Yes,No,Yes,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Government ownership,,No,> 75%,None,None,None,None,> 75%,None,,> 75%,> 75%,Tarpaulin,,Blankets,,Kitchen sets,,Off-site (<20 minutes),No,Spring/river,,Piped water supply,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),4,No,0,0,0,0,2,Provided,Unknown,Off-site,Both times,Yes,Yes,No,Yes,1,Yes,Yes,No,Garbage pit,,No,"Yes, offsite",Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito net,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,Unknown,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Craftsmen,,Daily Wage laborer,,60,No,Lower,No,No,,,,No,,,No,No,,No,Agriculture,,Livestock,,No,No,,,Theft,,None,,No,No,,0,1,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,No,,Other,No,No,Does not protect from cold,,Foam mat (floor),,Winter Clothes,,Blanket,,In shelter where people sleep,No,,,Unknown,,Yes,,Yes,Government,,Radio / News,,Families & friends,,No,,Yes,Don't know,Shelter,,Yes,"Leakage in roof
Job opportunity",<1500,,20%,0%,80%,0%,8,0,30,0,38,38,1,1,5,3,0,0,0,0,0,10,600,Jana Sewa Sibir,38,182
Nepal,9,,07/12/16,,,Male,,Female,,,,All,,Female,,,,All,,Male,,,,All,,Male,,,,All,604,Pandhare/ Paula Dil,Existed in R7,Pauwa Dil,Open,21/05/2015,,Rural,Bagmati,Dhading,Salyantar,1,27.99591,84.82314,616,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Bagmati,Dhading,Lapa,1,Bagmati,Dhading,Lapa,6,34,134,2,15,7,37,5,66,5,7,7,22,7,14,42,79,7,12,68,0,0,0,5,1,0,3,0,4,134,3,Longer,25/05/15,Yes,None (Stay here),,Fear of landslide/aftershock,,Unknown,,,No,No,No,No,No,No,No,No,,,,< 50%,Unknown,Other,Unknown,Unknown,> 75%,None,None,< 25%,> 75%,None,None,,None,> 75%,CGIs,,Tarpaulin,,Blankets,,Off-site (>20 minutes),Yes,Unprotected Well,,Unprotected Well,,,No treatment,,<5 liters,None,,Non usable,5,"Yes, separate entrance/HWS",2,2,0,0,1,Provided,Acted,On-site,Day time,Unknown,No,No,No,0,,,,Garbage pit,,No,No,No,2-6 hours,Own Cash,,,Yes,Collect personally,,No,No,No,Skin Infections,,None,,None,,Mosquito coil,,0,1,0,1,0,0,0,,,Yes,No,No,,No,Other,Recently there is no one pregnant women mentioned,Off-site (>2 hours),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,0,Yes,Higher,No,Yes,Friends,,Women,Unknown,,,No,Yes,Salyantar city itself,No,Weaving/knitting,,Construction,,Yes,No,Self organized,,None,,Forced Marriage,,Yes,No,"Toilet poor, no bathing station, women travel 1-2hours to collect water, women get paid labour work to break rocks to make gravel, They do not have any safty equipments.",0,0,Yes,Unknown,No,,No,Unknown,,,Yes,,,No,Other,Shelters are poor to protect household items,No lighting,Unknown,No,,Other,No,No,Does not protect from cold,,Mattress/Bed,,Nothing,,Nothing,,In shelter where people sleep,Don't know,,,Yes,,Yes,,Yes,Armed Forces,,Families & friends,,Families & friends,,Yes,Local authorities,Yes,Already done,Recovery plans,,Yes,"Some households name missed from enrollment, few have collected 50k. New shelter construction on going in camps, Youths and males were not seen at campsite, women were breaking rocks to make gravels for local neighbours. They receive above 100 per sack. S",<1500,,0%,0%,100%,0%,0,0,34,0,0,34,1,1,3,0,0,0,0,0,0,5,604,Pandhare/ Paula Dil,34,134
Nepal,9,,01/12/16,,,Male,,Male,,,,,,Female,,,,,,,,,,,,,,,,,607,Libali,Existed in R7,,Open,01/08/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,1,27.66921,85.44234,1313.094367,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,No,Public/Government,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Libali,2,,,,,20,77,2,5,4,24,5,40,0,2,2,7,9,13,22,46,4,9,37,2,2,0,5,3,0,2,0,2,1,0,<30 mins,25/04/15,No,Place of origin,,House damaged/destroyed   ,,Yes,20,No,Yes,No,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Other,No,No,> 75%,None,None,None,None,> 75%,None,,> 75%,> 75%,Blankets,,Tarpaulin,,None,,On-site (<20 minutes),No,Water truck,,Water truck,,Own,No treatment,,5-10 liters,None,,Not so good (not hygienic),10,"Yes, next to each other/same HWS",0,0,0,0,0,Provided,Don't know,On-site,Both times,Yes,No,Yes,Yes,0,,,,Garbage pit,,Yes,"Yes, offsite",Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito net,,0,1,3,4,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,No,Lower,No,No,,,,No,,,No,No,,Yes,Store/small business,,Agriculture,,Yes,No,Police,,None,,None,,No,No,No,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,No,,Other,No,No,Does not protect from cold,,Winter Clothes,,Blanket,,Winter footwear,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,Government,,Radio / News,,Local leader,,No,,No,,Shelter,,Yes,Leakage in roof need to be maintain,<1500,,0%,0%,100%,0%,0,0,20,0,20,20,1,1,1,0,0,0,0,0,0,3,607,Libali,20,77
Nepal,9,,04/12/16,,,Male,,Male,,,,,,Male,,,,,,Female,Housewife,,,,,Female,Housewife,,,,612,Wimlung,Existed in R7,,Open,30/07/2015,,Peri-Urban,Bagmati,Rasuwa,Dhunche,8,28.10796,85.31051,1869.970739,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Other,Pre-fab shelters made by Nepal Army and Nepal government.,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,35,130,0,5,10,26,3,44,3,3,12,17,12,22,47,73,12,15,86,0,0,0,2,3,0,5,0,5,129,0,Longer,15/09/16,Yes,Place of origin,,Fear of landslide/aftershock,,Yes,60,Yes,Yes,No,Yes,No,No,No,No,No,,Other,Some left for POO to maintain livelihood and some left to nearest village to find work and access services easily.,< 75%,No,Other,No plan,Yes,> 75%,None,< 75%,None,< 50%,None,None,,> 75%,< 75%,Fire wood,,Blankets,,Other,Winter cloths for children and elderlies.,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,Suspended solids,,Good (Hygienic),10,"Yes, next to each other/same HWS",5,5,0,0,0,Provided,"Nepal Army,Nepal Goverment",On-site,Both times,Yes,Yes,No,Yes,6,Yes,Yes,Yes,Burning,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Skin Infections,,Cold,,None,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,25,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Store/small business,,Tourism,,Yes,No,Self organized,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Other,None,Yes,,,Blanket,,Winter Clothes,,Heater,,In shelter separate for cooking,No,,,No,No food support,Yes,,Yes,Government,,Families & friends,,Authorities,,No,,Yes,Don't know,Other,When will we get the land ownership certificate?,Yes,"Nepal Army and DDC have constructed a temporary solid structures for 32 IDP families in this site. A few still live outside in CGI shelters. Only a half of family members live on site, rest are in POO and other towns to make a living. Water and electricit",1500 - 2500,,0%,0%,60%,40%,0,0,21,14,35,26,1,3,1,3,0,0,0,0,0,8,612,Wimlung,35,130
Nepal,9,,02/12/16,,,Male,,Female,SHPI,,,All,,Male,IDP,,,All,,Male,Principal,,,All,,Female,IDP,,,All,615,Kolchet,Existed in R7,,Open,30/04/2015,,Rural,Gandaki,Gorkha,Kerauja,1,28.24494,84.88504,1196.659351,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Gandaki,Gorkha,Kerauja,2,Gandaki,Gorkha,Kerauja,2,25,81,1,3,9,19,5,37,2,3,7,10,6,15,22,41,7,12,44,0,0,0,6,0,0,7,0,3,81,0,<30 mins,04/05/15,Yes,None (Stay here),,Fear of landslide/aftershock,,Yes,4,Yes,No,No,Yes,No,No,No,No,No,,Unknown,,> 75%,Unknown,Other,No,Unknown,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,None,,None,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,>15 liters,None,,Not so good (not hygienic),3,No,0,0,0,0,1,Provided,Oxfam,On-site,Day time,Unknown,No,No,Yes,1,No,No,No,Burning,,No,No,No,2-6 hours,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,None,,0,0,0,0,0,0,0,,,Yes,Yes,Yes,"ISRAAID(Manko chautari), PSS drama",No,Other,Recently no one is pregnant,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,On-site (<20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,0,No,Lower,No,No,,,,Unknown,,,No,No,,Yes,Agriculture,,Agriculture,,Yes,No,Self organized,,None,,None,,Yes,Unknown,"The site requires pathways support, one toilet is in isolation, no proper tapstand, natural spring. They have insufficient info about foreign employment yet the youths have gone there.",0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,No,,Other,No,No,Does not protect from cold,,Other,Items to keep shelter warm,Foam mat (floor),,Nothing,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,Government,,Families & friends,,Families & friends,,Yes,Local authorities,Yes,Already done,Recovery plans,,Yes,"They need livelihood, food utilization and agriculture/livestock support. There are few single women headed households unable to go to collect 50 thousand grant due to logistic problems",<1500,,0%,0%,100%,0%,0,0,25,0,25,25,1,1,3,0,0,0,0,0,0,5,615,Kolchet,25,81
Nepal,9,,30/11/16,,,Male,,Male,,,KI,,,Male,,,KI,,,Female,,,,,,Female,,,,,618,Santibazar,Existed in R7,,Open,26/04/2015,,Rural,Bagmati,Nuwakot,Manakamana,9,28.01908,85.18295,765.9,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Bagmati,Rasuwa,Dandagaun,7,Bagmati,Rasuwa,Dandagaun,9,44,171,2,8,16,54,5,85,3,5,16,24,16,32,48,102,3,8,86,1,1,0,10,1,0,0,0,2,171,2,2-3 hours,28/02/16,Yes,None (Stay here),,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,Not moving,No,> 75%,None,None,None,> 75%,None,None,,< 25%,< 25%,None,,None,,None,,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,None,,Good (Hygienic),3,No,0,0,0,0,0,Provided,IOM,On-site,Both times,Yes,No,No,No,0,,,,Burning,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,Yes,No,No,Cold,,Cough,,None,,Mosquito net,,0,0,0,0,2,0,2,,,Yes,Yes,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,50,No,Lower,No,No,,,,Yes,,Gulf countries,No,No,,Yes,Livestock,,Construction,,Yes,Yes,Self organized,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,No,,Other,None,Yes,,,Nothing,,Nothing,,Nothing,,In homes nearby,No,,,Yes,,Yes,,No,,,Families & friends,,Authorities,,No,,Yes,Already done,Recovery plans,,Yes,"Can not return back to POO. Most want to be relocated. No access, no livelihood mechanism remained.",<1500,,0%,0%,100%,0%,0,0,44,0,11,11,1,1,5,0,0,0,0,0,0,7,618,Santibazar,44,171
Nepal,9,,04/12/16,,,Male,,Male,,,,,,Female,,,,,,,,,,,,,,,,,619,Wasikacha,Existed in R7,,Open,26/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,7,27.66724,85.43408,1312.9,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Unknown,,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,None,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Wasikacha,7,,,,,46,167,0,8,10,41,18,77,5,5,19,27,23,33,28,69,15,33,90,8,8,0,10,4,0,10,0,12,3,0,<30 mins,25/04/15,No,Place of origin,,House damaged/destroyed   ,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No,No,> 75%,None,None,None,None,> 75%,None,,> 75%,> 75%,Blankets,,CGIs,,None,,Off-site (<20 minutes),No,Spring/river,,Hand pumps,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),6,"Yes, separate entrance/HWS",0,0,0,0,0,Provided,ENPHO,On-site,Both times,No,Yes,No,Yes,4,No,Yes,Yes,Garbage pit,,No,"Yes, offsite",Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito net,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,Unknown,On-site (<20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,No,Lower,Yes,No,,,,No,,,No,No,,No,Weaving/knitting,,Agriculture,,No,No,,,Alcohol/drug-related disturbance,,None,,No,No,No,1,1,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,No,,Other,No,No,Does not protect from cold,,CGIs,,Foam mat (floor),,Blanket,,In shelter where people sleep,No,,,Unknown,,Yes,,Yes,Government,,Local leader,,Local leader,,No,,Yes,Don't know,Access to services ,,Yes,"Leakage in roof
Job opportunity
Drinking water",<1500,,0%,0%,80%,20%,0,0,37,9,46,46,1,1,3,0,0,0,0,0,0,5,619,Wasikacha,46,167
Nepal,9,,29/11/16,,,Male,,Female,,,,,,Female,,,,,,,,,,,,,,,,,620,Bramhayanipeeth 2,Existed in R7,,Open,26/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,1,27.6746833,85.4432667,1321.9,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Bhaktapur,1,,,,,20,83,0,0,11,20,8,39,0,0,3,3,16,27,21,41,4,12,44,2,2,0,1,2,0,2,0,4,1,0,<10 mins,25/04/15,Yes,Place of origin,,House damaged/destroyed   ,,Yes,50,No,Yes,No,No,No,No,No,No,No,,Poor shelter conditions at the site,,> 75%,No,Other,No,No,> 75%,None,None,> 75%,None,None,None,,> 75%,> 75%,Blankets,,Tools,,None,,Off-site (>20 minutes),Yes,Spring/river,,Piped water supply,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),5,No,0,0,0,0,0,Provided,EMPHO,On-site,Both times,No,No,No,Yes,0,,,,Garbage pit,,Yes,No,Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,Cough,,Cold,,None,,Mosquito net,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,On-site (<20 minutes),Government,,,> 75%,None,None,,,None,,,None,,,None,,,Yes,Yes,Craftsmen,,Agriculture/Livestock,,100,No,Lower,No,No,,,,No,,,No,No,,Yes,Agriculture,,Agriculture,,No,No,None,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,No,,Other,No,Yes,,,Blanket,,Winter Clothes,,CGIs,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,SMA,,Radio / News,,Radio / News,,No,,No,,Access to services ,,Yes,Job opportunities...,<1500,,0%,0%,80%,20%,0,0,16,4,20,20,1,1,1,0,0,0,0,0,0,3,620,Bramhayanipeeth 2,20,83
Nepal,9,,29/11/16,,,Male,,Male,Committe Hear,,,,,Male,Member,,,,,,,,,,,,,,,,621,Bramhayanipeeth Chokha,Existed in R7,,Open,28/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,1,27.6757333,85.44355,1333.5,6,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Less than 1 month,Other,Land is of district court. So district will be build on that land.,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Bramhayani,1,Bagmati,Bhaktapur,Brahmani,2,60,204,0,4,39,57,11,111,0,0,4,8,21,60,57,114,11,22,93,2,2,0,5,4,0,8,0,5,3,0,<10 mins,25/04/15,No,Don't know,,House damaged/destroyed   ,,Yes,100,No,Yes,No,Yes,No,No,No,No,No,,Lack of access to livelihood at the site,,> 75%,No,Government ownership,,No,> 75%,None,None,None,None,> 75%,None,,> 75%,> 75%,Blankets,,CGIs,,Tarpaulin,,Off-site (>20 minutes),Yes,Spring/river,,Piped water supply,,,Filtered,,10-15 liters,None,,Good (Hygienic),4,"Yes, next to each other/same HWS",0,0,0,0,0,Provided,ENPHO,On-site,Both times,No,No,Yes,Yes,0,,,,Garbage pit,,Yes,No,Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,Cough,,Cold,,None,,Mosquito net,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,On-site (<20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,No,Lower,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Livestock,,Yes,No,Police,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,No,,School,,No,Does not protect from cold,,Blanket,,Winter Clothes,,Food Stock,,In shelter where people sleep,No,,,No,No food support,Yes,,Yes,Other NGO/iNGO,,Radio / News,,Radio / News,,No,,No,,Access to services ,,Yes,"Water facilities
job oppottunity
Told to leave site....",<1500,,0%,0%,100%,0%,0,0,60,0,60,60,3,1,5,0,0,0,0,0,0,9,621,Bramhayanipeeth Chokha,60,204
