country,survey_date,round,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,site_date_open,,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,sma_name,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,1/25/2016,8,KANO,KUMBOTSO,MARIRI,KN_S001,MARIRI BOARDING SCHOOL,INFORMAL,8.60647,11.95059,Spontaneous,Collective Settlement/Centre,4/11/2014,Open,>2 months,NULL,Yes,NULL,Public/Government,School,Yes,No,NULL,NULL,Yes,Government,LOCAL GOVERNMENT,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,KIRAWA/JIMINI,YOBE,GEIDAM,KAWURI,20,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,11/6/2015,07/14/2015,Yes,KANO,KUMBOTSO,MARIRI,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,<25%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),1,Yes,No,Yes,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Everyday,Distribution,No,No,No,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,On-site,No answer,>75%,None,0,No,No,No,Yes,No,Police,None,None,None,None,Assistance was physically inadequate for most vulnerable,1,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Site Management,Other relief assistance,No,1536
Nigeria,1/18/2016,8,NASARAWA,LAFIA,SHABU/KWANDERE,NW_S001,SHINGE CAMP,INFORMAL,8.49644,8.50866,Spontaneous,Camp,4/10/2004,Open,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,SHENDAM,NULL,NULL,NULL,NULL,75,303,3,4,18,13,50,42,89,60,10,14,24,16,8,5,24,5,5,10,8,12,1,10/4/2004,06/16/2008,Yes,NASARAWA,LAFIA,SHABU/KWANDERE,"None, stay here",House damaged/destroyed,<25%,<50%,<25%,<75%,<50%,None,<25%,<75%,Blankets/Mats,Plastic sheeting,Kitchen sets,On-site (<10 mn),Not operational,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (>3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,12,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1546
Nigeria,1/19/2016,8,NASARAWA,LAFIA,SHABU/KWANDERE,NW_S002,ALMAJIRI CAMP,INFORMAL,8.56327,8.56318,Spontaneous,Camp,06/16/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,No,Yes,No,No,TARABA,WUKARI,NULL,NULL,NULL,NULL,54,270,0,2,5,11,32,22,98,84,7,9,8,20,3,0,16,4,4,2,2,6,1,06/16/2014,9/2/2015,Yes,TARABA,WUKARI,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),8,Yes,Yes,Yes,No waste disposal system,0,No,Yes,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Skin disease,Cough,No,Yes,Off-site (>3 km),Government,No,Unknown,Unknown,None,Daily labourer,54,No,No,Unknown,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Authorities,Other relief assistance,Yes,1538
Nigeria,1/20/2016,8,NASARAWA,KARU,GURKU/KABUSU,NW_S005,INTERFAITH 2,INFORMAL,7.62804,9.08238,Spontaneous,Collective Settlement/Centre,6/12/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,ADAMAWA,MICHIKA,NULL,9,54,3,2,2,7,8,11,9,12,0,0,2,7,0,0,21,0,0,0,0,0,0,10/24/2014,NULL,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,>75%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (>3 km),Local clinic,No,Unknown,Unknown,None,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1537
Nigeria,1/20/2016,8,NASARAWA,KARU,GURKU/KABUSU,NW_S006,KUGBARU,INFORMAL,7.67694,9.17024,Spontaneous,Camp,11/3/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GUDUF NAGADIYO,ADAMAWA,MICHIKA,MADZI,227,1163,12,17,54,61,72,101,370,449,12,15,52,48,0,0,27,0,0,0,10,2,0,11/11/2014,NULL,Yes,BORNO,GWOZA,GUDUF NAGADIYO,Place of origin,Lack of safety,None,None,<50%,<75%,<75%,<25%,<75%,>75%,Blankets/Mats,Hygiene kits,Kitchen sets,On-site (<10 mn),>50 %,No,Spring,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<75%,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1544
Nigeria,1/23/2016,8,NASARAWA,KARU,GURKU/KABUSU,NW_S007,INTERFAITH 1,INFORMAL,7.62804,9.08238,Spontaneous,Camp,09/17/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,No,Yes,Yes,No,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MADAGALI,MADAGALI,142,845,13,17,35,49,71,85,210,353,6,6,38,47,0,0,12,0,0,0,0,0,0,09/17/2014,10/7/2015,Yes,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Hygiene kits,Soap,On-site (<10 mn),>50 %,Unknown,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Irregular,Cash,No,No,No,Malaria,Malnutrition,Fever,No,Yes,On-site (<3 km),Government,No,Off-site,>10 km,<25%,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1539
Nigeria,1/20/2016,8,NASARAWA,KARU,KARU,NW_S008,ADO NKASA,INFORMAL,7.626,8.97269,Spontaneous,Camp,5/10/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,No,NULL,NULL,No,NULL,NULL,,No,No,No,No,Yes,No,No,No,No,BORNO,CHIBOK,CHIBOK LIKAMA,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,68,340,6,10,19,28,43,59,68,102,2,3,18,21,0,0,5,0,0,0,0,0,0,06/16/2014,1/12/2016,Yes,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,Place of origin,Lack of safety,None,None,None,>75%,<25%,None,None,>75%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (<10 mn),Unkown,Unknown,Water truck,Water truck,Unknown,Yes,None,No,No answer,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Cash,No,No,No,Fever,Malaria,Malnutrition,No,No,Off-site (>3 km),Local clinic,No,Unknown,Unknown,None,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Registration,No,1551
Nigeria,1/22/2016,8,PLATEAU,JOS NORTH,GANGARE,PL_S001,HOUSE OF RECAB,INFORMAL,8.89302,9.90052,Spontaneous,Collective Settlement/Centre,11/23/2013,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,No,NULL,NULL,Yes,Local NGO,HOUSE OF RECAB,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,GWOZA,NULL,TARABA,WUKARI,NULL,1,200,0,0,11,7,79,94,3,4,1,1,0,0,2,2,2,0,0,0,0,0,0,11/17/2014,12/19/2015,No,PLATEAU,JOS NORTH,GANGARE,Place of origin,Lack of safety,None,None,None,>75%,>75%,<75%,None,<75%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Unknown,Spring,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),10,Yes,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Unknown,Everyday,Distribution,No,Unknown,No,Cough,Skin disease,Malaria,Yes,Yes,Off-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Petty trade,1,No,No,No,Yes,Yes,Self organized,Theft,None,None,None,Assistance did not respond to the actual need,1,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1531
Nigeria,1/22/2016,8,PLATEAU,JOS SOUTH,BUKURU,PL_S002,STEFANOS IDP CAMP,INFORMAL,8.86641,9.80471,Spontaneous,Collective Settlement/Centre,11/1/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,Yes,Local NGO,STEFANUS FOUNDATION,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MADAGALI,WAGGA,94,466,20,15,48,54,92,74,48,108,4,3,13,54,1,1,7,3,0,0,1,1,0,11/1/2014,01/27/2016,Yes,PLATEAU,JOS SOUTH,NULL,Place of origin,Lack of safety,<25%,None,None,>75%,>75%,<25%,<25%,>75%,Kitchen sets,Hygiene kits,Bucket/Jerry Can,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Good (Hygienic),25,Yes,Yes,No,Garbage pit,1,No,Yes but no soap/water inside,No,Yes,No,Yes,"Yes, on site",Yes,Once a week,Host community donation,Yes,No,No,Malaria,Diarrhea,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Farming,19,Yes,Yes,No,Yes,Yes,Police,Friction anmong site residents,None,None,None,Assistance was physically inadequate for most vulnerable,4,4,Yes,Yes,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Employment,Site Management,Safety and Security,Yes,1530
Nigeria,1/21/2016,8,PLATEAU,JOS SOUTH,GYEL 'B',PL_S003,L.C.A BUKURU,INFORMAL,8.85432,9.790498,Spontaneous,Collective Settlement/Centre,10/31/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,Yes,Religious entity,L.C.A BUKURU,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,ADAMAWA,MICHIKA,MICHIKA  I,20,70,4,4,8,8,7,10,9,16,2,2,6,10,1,0,4,0,12,1,2,0,1,10/31/2014,8/8/2015,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,>75%,<25%,None,<50%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Unprotected well,Unprotected well,>15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),3,No,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Diarrhea,Cough,No,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<1 km,>75%,Farming,0,Yes,No,Yes,Yes,Yes,Self organized,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Excellent,Excellent,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1540
Nigeria,1/22/2016,8,PLATEAU,RIYOM,RIYOM,PL_S004,KWALLACK LOCK UP SHOPS,INFORMAL,8.76418,9.63806,Spontaneous,Collective Settlement/Centre,2/7/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,NULL,NULL,PLATEAU,NULL,NULL,222,994,12,10,74,93,153,115,259,275,0,3,0,22,0,0,3,0,0,0,0,0,0,7/2/2015,04/18/2015,No,PLATEAU,RIYOM,SHARUBUTU,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),Not operational,No,Unprotected well,Unprotected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,No,No,Never,Cash,No,No,No,Malaria,Fever,Skin disease,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,Farming,0,Yes,No,Yes,Yes,No,Self organized,None,Exchange of goods/food for sex,None,Sexual violence,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,1532
Nigeria,1/22/2016,8,PLATEAU,RIYOM,RIYOM,PL_S005,"COMMUNITY TOWN HALL, RIYOM",INFORMAL,8.76163,9.63768,Spontaneous,Collective Settlement/Centre,04/30/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SOPP,PLATEAU,RIYOM,SHARUBUTU,8,73,0,0,5,9,8,12,18,21,0,0,2,2,0,0,0,0,0,0,0,0,0,04/30/2014,12/10/2014,No,PLATEAU,RIYOM,SOPP,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,None,<25%,Plastic sheeting,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,1,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Once a week,Cash,No,No,No,Fever,Malaria,None,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,Petty trade,0,Unknown,Yes,Yes,Yes,No,Police,None,Exchange of goods/food for sex,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Excellent,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Shelter,Yes,1528
Nigeria,1/22/2016,8,PLATEAU,RIYOM,RA-HOSS,PL_S006,"CENTRAL PRIMARY SCHOOL, RIYOM",INFORMAL,8.73374,9.6197,Spontaneous,Collective Settlement/Centre,4/12/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SHARUBUTU,PLATEAU,RIYOM,RIM,79,439,10,3,44,48,75,92,84,78,5,0,26,43,0,0,5,0,0,0,0,0,0,12/4/2015,9/5/2015,No,PLATEAU,RIYOM,SHARUBUTU,Place of origin,Lack of safety,None,None,None,>75%,<25%,<50%,None,None,Blankets/Mats,Kitchen sets,Other,On-site (<10 mn),<50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,Fever,Malaria,None,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,Unknown,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,1,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Safety and Security,Yes,1527
Nigeria,1/22/2016,8,PLATEAU,RIYOM,RIM,PL_S007,EKAN PRIMARY SCHOOL ,INFORMAL,8.75238,9.55081,Spontaneous,Collective Settlement/Centre,5/9/2012,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,RIM,PLATEAU,RIYOM,SHARUBUTU,670,3080,23,29,356,177,502,422,861,692,18,0,78,112,0,0,18,0,0,0,13,0,0,2/9/2010,4/12/2015,No,PLATEAU,RIYOM,RIM,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, off site",Yes,Everyday,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,Yes,Yes,Unknown,Yes,No,Police,None,None,None,None,None,1,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Local Leader,Safety and Security,Yes,1529
Nigeria,1/20/2016,8,PLATEAU,WASE,SALUWE,PL_S008,JANKWANO CAMP,INFORMAL,10.00244,9.21419,Spontaneous,Collective Settlement/Centre,8/4/2013,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,Unknown,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,WASE TOFA,117,933,26,14,80,79,124,97,197,214,46,56,42,61,0,0,102,0,0,1,1,1,1,NULL,NULL,No,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,None,None,None,None,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,Unknown,Yes,None,Unknown,Not so good (Not hygienic),0,No,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cultivated,Unknown,No,No,Malaria,Fever,Skin disease,No,Yes,On-site (<3 km),Unknown,Yes,Off-site,<5 km,>75%,Daily labourer,0,Unknown,Yes,Unknown,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Unknown,Safety and Security,No,1525
Nigeria,1/22/2016,8,PLATEAU,WASE,DANBIRAM,PL_S009,UNGWAN GALADIMA,INFORMAL,9.09977,9.95894,Spontaneous,Collective Settlement/Centre,12/4/2013,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,No,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,WASE,WASE TOFA,NULL,NULL,NULL,94,791,10,36,46,73,148,159,137,153,12,17,27,67,3,0,29,1,1,1,3,4,4,NULL,NULL,Yes,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<25%,<25%,<25%,<75%,Blankets/Mats,Hygiene kits,Mosquito nets,Off-site (>10 mn),Not operational,Unknown,Ponds/canals,Ponds/canals,10 - 15 ltr,No,Odor/smell,Yes,Non usable,0,Yes,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Malaria,Cough,Fever,No,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,<50%,Agro-pastoralism,0,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Site Management,Safety and Security,No,1526
Nigeria,1/21/2016,8,PLATEAU,WASE,KUYAMBANA,PL_S010,G.S.S WASE,INFORMAL,9.96934,9.10882,Spontaneous,Collective Settlement/Centre,4/9/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,PLATEAU,WASE,WASE TOFA,PLATEAU,WASE,WASE TOFA,174,1229,24,39,34,64,128,235,324,347,19,15,38,80,3,0,34,0,0,0,3,2,1,NULL,NULL,Yes,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<50%,<25%,>75%,Kitchen sets,Bucket/Jerry Can,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,Unknown,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,Off-site,<5 km,<50%,Farming,0,Unknown,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,Yes,Good,Good,No lighting,Unknown,N/A,NULL,Local Leader,Safety and Security,No,1524
Nigeria,1/22/2016,8,PLATEAU,RIYOM,SOPP,PL_S011,SOPP PRIMARY SCHOOL,INFORMAL,8.65348,9.5553,Spontaneous,Collective Settlement/Centre,04/30/2012,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Individual/Private,NA,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,RIYOM,SHARUBUTU,PLATEAU,RIYOM,ATTAKAR,453,2184,0,5,260,106,341,358,479,460,39,136,40,55,0,0,175,0,0,0,17,0,0,04/30/2012,9/5/2015,No,PLATEAU,RIYOM,ATTAKAR,Place of origin,Lack of food,None,None,<25%,>75%,None,<25%,None,None,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),>50 %,No,Protected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,None,Farming,0,Unknown,No,Yes,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Shelter,Yes,1534
Nigeria,1/23/2016,8,TARABA,JALINGO,KONA,TR_S003,MURTAI CAMP,INFORMAL,11.27347,9.03935,Spontaneous,Collective Settlement/Centre,2/20/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,N/A,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,BORNO,GWOZA,GAVVA / AGAPALWA,124,613,17,19,36,43,71,81,125,136,41,44,27,45,3,0,85,3,16,46,33,11,3,02/26/2014,01/15/2016,No,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,Place of origin,House damaged/destroyed,None,None,>75%,<50%,<50%,None,>75%,>75%,Plastic sheeting,Blankets/Mats,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Spring,Spring,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Malaria,Cough,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,None,Daily labourer,0,Yes,Yes,Yes,Yes,No,Community Leaders,None,Sexual harassment/molestation,None,Child physical & emotional abuse,Assistance did not respond to the actual need,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Education,Mobile phone,Situation in areas of origin,No,1513
