country,round,survey_date,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_child,food_sup_lac,,,,health_medicine,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,11,07/23/2016,BORNO,JERE,MAIRI,BO_S034,UNI GUEST MAIN,INFORMAL,13.18632,11.81152,Spontaneous,Collective Settlement/Centre,,01/14/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,No,No,Yes,Yes,Yes,No,Yes,BORNO,KONDUGA,KONDUGA,BORNO,KONDUGA,KONDUGA,51,143,3,4,7,21,27,48,18,17,35,21,29,50,1,2,3,4,15,8,0,3,0,3,10,14,8,9,01/20/2014,,No,BORNO,KONDUGA,KONDUGA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<75%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,Yes,Burning,0,Yes,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,Yes,Off-site,<2 km,<25%,Daily labourer,14,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Local Leader,Distribution,No,1885
Nigeria,11,06/20/2016,BORNO,JERE,MASHAMARI,BO_S002,SHEHU SANDA KYARIMI PRIMARY SCHOOL,FORMAL,13.1826,11.8506,Spontaneous,Collective Settlement/Centre,,08/13/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,SEMA,8085292602,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,DIKWA,,BORNO,MAFA,,312,1873,100,93,193,108,106,214,397,299,696,301,389,690,46,34,80,42,247,31,10,80,35,58,173,59,46,103,08/13/2014,10/7/2016,Yes,BORNO,DIKWA,DIKWA,Place of origin,Accessibility,None,<50%,None,<75%,None,<50%,None,>75%,Blankets/Mats,Hygiene kits,Mosquito nets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),40,Yes,Yes,Yes,Garbage pit,16,Yes,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,No,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,100,No,Yes,Yes,Yes,No,Police,None,None,None,None,Fighting between recipients at distribution points,1,1,Yes,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,N/A,Authorities,Situation in areas of origin,Yes,1879
Nigeria,11,07/18/2016,BORNO,JERE,OLD MAIDUGURI,BO_S067,FARIA BUZU CAMP,INFORMAL,13.19039,11.86909,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,NGALA,NGALA WARD,BORNO,DIKWA,MALLAM MAJA,36,198,6,3,9,11,15,26,38,43,81,34,41,75,4,3,7,14,13,1,0,7,0,0,2,3,1,0,,,No,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,Place of origin,Lack of food,None,>75%,<25%,None,None,None,<75%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,No,Unknown,Unknown,None,Daily labourer,36,Yes,Yes,No,No,Yes,None,Theft,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,Yes,Yes,Unknown,Unknown,Good,Excellent,No lighting,No,N/A,N/A,Families/Friends,Safety and Security,No,1887
Nigeria,11,07/21/2016,BORNO,JERE,OLD MAIDUGURI,BO_S068,FARIA GIDAN BLOCK CAMP,INFORMAL,13.18077,11.8681,Planned,Camp,,,Unknown,,Yes,,Private Building,Tents,No,N/A,,,No,,,,Yes,No,No,No,Yes,No,No,No,No,BORNO,MAFA,LIMANTI,BORNO,MARTE,GUMNA,279,1073,12,9,21,111,102,213,201,211,412,190,201,391,16,20,36,67,127,40,4,36,1,4,0,21,7,0,,,No,BORNO,MAFA,LIMANTI,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Non usable,0,Yes,Yes,Unknown,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,No,None,Unknown,None,None,31,No,Yes,No,Yes,Yes,Community Leaders,Theft,None,None,None,None,0,0,No,No,Yes,No,Yes,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Safety and Security,Yes,1893
Nigeria,11,07/19/2016,BORNO,JERE,OLD MAIDUGURI,BO_S072,KORSO BASHIR CAMP,INFORMAL,13.16451,11.86956,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,MARTE,BORSORI,BORNO,JERE,NGUDAA/ADDAMARI,39,211,5,6,11,19,28,47,41,47,88,29,33,62,1,2,3,6,24,1,1,3,0,0,2,4,1,0,,,No,BORNO,MAIDUGURI M. C.,BULABLIN,Place of origin,Lack of safety,<25%,None,>75%,None,None,<25%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,Unknown,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Unknown,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Fever,Diarrhea,No,No,None,None,No,None,Unknown,None,None,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Local Leader,Safety and Security,Yes,1928
Nigeria,11,07/24/2016,BORNO,JERE,OLD MAIDUGURI,BO_S003,MADINATU CAMP,FORMAL,13.17971,11.87727,Spontaneous,Camp,,1/4/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,Yes,Government,NEMA,8035038011,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,MARTE,KIRENOWA,302,2980,51,37,88,191,242,433,516,441,957,679,753,1432,31,39,70,69,153,30,2,70,20,80,250,0,0,0,2/4/2015,05/20/2016,No,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,<25%,None,>75%,<25%,None,<75%,None,<50%,Mosquito nets,Kitchen sets,Blankets/Mats,Off-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,Yes,Yes,No,Yes,Yes,Yes,Malaria,Cough,Diarrhea,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Fishing,312,Yes,No,No,Yes,No,Military,None,None,None,None,None,1,1,No,No,No,No,No,Good,Excellent,No lighting,Yes,Nigeria,Employment,Families/Friends,Safety and Security,No,1925
Nigeria,11,07/19/2016,BORNO,JERE,OLD MAIDUGURI,BO_S076,SHUWARI CAMP,INFORMAL,13.16704,11.86839,Spontaneous,Collective Settlement/Centre,,05/21/2016,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,No,No,No,No,No,No,Yes,No,Yes,BORNO,JERE,,BORNO,MARTE,KIRENOWA,25,105,5,3,8,9,12,21,17,21,38,16,19,35,1,2,3,10,14,1,0,3,0,0,1,2,1,0,05/21/2016,,No,BORNO,,,Place of origin,Lack of safety,None,>75%,<75%,None,None,None,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,None,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,No,Unknown,Unknown,None,Agro-pastoralism,25,No,Yes,Yes,Yes,Yes,Self organized,Theft,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,Yes,No,Yes,Good,Good,No lighting,No,N/A,N/A,Unknown,None,No,1916
Nigeria,11,7/7/2016,BORNO,KAGA,BENISHEIKH,BO_S028,GSS BENISHEIKH,FORMAL,12.47653,11.80058,Spontaneous,Collective Settlement/Centre,,12/14/2015,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Armed Forces,ARMED FORCES,8022923986,No,No,Yes,No,No,No,Yes,Yes,No,BORNO,KAGA,DONGO,BORNO,KAGA,DOGOMA / JALORI,690,3449,213,305,518,422,509,931,121,258,379,566,814,1380,63,178,241,107,638,58,5,241,0,71,55,46,78,15,7/11/2014,11/22/2014,No,BORNO,KAGA,DONGO,Place of origin,Basic infrastructures damaged/flooded,None,<25%,<25%,>75%,None,<25%,<75%,<50%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),116,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,Yes,No,Yes,No,No,Malaria,Diarrhea,Fever,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<25%,Agro-pastoralism,416,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,N/A,Radio/news,Safety and Security,No,1800
Nigeria,11,07/23/2016,BORNO,KAGA,BENISHEIKH,BO_S029,LOW COST / SDP,INFORMAL,12.4957,11.8032,Spontaneous,Collective Settlement/Centre,,02/23/2015,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,Yes,No,Yes,No,Yes,No,Yes,BORNO,KAGA,,BORNO,KAGA,MARGUBA,296,1480,15,17,32,215,235,450,295,210,505,221,262,483,4,6,10,104,113,12,0,10,1,0,7,28,2,0,02/23/2015,06/20/2016,No,BORNO,KAGA,BENISHEIKH,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<50%,None,<50%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),58,Yes,Yes,Yes,Burning,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Never,Cultivated,Yes,Yes,No,Yes,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,No,Off-site,Unknown,Unknown,Farming,0,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Mobile phone,Situation in areas of origin,No,1898
Nigeria,11,07/22/2016,BORNO,KONDUGA,AUNO / CHABBOL,BO_S044,GIDA TALATIN,INFORMAL,13.4258,11.48581,Spontaneous,Collective Settlement/Centre,,1/5/2016,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,Yes,No,No,No,No,No,No,No,No,BORNO,KUKAWA,KUKAWA,BORNO,KONDUGA,AUNO / CHABBOL,43,216,8,4,12,13,11,24,38,54,92,36,48,84,1,3,4,5,17,5,0,4,2,2,5,3,3,2,6/2/2016,7/7/2016,No,BORNO,KUKAWA,KUKAWA,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,<75%,<50%,Blankets/Mats,Bucket/Jerry Can,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),7,No,No,Yes,Burning,2,No,Yes but no soap/water inside,No,Yes,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malnutrition,Fever,Cough,No,Yes,Off-site (<3 km),Government,No,Off-site,<5 km,<25%,Farming,11,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Excellent,Excellent,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Other relief assistance,No,1899
Nigeria,11,07/18/2016,BORNO,KONDUGA,AUNO / CHABBOL,BO_S046,JAFRA SHAGARI,INFORMAL,13.0918,11.90705,Spontaneous,Collective Settlement/Centre,,4/6/2014,Unknown,,Yes,,Private Building,Tents,Yes,Yes,,,No,,,7086194950,Yes,No,No,Yes,Yes,Yes,No,No,No,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,BORNO,GWOZA,NGOSHE,34,171,2,3,5,32,39,71,25,28,53,18,21,39,1,2,3,5,7,2,0,3,0,2,2,2,1,1,4/6/2014,05/21/2016,No,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (>10 mn),Not operational,No,Spring,Spring,>15 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,Garbage pit,2,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Everyday,Distribution,Yes,Yes,No,Yes,No,No,Malaria,Fever,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<50%,Farming,2,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,No,1896
Nigeria,11,07/18/2016,BORNO,KONDUGA,DALORI / WANORI,BO_S021,250 HOUSING ESTATE,FORMAL,13.2383,11.7689,Planned,Collective Settlement/Centre,,2/1/2014,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Yes,Government,"NEMA,SEMA",8029600321,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KONDUGA,1695,10171,235,477,712,504,1022,1526,849,1694,2543,1359,3523,4882,183,325,508,78,980,5,8,508,5,12,128,53,13,3,2/1/2014,06/20/2016,No,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,None,>75%,<25%,<75%,<50%,<50%,<50%,<75%,Kitchen sets,Soap,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),200,Yes,Yes,Yes,Burning,35,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Twice a week,Distribution,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Fever,Skin disease,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Petty trade,170,Yes,No,No,Yes,No,Military,None,None,None,None,Assistance was physically inadequate for most vulnerable,1,1,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,N/A,Site Management,Registration,Yes,1908
Nigeria,11,07/19/2016,BORNO,KONDUGA,DALORI / WANORI,BO_S071,CHALLUNURI,INFORMAL,13.26588,11.74435,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,JERE,ALAU,BORNO,KONDUGA,KAWURI,73,327,18,13,31,47,61,108,28,24,52,32,59,91,19,26,45,27,51,0,0,45,0,0,0,35,15,0,,,No,BORNO,,,Place of origin,Accessibility,<25%,<25%,<75%,None,None,<25%,<50%,None,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (>10 mn),>50 %,Unknown,Ponds/canals,Ponds/canals,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,No,Garbage pit,2,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Cough,Malaria,Fever,No,No,None,None,No,None,Unknown,None,Farming,35,No,No,Yes,No,No,None,None,Unknown,Unknown,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Authorities,Situation in areas of origin,Yes,1901
Nigeria,11,07/18/2016,BORNO,KONDUGA,DALORI / WANORI,BO_S016,FEDERAL TRAINING CENTER CAMP,INFORMAL,13.2243,11.7787,Spontaneous,Collective Settlement/Centre,,03/15/2015,Unknown,,Yes,,Public/Government,Tents,Yes,Yes,,,Yes,Government,SEMA,8099600322,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,BORNO,KONDUGA,KONDUGA,4823,28937,483,968,1451,1258,2504,3762,3366,6762,10128,3850,7724,11574,664,1358,2022,36,1451,12,8,2022,13,34,2600,33,53,3,03/13/2015,04/15/2016,No,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,Place of origin,Accessibility,None,>75%,None,<25%,None,None,<50%,<75%,Bucket/Jerry Can,Soap,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),280,Yes,Yes,Yes,Garbage pit,10,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Yes,Yes,No,Fever,Malaria,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,241,No,No,Yes,Yes,No,Military,None,None,None,None,Assistance was physically inadequate for most vulnerable,2,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Site Management,Distribution,No,1906
Nigeria,11,07/19/2016,BORNO,KONDUGA,DALORI / WANORI,BO_S075,GAYA KOFA,INFORMAL,13.23575,11.76505,Spontaneous,Collective Settlement/Centre,,12/21/2015,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,,No,No,No,No,No,No,Yes,No,No,BORNO,KONDUGA,KONDUGA,BORNO,KONDUGA,KONDUGA,84,419,49,67,116,47,38,85,21,28,49,33,93,126,26,17,43,100,116,3,1,43,0,0,0,27,50,0,12/12/2015,03/16/2016,No,BORNO,KONDUGA,KONDUGA,Place of origin,Accessibility,<25%,<25%,<75%,None,None,None,None,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,Off-site (>10 mn),>50 %,Yes,Spring,Piped water supply,10 - 15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Cough,Fever,No,No,None,None,No,Unknown,Unknown,None,Petty trade,45,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Situation in areas of origin,No,1905
Nigeria,11,07/21/2016,BORNO,KONDUGA,KONDUGA,BO_S017,400 HOUSING ESTATE GUBIO ROAD,FORMAL,13.0787,11.9033,Spontaneous,Collective Settlement/Centre,,9/5/2015,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Yes,Government,NEMA,8033208648,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,NGALA,OLD GAMBORU 'A',BORNO,MARTE,MARTE,2428,12138,479,852,1331,2110,2315,4425,1469,1756,3225,1215,1470,2685,228,244,472,481,2031,352,24,472,347,0,271,139,275,171,11/5/2015,9/5/2016,No,BORNO,NGALA,GAMBORU 'B',Place of origin,Lack of food,None,<25%,None,>75%,None,<75%,<50%,>75%,Hygiene kits,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),21,Yes,Yes,Yes,Burning,175,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,No,Yes,Yes,No,RTI,Fever,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,64,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,3,2,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,No,1900
Nigeria,11,07/18/2016,BORNO,KONDUGA,KONDUGA,BO_S058,BOARDING SCHOOL,FORMAL,13.39667,11.66231,Spontaneous,Collective Settlement/Centre,,07/17/2015,Unknown,,Yes,,Public/Government,School,No,N/A,,,Yes,Armed Forces,ARMED FORCES,N/A,No,No,No,Yes,Yes,Yes,Yes,No,Yes,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,BORNO,KONDUGA,KAWURI,1293,4138,298,335,633,471,448,919,329,464,793,664,791,1455,136,202,338,58,786,0,0,338,0,21,11,315,64,0,07/17/2015,07/15/2016,No,BORNO,KONDUGA,KAWURI,Place of origin,Lack of safety,None,None,<25%,>75%,None,<25%,None,>75%,Kitchen sets,Bucket/Jerry Can,Blankets/Mats,Off-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Non usable,6,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,Yes,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Fever,Diarrhea,Cough,Yes,Yes,On-site (<3 km),INGO,No,None,Unknown,None,Farming,47,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Authorities,Situation in areas of origin,Yes,1914
Nigeria,11,07/18/2016,BORNO,KONDUGA,KONDUGA,BO_S077,KALARI ABULE,INFORMAL,13.28427,11.98392,Spontaneous,Collective Settlement/Centre,,9/10/2014,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,KONDUGA,,BORNO,JERE,ALAU,800,4001,56,37,93,643,596,1239,614,400,1014,687,815,1502,73,80,153,97,350,0,0,153,0,21,0,54,27,0,9/10/2014,,Yes,BORNO,,,Place of origin,Accessibility,<25%,<50%,<50%,None,None,<50%,<50%,<25%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (>10 mn),>50 %,No,Spring,Piped water supply,10 - 15 ltr,No,Suspended solids,Yes,Unknown,0,No,No,No,Garbage pit,1,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,Off-site (<3 km),INGO,No,None,Unknown,None,Collecting firewood,33,Yes,No,Yes,Yes,No,Self organized,None,Unknown,Unknown,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Access to services,Yes,1895
Nigeria,11,07/19/2016,BORNO,KONDUGA,KONDUGA,BO_S078,MASHUMAN KULUYE,INFORMAL,13.38301,11.6705,Spontaneous,Collective Settlement/Centre,,5/7/2015,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,BAMA,,BORNO,BAMA,,110,553,17,20,37,83,98,181,48,55,103,97,135,232,0,0,0,17,87,0,0,0,0,15,0,30,0,0,5/7/2016,,Yes,BORNO,BAMA,BUDUWA / BULA CHIRABE,Place of origin,Accessibility,<25%,<25%,<75%,None,None,<25%,<75%,<75%,Mosquito nets,Kitchen sets,Blankets/Mats,Off-site (>10 mn),>50 %,No,Spring,Piped water supply,10 - 15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Wound infection,No,No,None,None,No,None,Unknown,None,Pastoralism,39,Yes,Yes,Yes,No,No,None,None,Unknown,Unknown,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,Yes,1897
Nigeria,11,07/21/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S084,BULLET QUARTERS ,INFORMAL,13.11015,11.85591,Spontaneous,Collective Settlement/Centre,,11/26/2015,Unknown,,Yes,,Private Building,Bunk houses,Yes,Yes,,,No,,,,No,No,No,Yes,Yes,No,No,No,No,BORNO,GUBIO,GUBIO TOWN  I,BORNO,KUKAWA,BAGA,29,150,9,3,12,12,7,19,27,26,53,31,34,65,0,1,1,7,15,0,0,1,2,2,0,2,0,0,11/26/2015,6/5/2016,No,BORNO,GUBIO,GUBIO TOWN  I,Place of origin,Lack of safety,None,None,None,>75%,<25%,<50%,None,<50%,Mosquito nets,Kitchen sets,Soap,Off-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),14,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Yes,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Daily labourer,4,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,N/A,Mobile phone,Safety and Security,No,1946
