country,round,site_id,survey_date,site_region,site_province,site_district,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,10,BO_S047,5/23/2016,BORNO,JERE,DUSUMAN,MUNA NEW SETTLEMENT,FORMAL,13.2516,11.2516,Spontaneous,Collective Settlement/Centre,,8/10/2014,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,Armed Forces,,,No,No,Yes,Yes,No,No,Yes,No,No,BORNO,MAFA,MA'AFA,BORNO,MAFA,MA'AFA,1078,8698,195,270,465,256,335,591,1854,1900,3754,1698,1993,3691,93,104,197,315,521,8,4,197,0,0,105,480,520,0,6/10/2014,,No,BORNO,MAFA,MA'AFA,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,None,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),>50 %,Yes,Unprotected well,Unprotected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),43,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Diarrhea,Malaria,Malnutrition,Yes,Yes,On-site (<3 km),INGO,No,Off-site,<2 km,None,Farming,76,Yes,Yes,Yes,Yes,Yes,Military,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,Yes,1771
Nigeria,10,BO_S048,5/26/2016,BORNO,MAIDUGURI M. C.,GAMBORU LIBERTY,KASUWAN SHANU GIDAN KIFI,INFORMAL,13.18112,11.857518,Spontaneous,Collective Settlement/Centre,,06/14/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,No,No,Yes,No,No,No,No,BORNO,MONGUNO,MINTAR,BORNO,MONGUNO,MINTAR,41,153,13,14,27,16,15,31,19,14,33,17,15,32,18,12,30,0,32,1,1,30,0,0,0,0,0,0,10/6/2014,,Yes,BORNO,MONGUNO,MINTAR,Place of origin,Lack of safety,None,None,None,>75%,None,>75%,<75%,None,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),>50 %,No,Lake/dam,Lake/dam,>15 ltr,Yes,None,No,Not so good (Not hygienic),10,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,Fever,Malnutrition,Cough,No,No,None,None,Yes,Off-site,<10 km,<25%,Farming,10,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,1,1,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,1773
Nigeria,10,BO_S049,5/30/2016,BORNO,JERE,DUSUMAN,MUNA DA'ALTI 1,INFORMAL,13.25371,11.86966,Spontaneous,Camp,,8/14/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,MAFA,MUJIGINE,BORNO,MAFA,LOSKURI,8,50,1,2,3,6,4,10,8,5,13,9,12,21,2,1,3,2,4,0,0,3,0,3,0,0,0,0,6/15/2015,,No,BORNO,MAFA,MUJIGINE,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,None,Plastic sheeting,Blankets/Mats,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,Burning,1,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Other,No,No,No,Diarrhea,Malaria,Fever,No,No,None,None,No,None,Unknown,None,Farming,0,Yes,No,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,1782
Nigeria,10,BO_S050,5/5/2016,BORNO,JERE,DUSUMAN,MUNA DA'ALTI 2,INFORMAL,13.25309,11.86919,Spontaneous,Camp,,08/14/2015,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,No,,,MUSANU,No,No,No,No,No,No,No,No,No,BORNO,MAFA,LOSKURI,BORNO,MAFA,MUJIGINE,30,201,6,10,16,8,13,21,48,27,75,29,47,76,8,5,13,15,24,5,0,13,0,0,8,6,0,0,05/14/2015,,No,BORNO,MAFA,LOSKURI,Place of origin,Lack of food,None,None,<75%,None,None,None,None,None,Plastic sheeting,Blankets/Mats,Kitchen sets,Off-site (>10 mn),Not operational,Unknown,Lake/dam,Lake/dam,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,1,No,Yes but no soap/water inside,No,No,Yes,No,No,Unknown,Never,None,No,No,No,Diarrhea,Other,Other,No,No,Off-site (<3 km),None,No,None,Unknown,None,Farming,10,Yes,Yes,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,1779
Nigeria,10,BO_S051,5/30/2016,BORNO,JERE,DUSUMAN,MUNA DA'ALTI 3,INFORMAL,13.253,11.86898,Spontaneous,Camp,,08/14/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,MAFA,MUJIGINE,BORNO,MAFA,LOSKURI,12,95,3,2,5,8,10,18,14,11,25,20,25,45,0,2,2,3,9,0,0,2,0,0,0,8,4,0,1/12/2016,,No,BORNO,MAFA,MUJIGINE,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,None,Plastic sheeting,Blankets/Mats,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Other,No,No,No,Fever,Malaria,Diarrhea,No,No,None,None,No,None,Unknown,None,Farming,0,Yes,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Distribution,No,1792
Nigeria,10,BO_S052,5/30/2016,BORNO,JERE,DUSUMAN,MUNA DA'ALTI 4,INFORMAL,13.25238,11.86785,Spontaneous,Camp,,01/15/2016,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,Yes,Yes,No,No,No,No,No,Yes,Yes,BORNO,MAFA,MUJIGINE,BORNO,JERE,DUSUMAN,302,2107,39,26,65,123,216,339,289,271,560,514,539,1053,37,53,90,151,106,5,5,90,0,0,10,31,0,0,01/15/2016,,Yes,BORNO,MAFA,MUJIGINE,Place of origin,Lack of safety,<25%,None,>75%,None,None,None,None,None,Mosquito nets,Blankets/Mats,Kitchen sets,Off-site (>10 mn),Not operational,No,Lake/dam,Lake/dam,>15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),21,No,No,No,Burning,3,Yes,Yes but no soap/water inside,No,Yes,Yes,No,No,No,Never,None,No,No,No,Malaria,Fever,Malnutrition,No,No,None,None,Yes,Off-site,<2 km,<25%,Farming,15,Yes,Yes,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,1791
Nigeria,10,BO_S053,5/24/2016,BORNO,MAIDUGURI M. C.,SHEHURI  NORTH,KAWARMELA,INFORMAL,13.16227,11.8582,Spontaneous,Collective Settlement/Centre,,12/3/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,Yes,Individual/Private,,,No,No,Yes,No,No,No,Yes,No,No,BORNO,KONDUGA,DALORI / WANORI,BORNO,KONDUGA,MAIRAMRI / YELERI / BAZAMRI,80,800,32,45,77,45,60,105,130,148,278,80,110,190,65,85,150,20,85,4,10,150,0,10,0,28,15,0,11/3/2014,01/24/2016,No,BORNO,KONDUGA,NYALERI/SANDIA/YEJIWA,Place of origin,Lack of safety,<25%,None,>75%,None,None,None,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Good (Hygienic),12,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Other,No,No,No,Malaria,Skin disease,Fever,No,No,Unknown,None,No,Off-site,<1 km,None,Petty trade,60,Yes,No,No,Yes,No,Military,None,None,Early/forced marriage,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Situation in areas of origin,No,1788
Nigeria,10,BO_S054,5/23/2016,BORNO,DIKWA,DIKWA,HOLIDAY RESORT AREA,INFORMAL,13.89805,12.03135,Spontaneous,Collective Settlement/Centre,,03/17/2016,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,None,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,BORNO,DIKWA,DIKWA,BORNO,DIKWA,DIKWA,11252,56260,1475,2025,3500,4526,6789,11315,6092,7223,13315,8439,12490,20929,2813,4388,7201,5000,6500,70,0,7201,0,0,0,1500,1000,0,2/5/2016,12/5/2016,Yes,BORNO,DIKWA,DIKWA,Place of origin,Lack of safety,None,<50%,<75%,<25%,None,None,None,<25%,Blankets/Mats,Soap,Hygiene kits,On-site (<10 mn),<50 %,Yes,Unprotected well,Hand pumps,<5 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),0,No,No,No,Unknown,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),NGO,No,Unknown,Unknown,None,Petty trade,0,No,Yes,No,Yes,Yes,Military,Theft,None,Forced family separations,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Other relief assistance,Yes,1789
Nigeria,10,BO_S055,5/23/2016,BORNO,JERE,NGUDAA/ADDAMARI,MARYAM ABACHA SECRETARIAT,INFORMAL,13.22168,11.95005,Spontaneous,Collective Settlement/Centre,,11/1/2014,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,No,No,No,No,Yes,No,No,No,No,BORNO,JERE,TUBA,BORNO,MAFA,KOSHEBE,15,80,1,3,4,7,12,19,10,17,27,13,14,27,1,2,3,2,7,0,0,3,0,0,0,0,0,0,11/11/2014,2/12/2015,No,BORNO,JERE,TUBA,Place of origin,Lack of safety,None,None,<25%,<75%,None,<25%,<25%,None,Mosquito nets,Blankets/Mats,Soap,Off-site (>10 mn),<50 %,No,Spring,Piped water supply,<5 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,Fever,Diarrhea,Malaria,No,No,None,None,No,None,Unknown,None,Agro-pastoralism,0,No,Yes,Yes,No,Yes,None,Friction anmong site residents,Domestic violence,Early/forced marriage,Children involved in WFCL (forced labor/forced begging),None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Authorities,Safety and Security,No,1796
Nigeria,10,BO_S056,5/30/2016,BORNO,JERE,MAIRI,ORJI KALU HOUSE,INFORMAL,13.18976,11.81609,Spontaneous,Collective Settlement/Centre,,1/9/2014,Unknown,,Yes,,Private Building,Host family house,No,N/A,,,No,,,,No,No,Yes,No,Yes,No,No,No,No,BORNO,BAMA,KASUGULA,,,,32,140,1,1,2,14,19,33,25,22,47,20,36,56,0,2,2,2,13,0,0,2,10,5,0,15,4,0,1/9/2014,,No,,,,Place of origin,Lack of safety,None,<25%,<50%,<75%,None,None,None,None,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),>50 %,No,Hand pumps,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,Malaria,Skin disease,Malnutrition,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,<25%,Daily labourer,0,Unknown,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Excellent,No lighting,No,N/A,,Local Leader,Other relief assistance,No,1797
Nigeria,10,BO_S057,5/19/2016,BORNO,BAMA,KASUGULA,GENERAL HOSPITAL BAMA,FORMAL,13.68772,11.53139,Spontaneous,Collective Settlement/Centre,,10/7/2015,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,Government,SEMA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,BORNO,BAMA,ANDARA / AJIRI /WULBA,BORNO,BAMA,MARKA / MALGE / AMCHAKA,3477,25470,1348,882,2230,3858,4112,7970,2280,3990,6270,921,3079,4000,1260,3740,5000,1500,2580,0,0,5000,0,0,0,2000,200,10,11/6/2015,06/16/2016,Yes,BORNO,BAMA,ANDARA / AJIRI /WULBA,Place of origin,Accessibility,<25%,<25%,>75%,<25%,None,<50%,<25%,>75%,Blankets/Mats,None,None,On-site (<10 mn),<50 %,Yes,None,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Everyday,Distribution,No,No,No,Diarrhea,Malaria,Fever,Yes,Yes,On-site (<3 km),Government,No,None,Unknown,None,Petty trade,24,No,Yes,No,Yes,Yes,Military,Theft,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Unknown,No lighting,No,N/A,,Authorities,Situation in areas of origin,No,1798
Nigeria,10,FC_S001,5/25/2016,FCT,GWAGWALADA, DOBI,CAC DOBI,INFORMAL,7.00136,9.06381,Spontaneous,Camp,,11/19/2014,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,No,No,Yes,No,Yes,No,No,No,No,BORNO,GWOZA,ASHIGASHIYA,TARABA,WUKARI,,7,35,1,1,2,3,4,7,6,5,11,6,8,14,0,1,1,2,4,1,0,1,0,0,0,0,1,0,,,No,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<50%,<75%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,Unknown,No,Suspended solids,Yes,Non usable,0,No,No,No,Unknown,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Skin disease,No,Yes,Off-site (>3 km),Local clinic,No,Off-site,<1 km,None,None,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Poor,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Safety and Security,No,1699
Nigeria,10,FC_S002,5/26/2016,FCT,MUNICIPAL, GARKI,KUCHINGORO IDP SITE,INFORMAL,7.43771,9.0081,Spontaneous,Camp,,2/6/2015,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MUBI NORTH,,211,1455,9,11,20,2,3,5,213,264,477,411,530,941,3,9,12,25,22,0,0,12,15,0,15,8,5,0,10/2/2014,,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,<25%,>75%,<75%,None,None,<25%,None,>75%,Plastic sheeting,Soap,Blankets/Mats,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,No,No,No,Malaria,Skin disease,Cough,Yes,Yes,Off-site (>3 km),Local clinic,Yes,On-site,<1 km,>75%,Daily labourer,35,No,No,Yes,Yes,Yes,Self organized,Theft,Domestic violence,Early/forced marriage,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Situation in areas of origin,Yes,1696
Nigeria,10,FC_S005,5/25/2016,FCT,MUNICIPAL, KARSHI,WASA (HOUSING EST),INFORMAL,7.482,8.87622,Spontaneous,Collective Settlement/Centre,,#REF!,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,PULKA/BOKKO,ADAMAWA,MICHIKA,MICHIKA  I,758,4803,20,32,52,187,283,470,617,812,1429,820,1305,2125,296,431,727,102,520,0,0,727,50,40,30,20,50,0,10/24/2014,,Unknown,BORNO,GWOZA,PULKA/BOKKO,Place of origin,Lack of safety,None,None,None,>75%,None,None,Unknown,<75%,Bucket/Jerry Can,Mosquito nets,Hygiene kits,On-site (>10 mn),<50 %,No,Water truck,Piped water supply,>15 ltr,Yes,None,No,Non usable,4,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,Malaria,Diarrhea,Cough,No,Unknown,Off-site (>3 km),None,Yes,On-site,<1 km,>75%,Daily labourer,50,Yes,Yes,No,Yes,Yes,Self organized,Theft,None,None,None,Fighting between recipients at distribution points,2,0,No,No,No,No,No,Poor,Poor,No lighting,No,N/A,,Mobile phone,Situation in areas of origin,No,1694
Nigeria,10,FC_S006,5/28/2016,FCT,MUNICIPAL, GARKI,SUNSHINE ESTATE,INFORMAL,7.58581,8.92938,Spontaneous,Collective Settlement/Centre,,8/11/2014,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,No,No,Yes,No,No,Yes,Yes,No,Yes,BORNO,GWOZA,KIRAWA/JIMINI,BORNO,GWOZA,GWOZA TOWN GADAMAYO,130,600,8,12,20,41,68,109,61,79,140,119,202,321,4,6,10,10,105,0,1,10,0,0,5,10,10,0,10/9/2014,1/4/2016,No,BORNO,GWOZA,KIRAWA/JIMINI,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,None,None,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),<50 %,No,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),100,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Diarrhea,Fever,No,No,Off-site (>3 km),None,No,None,Unknown,None,Daily labourer,30,Yes,No,No,Yes,Yes,Community Leaders,Theft,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Situation in areas of origin,No,1698
Nigeria,10,FC_S007,5/24/2016,FCT,MUNICIPAL, GARKI,DURUMI IDP SITE,INFORMAL,7.46188,9.01752,Spontaneous,Camp,,8/8/2015,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MICHIKA,MADZI,300,2226,13,10,23,106,198,304,319,488,807,518,538,1056,10,26,36,30,100,0,0,36,3,0,10,5,15,0,6/8/2015,,No,BORNO,GWOZA,,Place of origin,Lack of safety,<25%,None,<75%,None,None,None,None,<75%,Blankets/Mats,Mosquito nets,Other,On-site (<10 mn),>50 %,No,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Unknown,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Diarrhea,Malnutrition,No,Yes,Off-site (>3 km),Government,No,Off-site,<2 km,<50%,Daily labourer,10,Yes,Unknown,No,Yes,Yes,Self organized,Theft,Exchange of goods/food for sex,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,Yes,Yes,Yes,Unknown,Excellent,No lighting,No,N/A,,Radio/news,Situation in areas of origin,No,1695
Nigeria,10,FC_S008,5/23/2016,FCT,MUNICIPAL, GARKI,KARMAJIJI,INFORMAL,7.4234,9.0921,Spontaneous,Camp,,08/15/2014,Unknown,,Yes,,Public/Government,Self-made tents,No,N/A,,,No,,,,No,No,Yes,No,No,No,Yes,No,No,BORNO,GWOZA,ASHIGASHIYA,ADAMAWA,MUBI SOUTH,,60,363,5,7,12,32,41,73,36,47,83,103,64,167,9,19,28,12,45,0,0,28,0,0,4,10,20,0,08/15/2014,05/23/2016,No,BORNO,GWOZA,,Place of origin,Lack of safety,None,<50%,None,<25%,None,None,None,<50%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Host community donation,No,No,No,Malaria,Fever,Malnutrition,No,No,Off-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Daily labourer,0,No,No,No,Yes,Yes,Self organized,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,Unknown,No,No,No,Good,Poor,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Situation in areas of origin,No,1697
Nigeria,10,KD_S001,5/28/2016,KADUNA,KAGARKO,IDDAH,TAFA CAMP(IDDAH),INFORMAL,7.26862,9.33587,Spontaneous,Collective Settlement/Centre,,4/4/2013,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,PLATEAU,BOKKOS,BUTURA,BORNO,MAIDUGURI M. C.,,82,487,4,11,15,28,46,74,68,60,128,141,128,269,1,0,1,17,29,0,1,1,0,0,0,0,0,0,4/4/2013,05/18/2014,Yes,PLATEAU,BOKKOS,BUTURA,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,<50%,<50%,<25%,<25%,Hygiene kits,Blankets/Mats,Kitchen sets,Off-site (>10 mn),>50 %,No,Spring,Protected well,Unknown,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Malnutrition,No,Yes,Off-site (<3 km),Government,No,Off-site,<2 km,<50%,Daily labourer,6,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,Yes,No,Yes,No,No,Good,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Other relief assistance,No,1737
Nigeria,10,KD_S002,5/26/2016,KADUNA,KAGARKO,JERE NORTH,UNGWAN RIMI CAMP,INFORMAL,7.42756,9.57793,Spontaneous,Collective Settlement/Centre,,4/1/2014,Unknown,,Yes,,Private Building,Host family house,No,N/A,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MONGUNO,MONGUNO,KADUNA,BIRNIN GWARI,,24,226,4,8,12,36,28,64,16,21,37,52,57,109,3,1,4,17,27,0,2,4,3,0,13,3,2,0,04/20/2011,10/4/2015,No,BORNO,MONGUNO,MONGUNO,Place of origin,Lack of food,None,<25%,<75%,<50%,<50%,<25%,<25%,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,Off-site (>10 mn),<50 %,No,Spring,Hand pumps,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),3,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,Malaria,Diarrhea,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<5 km,<25%,Daily labourer,10,Yes,Yes,Yes,Yes,No,Community Leaders,None,Unknown,None,None,Assistance did not respond to the actual need,0,0,No,No,No,No,No,Good,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Situation in areas of origin,No,1735
Nigeria,10,KD_S004,5/29/2016,KADUNA,KAGARKO,KAGARKO NORTH, DAN MORI CAMP,INFORMAL,7.6947,9.51399,Spontaneous,Collective Settlement/Centre,,4/4/2011,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,KADUNA,JABA,SABCHEM,KADUNA,KAURA,MANCHOK,64,572,6,6,12,52,81,133,63,74,137,131,153,284,3,3,6,23,42,2,0,6,0,0,10,2,0,5,4/4/2011,06/16/2015,No,KADUNA,JABA,SABCHEM,Place of origin,House damaged/destroyed,None,None,>75%,None,None,<25%,None,None,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (>10 mn),>50 %,No,Spring,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),4,Yes,Yes,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Fever,Malaria,Cough,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<5 km,<25%,Daily labourer,25,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Unknown,Good,Good,No lighting,No,N/A,,Mobile phone,Situation in areas of origin,No,1747
Nigeria,10,KD_S005,5/27/2016,KADUNA,KAGARKO,KAGARKO SOUTH,KAGARKO SOUTH CAMP,INFORMAL,7.69341,9.48353,Spontaneous,Collective Settlement/Centre,,2/4/2011,Unknown,,Yes,,#REF!,Individual house,No,N/A,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,KADUNA,JABA,SAMBAM,KADUNA,ZANGON KATAF,,90,719,9,6,15,84,97,181,145,106,251,112,140,252,12,8,20,17,18,5,0,20,7,0,20,10,5,27,04/18/2011,8/4/2015,No,KADUNA,JABA,SAMBAM,Place of origin,House damaged/destroyed,<25%,None,<50%,<75%,None,<25%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),Unkown,No,Spring,Unprotected well,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),6,No,Yes,No,Burning,5,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,<25%,Daily labourer,8,Yes,Yes,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Other relief assistance,No,1745
