country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,,,,,,,,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,,,,,,,,,,,,,,
Nigeria,18,23/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0504,GABUN,HC1692,KOFAN JAURO,NULL,12.36991,10.18641,Host Communities,Host Communities,Host Communities,NULL,11/10/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,MADAGALI,ADAMAWA,MICHIKA,MICHIKA  II,4,36,1,3,4,3,3,6,7,3,10,10,6,16,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,42318,17/06/2016,No,NULL,ADAMAWA,MADAGALI,MADAGALI,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,<25%,<50%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),No,NULL,NULL,NULL,NULL,>50 %,Yes,Yes,Hand pumps,Piped water supply,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),6,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,RTI,Cough,Malaria,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<75%,16,3,3,6,2,3,5,2,3,5,Fees or costs,Work in the fields,Work at the house,NULL,No,NULL,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14509,AD0504-017,Newspaper/magazine,NULL,Local leader/Community leader,NULL,None,NULL,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,10. Others,LALA,1.Hausa,NULL,10. Others,LALA,Yes,10. Others,LALA,NULL
Nigeria,18,21/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0505,GOMBI NORTH,HC1693,TASHAN GWAN,NULL,12.73521,10.17579,Host Communities,Host Communities,Host Communities,NULL,21/01/2016,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,GWOZA,GWOZA TOWN GADAMAYO,BORNO,DAMBOA,DAMBOA,10,123,8,11,19,12,13,25,10,12,22,23,20,43,5,9,14,2,21,5,14,0,1,1,2,2,2,0,0,0,0,0,21/01/2016,20/02/2016,No,NULL,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<25%,<25%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),Yes,Tarpaulin,Rope,Timber/wood,N/A,<50 %,Yes,Yes,Unprotected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Malaria,Fever,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<5 km,<75%,32,5,5,10,6,4,10,7,5,12,Fees or costs,Work in the fields,Work at the house,NULL,Yes,2,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,6,Yes,No,Yes,Yes,Yes,Community Leaders,Friction with host community,None,None,None,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14494,AD0505-014,Word of Mouth,NULL,Local leader/Community leader,NULL,<25%,Evening,Information about your  experience,Through direct Conversation,Distribution,No,10. Others,GORA,1.Hausa,NULL,10. Others,GORA,Yes,10. Others,GORA,NULL
Nigeria,18,21/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0505,GOMBI NORTH,HC1694,UNGUWAN HUJI,NULL,12.73228,10.18127,Host Communities,Host Communities,Host Communities,NULL,9/10/2016,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,DAMBOA,NULL,ADAMAWA,MADAGALI,GULAK,14,112,12,5,17,16,16,32,14,16,30,4,8,12,12,9,21,0,28,2,21,0,0,0,0,0,0,0,0,0,0,0,42623,NULL,Yes,Four times,BORNO,DAMBOA,NULL,Place of origin,Lack of safety,None,None,None,>75%,<75%,<50%,<25%,<25%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),No,NULL,NULL,NULL,NULL,>50 %,Yes,Yes,Hand pumps,Piped water supply,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),5,No,No,No,Garbage pit,4,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Cough,Diarrhea,Fever,No,Yes,On-site (>3 km),Government,Yes,On-site,<5 km,<75%,61,7,8,15,10,10,20,14,12,26,Disease/Illness,Lack of school supplies,Work in the fields,NULL,Yes,2,Yes,Yes,Slightly damaged,No,N/A,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,Yes,Community Leaders,Friction with host community,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14489,AD0505-013,Radio,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,10. Others,HONA,1.Hausa,NULL,9. English,NULL,Yes,9. English,NULL,NULL
Nigeria,18,22/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0505,GOMBI NORTH,HC1695,TASHA MARGI,NULL,12.73507,10.17338,Host Communities,Host Communities,Host Communities,NULL,2/5/2016,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MICHIKA,MUNKAVICITA,BORNO,GWOZA,GWOZA TOWN GADAMAYO,7,30,1,2,3,2,4,6,4,5,9,3,4,7,2,3,5,4,3,2,5,1,1,1,1,1,1,0,0,0,0,0,42405,NULL,No,NULL,ADAMAWA,MICHIKA,MUNKAVICITA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<25%,<25%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),Yes,Rope,Nails,Roofing sheets,NONE,<50 %,Yes,Yes,Unprotected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Malaria,Fever,No,Yes,Off-site (>3 km),Government,Yes,On-site,<5 km,<75%,14,3,2,5,2,2,4,3,2,5,Fees or costs,Lack of teachers,Work in the fields,NULL,Yes,3,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,4,Yes,No,Yes,Yes,Yes,Community Leaders,Friction with host community,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14472,AD0505-012,Radio,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Through a third party,Distribution,No,10. Others,HUNA ,1.Hausa,NULL,9. English,Y,Yes,9. English,NULL,NULL
Nigeria,18,21/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0505,GOMBI NORTH,HC1696,IMPROVED PRIVATE SCHOOL ,NULL,12.7339,10.17972,Host Communities,Host Communities,Host Communities,NULL,11/8/2016,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,HONG,KWARHI,BORNO,GWOZA,GWOZA TOWN GADAMAYO,5,69,9,5,14,5,5,10,8,5,13,8,9,17,4,11,15,9,14,0,15,0,0,0,0,0,0,0,0,0,0,0,42682,NULL,No,NULL,ADAMAWA,HONG,KWARHI,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<25%,<25%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),No,NULL,NULL,NULL,NULL,<50 %,Yes,Yes,Unprotected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Malaria,Fever,Yes,Yes,Off-site (>3 km),Government,Yes,On-site,<5 km,<75%,23,4,3,7,3,3,6,5,5,10,Fees or costs,Work at the house,Work in the fields,NULL,No,NULL,No,No,No damage,No,N/A,N/A,N/A,N/A,Farming,5,Yes,No,Yes,Yes,Yes,Community Leaders,Friction with host community,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14462,AD0505-011,Word of Mouth,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,10. Others,GOBA,1.Hausa,NULL,9. English,NULL,Yes,9. English,NULL,NULL
Nigeria,18,26/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0506,GOMBI SOUTH,HC1697,UNGUWAN LCCN,NULL,12.73569,10.15648,Host Communities,Host Communities,Host Communities,NULL,13/08/2016,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,GWOZA,GUDUF NAGADIYO,ADAMAWA,MADAGALI,DUHU/ SHUWA,13,111,4,6,10,7,9,16,11,14,25,19,20,39,8,13,21,5,8,1,21,0,0,0,0,0,0,2,1,3,1,0,13/08/2016,NULL,No,NULL,BORNO,GWOZA,GUDUF NAGADIYO,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),Yes,Nails,Timber/wood,Roofing sheets,N/A,<50 %,Yes,Yes,Hand pumps,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,No,Garbage pit,2,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Cough,Malnutrition,Yes,Yes,Off-site (>3 km),Government,Yes,On-site,<5 km,None,34,5,4,9,5,3,8,9,8,17,Fees or costs,Work in the fields,Work at the house,NULL,Yes,2,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Daily labourer,10,Yes,Yes,Yes,Yes,Yes,Community Leaders,Crime,None,None,Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14498,AD0506-035,Word of Mouth,NULL,"Friends, neighbors and family",NULL,<75%,Evening,Information about needs in the community,Through direct Conversation,Safety and Security,Yes,10. Others,LALA,1.Hausa,NULL,9. English,NULL,Yes,9. English,NULL,NULL
Nigeria,18,27/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0506,GOMBI SOUTH,HC1698,UNGUWAN FARANSA,NULL,12.74155,10.15932,Host Communities,Host Communities,Host Communities,NULL,10/8/2016,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,ADAMAWA,MADAGALI,GULAK,9,81,4,6,10,6,10,16,7,8,15,11,8,19,9,12,21,2,10,0,21,0,0,0,0,0,0,4,0,3,0,0,30/04/2016,42375,No,NULL,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,Place of origin,Lack of safety,None,None,None,>75%,<75%,<25%,<25%,<25%,Kitchen sets,Bucket/Jerry Can,Blankets/Mats,On-site (>10 mn),Yes,Tarpaulin,Rope,Nails,N/A,>50 %,Yes,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),8,No,No,No,Burning,2,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Fever,Malaria,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<5 km,<50%,27,8,4,12,2,3,5,5,5,10,Fees or costs,Work in the fields,Work at the house,NULL,Yes,2,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Petty trade,4,Yes,Yes,Yes,Yes,Yes,Military,Crime,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14490,AD0506-034,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Distribution,Yes,1.Hausa,NULL,1.Hausa,NULL,9. English,NULL,Yes,9. English,NULL,NULL
Nigeria,18,23/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0506,GOMBI SOUTH,HC1699,UNGUWAN LAINDE,NULL,12.75031,10.15834,Host Communities,Host Communities,Host Communities,NULL,13/09/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,MADAGALI,ADAMAWA,HONG,GAYA,14,114,4,3,7,12,11,23,14,14,28,20,14,34,10,12,22,7,6,0,22,0,0,0,0,0,0,2,3,2,0,0,13/09/2014,NULL,No,NULL,ADAMAWA,MADAGALI,MADAGALI,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,<25%,<25%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),Yes,Timber/wood,Timber/wood,Block/bricks,N/A,>50 %,No,Yes,Hand pumps,Piped water supply,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),8,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Fever,Malaria,Cough,No,Yes,On-site (>3 km),Government,Yes,On-site,<2 km,<75%,47,9,6,15,7,9,16,8,8,16,Fees or costs,Work at the house,Work in the fields,NULL,Yes,8,No,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,12,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14483,AD0506-033,Radio,NULL,"Friends, neighbors and family",NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,10. Others,GA'ANDA LALA,1.Hausa,NULL,9. English,NULL,Yes,9. English,NULL,NULL
Nigeria,18,20/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0506,GOMBI SOUTH,HC1700,KWARKWA,NULL,12.73519,10.14257,Host Communities,Host Communities,Host Communities,NULL,7/2/2016,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,GWOZA,ASHIGASHIYA,NULL,NULL,NULL,24,217,7,10,17,16,17,33,30,42,72,35,43,78,9,8,17,6,19,4,17,0,0,0,0,0,0,4,3,5,1,0,41954,42342,No,NULL,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Lack of safety,None,None,None,>75%,<50%,None,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),Yes,Tarpaulin,Rope,Nails,N/A,<50 %,No,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),18,No,No,No,Burning,5,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Cough,Fever,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<2 km,<50%,100,17,11,28,14,14,28,24,20,44,Fees or costs,Work in the fields,Work at the house,NULL,Yes,9,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,2,Yes,Yes,Yes,Yes,Yes,Community Leaders,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,14476,AD0506-032,Radio,NULL,"Friends, neighbors and family",NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Safety and Security,No,5. Bura,NULL,1.Hausa,NULL,9. English,NULL,Yes,9. English,NULL,NULL
Nigeria,18,19/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0506,GOMBI SOUTH,HC1701,SHALHOLMA DIOCESE,NULL,12.74047,10.1447,Host Communities,Host Communities,Host Communities,NULL,21/03/2015,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,GWOZA,ASHIGASHIYA,NULL,NULL,NULL,15,78,5,7,12,3,6,9,9,10,19,7,18,25,5,8,13,1,12,0,13,0,0,0,0,0,0,4,2,3,0,0,21/03/2015,NULL,No,NULL,ADAMAWA,HONG,UBA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,<25%,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),Yes,Nails,Timber/wood,Roofing sheets,N/A,>50 %,No,Yes,Protected well,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),13,No,No,No,Burning,5,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<5 km,<75%,26,5,2,7,5,3,8,6,5,11,Fees or costs,Work at the house,Work in the fields,NULL,Yes,7,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,2,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,14468,AD0506-031,Radio,NULL,"Friends, neighbors and family",NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Safety and Security,No,10. Others,HONNIA,1.Hausa,NULL,9. English,NULL,Yes,9. English,NULL,NULL
Nigeria,18,24/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0507,GARKIDA,HC1702,POSSA B,NULL,12.56799,10.40451,Host Communities,Host Communities,Host Communities,NULL,7/11/2015,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,HONG,NULL,ADAMAWA,HONG,NULL,6,46,1,2,3,6,4,10,8,6,14,6,11,17,1,1,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,42196,NULL,No,NULL,ADAMAWA,HONG,NULL,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),No,NULL,NULL,NULL,NULL,<50 %,Yes,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,3,No,Yes,No,No,No,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (>3 km),Government,Yes,On-site,<5 km,<50%,17,2,1,3,3,1,4,6,4,10,Fees or costs,Lack of teachers,Work in the fields,NULL,Yes,2,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,4,Yes,Yes,Yes,Yes,Yes,Community Leaders,Friction anmong site residents,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,14529,AD0507-026,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Distribution,Yes,6. Marghi,NULL,1.Hausa,NULL,6. Marghi,NULL,Yes,6. Marghi,NULL,NULL
Nigeria,18,22/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0509,TAWA,HC1703,MARARABAN BOKI,NULL,12.66877,10.04919,Host Communities,Host Communities,Host Communities,NULL,9/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,DUHU/ SHUWA,BORNO,GWOZA,NULL,4,29,1,1,2,2,4,6,5,6,11,5,5,10,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,41891,18/05/2015,No,NULL,ADAMAWA,MADAGALI,DUHU/ SHUWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,<25%,<50%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),Yes,Tarpaulin,Rope,Nails,N/A,>50 %,Yes,Yes,Hand pumps,Piped water supply,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,RTI,Cough,Malaria,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<75%,17,3,2,5,2,3,5,4,3,7,Fees or costs,Lack of teachers,Violence/risks at the school or to/from the school,NULL,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,4,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,Yes,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14521,AD0509-014,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,7. Fulani,NULL,1.Hausa,NULL,7. Fulani,NULL,Yes,7. Fulani,NULL,NULL
Nigeria,18,22/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0509,TAWA,HC1704,SANGERE GARKUWA,NULL,12.67484,10.07202,Host Communities,Host Communities,Host Communities,NULL,7/6/2017,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,BORNO,GWOZA,NULL,3,21,0,0,0,1,1,2,3,4,7,5,6,11,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42922,NULL,No,NULL,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),Yes,Nails,Tarpaulin,Rope,N/A,>50 %,Yes,Yes,Hand pumps,Piped water supply,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Cough,Malaria,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<75%,8,1,1,2,2,1,3,2,1,3,Fees or costs,Lack of school supplies,Lack of teachers,NULL,Yes,2,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,3,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14515,AD0509-013,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,7. Fulani,NULL,1.Hausa,NULL,7. Fulani,NULL,Yes,7. Fulani,NULL,NULL
Nigeria,18,28/06/2017,AD,ADAMAWA,AD05,GOMBI,AD0507,GARKIDA,HC1705,ZARA ZAKAMA,NULL,12.56539,10.40518,Host Communities,Host Communities,Host Communities,NULL,7/11/2015,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,BORNO,DAMBOA,NULL,10,60,2,3,5,7,12,19,2,5,7,10,11,21,4,4,8,1,5,0,8,0,0,0,0,0,0,2,0,4,0,0,42196,42288,No,NULL,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,Place of origin,Accessibility,None,None,>75%,None,<50%,<25%,<25%,<25%,Kitchen sets,Bucket/Jerry Can,Blankets/Mats,On-site (<10 mn),Yes,Rope,Tarpaulin,Block/bricks,N/A,>50 %,Yes,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,2,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Fever,Malaria,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<1 km,>75%,23,4,3,7,2,3,5,4,7,11,Fees or costs,Lack of school supplies,Work in the fields,NULL,Yes,8,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,5,Yes,Yes,Yes,Yes,Yes,Self organized,Friction with host community,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,14505,AD0507-025,Word of Mouth,NULL,"Friends, neighbors and family",NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,5. Bura,NULL,1.Hausa,NULL,5. Bura,NULL,Yes,5. Bura,NULL,NULL
