country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,12,07/26/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S041,SULEIMANTI,INFORMAL,13.13512,11.79839,Spontaneous,Collective Settlement/Centre,NULL,09/14/2016,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,Yes,Yes,NULL,NULL,Yes,Individual/Private,NULL,NULL,No,No,Yes,No,Yes,Yes,Yes,No,No,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,BORNO,DAMBOA,NULL,80,342,7,11,18,27,25,52,64,76,140,57,65,122,3,7,10,8,48,8,4,10,0,2,0,11,1,0,09/14/2014,6/9/2016,No,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,Place of origin,Lack of safety,None,<25%,<75%,None,None,None,<25%,<25%,Kitchen sets,Soap,Hygiene kits,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),12,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",No,Irregular,Cash,Yes,No,No,No,Yes,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),NGO,Yes,Off-site,<2 km,<75%,Daily labourer,0,No,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Distribution,No,2061
Nigeria,12,09/26/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S042,FED LOW COST CHEZ COAN CAMP,INFORMAL,13.11689,11.86615,Spontaneous,Collective Settlement/Centre,NULL,6/1/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,Yes,No,Yes,Yes,No,No,BORNO,KUKAWA,NULL,BORNO,MOBBAR,DAMASAK,76,263,7,11,18,13,14,27,19,25,44,81,86,167,4,3,7,5,25,0,0,7,0,1,0,2,0,0,6/1/2015,05/13/2016,No,BORNO,MOBBAR,DAMASAK,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,None,Soap,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),14,Yes,Yes,Yes,Burning,1,Yes,Yes,Yes,No,No,No,"Yes, on site",No,Irregular,Cash,Yes,Yes,Yes,Yes,Yes,Yes,Skin disease,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Daily labourer,2,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,No,2114
Nigeria,12,10/26/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S043,LIVING FAITH CHURCH,INFORMAL,13.10048,11.83176,Spontaneous,Collective Settlement/Centre,NULL,6/9/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,Yes,No,No,No,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,BORNO,GWOZA,GAVVA / AGAPALWA,13,79,2,4,6,14,11,25,5,17,22,13,13,26,0,0,0,4,12,0,1,0,1,0,0,0,0,1,06/13/2014,05/21/2015,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,<50%,<75%,Soap,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),11,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",No,Irregular,Cash,No,No,No,No,No,No,Fever,Cough,Diarrhea,No,Yes,Off-site (<3 km),Government,No,Off-site,<2 km,None,Daily labourer,0,No,No,No,Yes,No,Religious Leaders,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Families/Friends,Safety and Security,Yes,2078
Nigeria,12,09/25/2016,BO,BORNO,BO16,KONDUGA,BO1601,AUNO / CHABBOL,BO_S044,GIDA TALATIN,INFORMAL,13.42583,11.48581,Spontaneous,Collective Settlement/Centre,NULL,5/10/2016,Unknown,NULL,Yes,NULL,Private Building,Bunk houses,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,No,No,No,No,No,No,No,BORNO,KUKAWA,KUKAWA,BORNO,KONDUGA,AUNO / CHABBOL,40,204,5,4,9,10,10,20,37,51,88,36,48,84,0,3,3,5,11,5,0,3,0,2,5,3,3,2,2/6/2016,7/7/2016,No,BORNO,KUKAWA,KUKAWA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<75%,<25%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),7,No,No,No,No waste disposal system,2,No,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Malnutrition,Diarrhea,No,Yes,Off-site (<3 km),Government,No,Off-site,<5 km,None,Petty trade,7,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1987
Nigeria,12,09/13/2016,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S045,GALTIMARI/FORI,INFORMAL,13.176715,11.80643,Spontaneous,Collective Settlement/Centre,NULL,8/8/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,KUKAWA,KAUWA,119,510,8,10,18,95,62,157,92,88,180,34,64,98,35,22,57,15,135,1,0,57,43,18,0,21,18,0,8/8/2014,09/15/2016,Yes,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,<25%,None,None,>75%,None,<75%,<50%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),18,Yes,Yes,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Petty trade,18,No,Yes,No,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,2092
Nigeria,12,09/28/2016,BO,BORNO,BO16,KONDUGA,BO1601,AUNO / CHABBOL,BO_S046,JAFRA SHAGARI,FORMAL,13.09186,11.90705,Spontaneous,Collective Settlement/Centre,NULL,6/4/2014,Unknown,NULL,Yes,NULL,Private Building,Community center,Yes,No,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,BORNO,GWOZA,KURANA BASSA/NGOSHE - SAMA'A,27,133,5,6,11,20,22,42,22,26,48,13,15,28,1,3,4,8,13,0,0,4,0,2,2,1,1,2,6/4/2014,05/21/2016,No,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,>75%,None,<25%,<25%,None,<50%,<25%,Kitchen sets,Blankets/Mats,Soap,Off-site (<10 mn),<50 %,No,Lake/dam,Lake/dam,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),4,Yes,Yes,Yes,Burning,2,No,Yes,No,No,No,No,"Yes, on site",No,Everyday,Distribution,No,No,No,No,No,No,Malaria,Cough,Skin disease,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Farming,0,No,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,1996
Nigeria,12,09/28/2016,BO,BORNO,BO13,JERE,BO1304,DUSUMAN,BO_S047,MUNA GARAGE EL BADAWE,FORMAL,13.25129,11.87271,Spontaneous,Collective Settlement/Centre,NULL,10/9/2014,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,Yes,Yes,NULL,NULL,Yes,INGO,UNICEF,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MAFA,MA'AFA,BORNO,DIKWA,DIKWA,2300,17413,969,1080,2049,1748,1824,3572,2549,2649,5198,2710,3484,6194,193,207,400,627,2556,200,30,400,100,80,700,400,76,10,10/9/2014,09/15/2016,Yes,BORNO,MAFA,MA'AFA,Place of origin,House damaged/destroyed,<25%,<75%,<25%,None,None,None,None,<25%,Mosquito nets,Blankets/Mats,Plastic sheeting,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),30,No,No,No,Burning,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,Yes,Yes,No,Malaria,Cough,Skin disease,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Daily labourer,1600,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,Fighting between recipients at distribution points,1,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,No,2097
Nigeria,12,09/23/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2105,GAMBORU LIBERTY,BO_S048,KASUWAN SHANU GIDAN KIFI,INFORMAL,13.18112,11.85752,Spontaneous,Collective Settlement/Centre,NULL,12/12/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,No,No,Yes,No,No,BORNO,MONGUNO,MONGUNO,BORNO,MARTE,NJINE,39,337,19,18,37,44,57,101,48,39,87,43,59,102,6,4,10,1,77,4,1,10,0,0,7,5,1,0,09/25/2014,8/5/2016,No,BORNO,MONGUNO,MINTAR,Place of origin,Lack of safety,None,<75%,<25%,None,<25%,<50%,None,None,Mosquito nets,Blankets/Mats,Plastic sheeting,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Skin disease,Diarrhea,No,No,None,None,No,None,Unknown,None,Daily labourer,0,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Excellent,Excellent,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio/news,Distribution,No,2055
Nigeria,12,09/23/2016,BO,BORNO,BO13,JERE,BO1304,DUSUMAN,BO_S050,MUNA DA'ALTI 2,INFORMAL,13.25309,11.86848,Spontaneous,Camp,NULL,08/14/2015,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,Yes,No,No,No,BORNO,JERE,DUSUMAN,BORNO,JERE,DUSUMAN,25,200,4,3,7,31,14,45,29,43,72,31,39,70,5,1,6,9,7,0,0,6,0,0,0,3,2,0,NULL,10/8/2016,No,BORNO,JERE,DUSUMAN,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,>75%,Blankets/Mats,Plastic sheeting,Kitchen sets,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,2,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Diarrhea,Cough,No,No,None,None,No,None,Unknown,None,Daily labourer,15,Yes,No,No,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Radio/news,Distribution,No,2060
Nigeria,12,09/26/2016,BO,BORNO,BO13,JERE,BO1304,DUSUMAN,BO_S051,MUNA DA'ALTI 3,INFORMAL,13.2539,11.86898,Spontaneous,Camp,NULL,08/14/2015,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,NULL,7085312274,No,No,No,No,No,No,Yes,No,No,BORNO,MAFA,TAMSU NGAMDUA,BORNO,BAMA,NULL,27,137,7,6,13,12,11,23,14,13,27,24,35,59,7,8,15,5,20,4,4,15,0,0,10,3,0,1,9/9/2014,10/7/2016,Yes,BORNO,MAFA,TAMSU NGAMDUA,Place of origin,Lack of safety,<25%,None,<75%,<25%,None,None,<25%,<25%,Plastic sheeting,Kitchen sets,Blankets/Mats,Off-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Diarrhea,Yes,Yes,Off-site (<3 km),NGO,No,None,Unknown,None,Daily labourer,20,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Radio/news,Distribution,No,2052
Nigeria,12,09/22/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2114,SHEHURI  NORTH,BO_S053,KAWARMELA,INFORMAL,13.16227,11.8582,Spontaneous,Collective Settlement/Centre,NULL,05/14/2015,Unknown,NULL,Yes,NULL,Private Building,Tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,BORNO,KONDUGA,KONDUGA,BORNO,BAMA,KASUGULA,276,1820,8,5,13,103,89,192,349,499,848,362,394,756,7,4,11,51,167,1,8,11,0,0,11,16,9,0,05/14/2015,10/5/2016,No,BORNO,KONDUGA,KONDUGA,Place of origin,Lack of safety,None,>75%,None,<25%,None,<25%,None,>75%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Good (Hygienic),12,Yes,Yes,Yes,Burning,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Fever,Diarrhea,No,No,None,None,No,None,Unknown,None,Farming,151,Yes,No,Yes,Yes,Yes,Police,Theft,None,None,None,Lack of documentation,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,No,2048
Nigeria,12,09/23/2016,BO,BORNO,BO13,JERE,BO1311,MAIRI,BO_S056,ORJI KALU HOUSE,INFORMAL,13.18978,11.81609,Spontaneous,Collective Settlement/Centre,NULL,9/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,Yes,No,Yes,No,Yes,BORNO,BAMA,KASUGULA,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,33,144,1,1,2,11,17,28,26,32,58,31,23,54,0,2,2,4,5,0,0,2,10,0,5,14,2,0,9/1/2014,6/5/2016,No,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,<25%,>75%,None,<25%,None,<25%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Other,No,No,None,None,Yes,Off-site,<1 km,<50%,Daily labourer,16,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,2088
Nigeria,12,09/26/2016,BO,BORNO,BO16,KONDUGA,BO1607,KONDUGA,BO_S058,BOARDING SCHOOL,FORMAL,13.39742,11.6627,Spontaneous,Collective Settlement/Centre,NULL,07/17/2016,Unknown,NULL,Yes,NULL,Private Building,School,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,NULL,BORNO,KONDUGA,KAWURI,700,3851,37,35,72,264,256,520,875,848,1723,504,882,1386,87,63,150,189,92,6,3,150,0,0,0,0,0,0,07/17/2015,01/15/2016,Yes,BORNO,BAMA,GULUMBA / JUKKURI / BATRA,Place of origin,Lack of safety,None,None,<25%,<75%,None,<50%,<50%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),20,Yes,No,Yes,Garbage pit,1,Yes,Yes,Yes,No,Yes,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,None,Farming,59,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,Yes,2008
Nigeria,12,11/9/2016,BO,BORNO,BO24,MONGUNO,BO2407,MONGUNO,BO_S059,GOVERNMENT GIRLS SECONDARY SCHOOL (GGSS),FORMAL,13.6214,12.67789,Spontaneous,Collective Settlement/Centre,NULL,11/11/2015,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,8027907355,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,MARTE,BORSORI,BORNO,MARTE,NULL,4214,22350,559,801,1360,3740,3456,7196,1665,2830,4495,2707,3587,6294,1803,1202,3005,1002,1507,7,20,3005,1,100,32,300,50,0,11/11/2015,7/10/2016,Yes,BORNO,MONGUNO,NULL,Place of origin,Lack of safety,<25%,<25%,<50%,<50%,None,<25%,<50%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Ponds/canals,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),72,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,Yes,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),NGO,No,On-site,<1 km,None,Collecting firewood,317,No,Yes,Yes,Yes,Yes,Police,Friction with host community,Exchange of goods/food for sex,Forced family separations,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Poor,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,No,2076
Nigeria,12,09/30/2016,BO,BORNO,BO02,ASKIRA / UBA,BO0210,UBA,BO_S061,MUFA A,INFORMAL,13.20761,10.45214,Spontaneous,Collective Settlement/Centre,NULL,01/28/2013,Unknown,NULL,Yes,NULL,Private Building,Open lot,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,BORNO,DAMBOA,DAMBOA,NULL,NULL,NULL,9,106,3,6,9,5,10,15,12,22,34,17,28,45,1,2,3,1,9,0,0,3,0,0,0,2,0,0,01/28/2013,2/5/2013,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of food,None,None,None,>75%,None,None,None,None,Blankets/Mats,Mosquito nets,Soap,Off-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,Yes,Yes,Yes,No waste disposal system,4,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Cough,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<50%,Farming,10,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,2050
Nigeria,12,09/28/2016,BO,BORNO,BO26,NGANZAI,BO2604,GAJIRAM,BO_S062,GAJIRAM CENTRAL PRI. SCH 1,INFORMAL,13.20781,12.49391,Spontaneous,Collective Settlement/Centre,NULL,01/18/2016,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,Yes,Yes,No,No,BORNO,NGANZAI,BADU,BORNO,NGANZAI,BADU,31,173,3,7,10,15,18,33,21,28,49,32,24,56,9,16,25,10,14,0,0,25,2,6,9,17,12,0,01/18/2016,06/29/2016,No,BORNO,NGANZAI,DAMARAM,Place of origin,Lack of safety,None,None,None,>75%,None,>75%,<50%,<75%,Plastic sheeting,Blankets/Mats,Mosquito nets,Off-site (>10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Cough,Fever,No,No,None,None,No,None,Unknown,None,Collecting firewood,43,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Local Leader,Safety and Security,No,1986
Nigeria,12,09/27/2016,BO,BORNO,BO26,NGANZAI,BO2604,GAJIRAM,BO_S063,GAJIRAM CENTRAL PRI. SCH 2,INFORMAL,13.21659,12.49431,Spontaneous,Collective Settlement/Centre,NULL,01/14/2016,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,Yes,Yes,No,No,BORNO,NGANZAI,BADU,BORNO,NGANZAI,MAIWA,40,222,5,7,12,12,15,27,28,41,69,31,54,85,12,17,29,12,15,3,0,29,0,6,4,7,5,0,01/14/2016,06/22/2016,Yes,BORNO,NGANZAI,BADU,Place of origin,Lack of safety,<25%,None,None,>75%,None,None,<50%,>75%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Malnutrition,No,No,None,None,No,None,Unknown,None,Collecting firewood,105,Yes,Yes,Yes,Yes,No,Self organized,None,None,Early/forced marriage,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,2057
Nigeria,12,09/28/2016,BO,BORNO,BO26,NGANZAI,BO2604,GAJIRAM,BO_S064,L.G QUARTERS,INFORMAL,13.21157,11.48494,Spontaneous,Collective Settlement/Centre,NULL,02/15/2016,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,Yes,Yes,No,Yes,BORNO,NGANZAI,SUGUNDURE,BORNO,GUZAMALA,GUZAMALA EAST,32,158,9,7,16,12,10,22,15,36,51,27,39,66,1,2,3,9,17,0,0,3,0,6,3,4,2,0,02/15/2016,06/18/2016,Yes,BORNO,NGANZAI,SUGUNDURE,Place of origin,Lack of safety,<25%,None,None,>75%,None,>75%,<50%,<75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Cough,Malaria,Fever,No,No,None,None,No,Unknown,Unknown,None,Daily labourer,58,Yes,Yes,Yes,Yes,No,Self organized,None,None,Early/forced marriage,None,Fighting between recipients at distribution points,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,1994
Nigeria,12,09/28/2016,BO,BORNO,BO26,NGANZAI,BO2604,GAJIRAM,BO_S065,L.G SECRETARIAT,INFORMAL,13.21137,12.48728,Spontaneous,Collective Settlement/Centre,NULL,02/15/2016,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,Yes,Yes,Yes,No,No,BORNO,NGANZAI,MAIWA,BORNO,NGANZAI,GAJIRAM,21,126,7,6,13,12,10,22,19,22,41,19,28,47,2,1,3,6,16,1,0,3,0,0,4,5,2,0,2/2/2016,06/18/2016,No,BORNO,NGANZAI,MIYE,Place of origin,Lack of safety,<25%,None,None,>75%,None,None,<50%,>75%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,Unknown,No,No,No,No,Malaria,Cough,Fever,No,No,None,None,No,Unknown,Unknown,None,Farming,31,Yes,Yes,Yes,Yes,No,Self organized,None,None,Early/forced marriage,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,Yes,2006
