round,country,survey_date,site_id,site_name,site_region,site_provence,site_district,site_latitude,site_longitude,site_location,site_class,site_type,site_shelter,smc_exist,smc_community,sma_exist,sma_name,sma_type,site_status,shelter_rem,site_electricty,water_operational,n_family,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_total,n_pregnant,n_lactating,n_physical_dis,n_mental_dis,n_chronic_ill,n_hoh_child,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,idp_leaving,return_area,origin_region,origin_province,origin_district,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,water_location,n_latrine,latrine_gender,bathing_gender,food_freq,food_sup_lac,food_sup_child,food_source,health_issue,health_issue_b,edu_access_i,edu_distance,per_sch,sec_provided,sec_reported,gbv_report,site_lighting,info_main,job_abr,job_farm,job_cattle,job_fishing,job_business
3,Haiti,07/11/17,811-09-S050,Maison Wilson Dorismond,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64888,-74.17227,Sur la route de Bordes,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/10/17,811-09-S002,Maison Marcel Jeunes,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64948,-74.1707,Sur la route de Bordes,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/11/17,,Maison Pierre Joseph,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64953,-74.17461,Sur la route de Bordes,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/10/17,811-09-S041,Maison Jean Baptiste Jean Dunal,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64958,-74.17302,Sur la route de Bordes,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/11/17,,Maison Jean Smith Lajous Robert,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64995,-74.16819,Sur la route de Bordes,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,Yes,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/11/17,,Maison Mata Nazer,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6523,-74.1707,Sur la route de Bordes,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,Yes,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/10/17,811-09-S015,Maison Dieuvenise Nazaire,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65249,-74.16698,Sur la route de Bordes,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/11/17,811-09-S032,Maison Rita Dorismond,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65312,-74.17068,Sur la route de Bordes,Spontaneous,Group Sites,Other,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,,Ecole Nationale de la Hate,Grande Anse,Dame-Marie,Baliverne,18.58309,-74.36813,Baliverne,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Baliverne,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/12/17,,Ecole Notre Dame de Mon Carmel,Grande Anse,Jeremie,Fond Rouge Daiyer,18.62706,-74.11506,Sur la route de Calasse,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-01-S005,Mosquee de Dame-Marie,Grande Anse,Dame-Marie,Desormeau,18.55465,-74.41285,Dame-Marie,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Desormeau,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-05-S004,Ecole Nationale Laye,Grande Anse,Dame-Marie,Petite Riviere,18.55627,-74.42621,Dame-Marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,Yes,Wooden Building,No electricity,No running water,102,20,30,35,45,43,44,60,30,40,43,390,10,15,6,0,10,0,0,0,0,10,9,No,"none, stay here",Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Off-site (>20 minutes),0,No,No,Never,No,No,Market,Malaria,"Diarrheal, gastrointestinal diseases",Yes,Unknown,Unknown,No,No,No,No lighting,Other Relief Assistance,No,1%-25%,26%-50%,76%-100%,1%-25%
3,Haiti,25/07/17,822-03-S003,Mairie de Dame Marie,Grande Anse,Dame-Marie,Desormeau,18.5615,-74.4192,Dame-Marie,Spontaneous,Group Sites,Communal House,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Desormeau,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-04-S001,Eglise de Dieu de Dame Marie,Grande Anse,Dame-Marie,Petite Riviere,18.56329,-74.42249,Dame-Marie,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/06/17,832-02-S004,Eglise Baptiste Fond-Icaque,Grande Anse,Corail,Fonds D'Icaque,18.53279,-73.95569,Sur la route de Corail,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Corail,Fonds D'Icaque,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/06/17,831-02-S001,Chapelle St Augustin,Grande Anse,Corail,Champy (Nan Campeche,18.53585,-74.93754,Sur la route de Corail,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Corail,Champy (Nan Campeche,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-04-S002,Ecole Nationale Baliverne,Grande Anse,Dame-Marie,Baliverne,18.57101,-74.38746,Dame-Marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Baliverne,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/12/17,811-08-S017,Ecole Nationale Colette,Grande Anse,Jeremie,Fond Rouge Daiyer,18.6135,-74.20782,Sur la route de kafou Sanon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-04-S003,Step by Step Ecole classique,Grande Anse,Dame-Marie,Petite Riviere,18.58485,-74.4135,Lay_,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-05-S002,Orestes college,Grande Anse,Dame-Marie,Petite Riviere,18.59662,-74.4016,Lesson,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-05-S003,Eglise Catholique de petite riviÅ_re,Grande Anse,Dame-Marie,Petite Riviere,18.59469,-74.41657,Petite Riviere,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-03-S001,Ecole Evangelique,Grande Anse,Dame-Marie,Desormeau,18.56114,-74.41953,Sur la route de dame marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Desormeau,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,25/07/17,822-04-S002,Centre de Sante Petite Riviere,Grande Anse,Dame-Marie,Petite Riviere,18.5615,-74.4192,Ti rivye,Spontaneous,Group Sites,Community Centre,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,108,0,0,2,0,10,7,10,6,1,1,38,1,0,1,0,0,0,0,0,0,1,2,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,26/07/17,,Lycee National de Moron,Grande Anse,Moron,Sources Chaudes,18.53868,-74.27043,Dtoulanj,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,26/07/17,814-00-S006,Eglise Baptiste MEBSH,Grande Anse,Moron,Sources Chaudes,18.55967,-74.2582,Moron,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/07/17,,Ecole Notre Dame de L'Assomption,Grande Anse,Jeremie,Fond Rouge De Torbec,18.66234,-74.15952,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/07/17,811-09-S043,College Jean BriÅ_re,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65824,-74.13715,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/07/17,811-09-S039,Ecole Chretienne,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65968,-74.14037,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,Yes,Concrete,No electricity,No running water,15,0,0,5,5,7,3,13,9,0,0,42,1,0,1,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/10/17,811-09-S012,Kay Ancelet,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65985,-74.14245,Sur la route de l'aviation,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Scarcely","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/11/17,811-09-S035,Residence madame midrene appolon,Grande Anse,Jeremie,Fond Rouge De Torbec,18.66018,-74.15258,Sur la route de l'aviation,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/07/17,811-09-S037,Ecole Christ Roi MEBSH,Grande Anse,Jeremie,Fond Rouge De Torbec,18.66221,-74.17028,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/11/17,811-09-S049,Restaurant Bec's,Grande Anse,Jeremie,Fond Rouge De Torbec,18.66248,-74.15787,Sur la route de l'aviation,Spontaneous,Group Sites,Restaurant,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Regularly",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/07/17,811-09-S045,College Sainte Brigitte,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6632,-74.1574,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/10/17,,Maison Mosard Janvier,Grande Anse,Jeremie,Fond Rouge De Torbec,18.66477,-74.17998,Sur la route de l'aviation,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,"Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/11/17,,Eglise K-fou Prens,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64537,-74.21284,Sur la route de l'aviation prolong_e,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,Yes,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/12/17,811-08-S003,Eglise de Dieu Vivant,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64022,-74.12177,Sur la route de l'HHF,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/12/17,811-08-S013,Ecole Danilou,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64264,-74.12092,Sur la route de l'HHF,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,07/10/17,,ISHEPAC,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64307,-74.12122,Sur la route de l'HHF,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,26/07/17,,College Albert Saindoux,Grande Anse,Moron,Anote / Tapion,18.56006,-74.25761,Moron,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Anote / Tapion,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,26/07/17,,Chapelle Notre Dame de Lourdes,Grande Anse,Moron,Anote / Tapion,18.56086,-74.25722,Rue Chavenet,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Anote / Tapion,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
3,Haiti,26/07/17,,Mairie de Moron,Grande Anse,Moron,Sources Chaudes,18.56088,-74.25756,Rue Chavenet,Spontaneous,Group Sites,Communal House,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
