country,round,survey_date,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,9,3/8/2016,BORNO,KONDUGA,AUNO / CHABBOL,BO_S044,GIDA TALATIN,INFORMAL,13.4258,11.48581,Spontaneous,Collective Settlement/Centre,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,No,No,Yes,No,Yes,BORNO,KUKAWA,BAGA,BORNO,KONDUGA,KONDUGA,33,207,8,10,18,39,37,76,22,27,49,33,25,58,4,2,6,10,32,1,1,6,0,0,0,3,2,0,08/25/2014,01/25/2015,No,BORNO,KUKAWA,KUKAWA,Place of origin,Lack of safety,None,<25%,None,>75%,None,<25%,<50%,<25%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),18,No,No,Unknown,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Other,No,No,No,Cough,Fever,Other,No,No,Off-site (>3 km),Government,No,Off-site,<5 km,None,Collecting firewood,24,Yes,No,Yes,Yes,No,Self organized,None,Domestic violence,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Access to services,No,1674
Nigeria,9,3/9/2016,BORNO,JERE,BALE GALTIMARI,BO_S045,GALTIMARI/FORI,INFORMAL,13.176715,11.806433,Spontaneous,Collective Settlement/Centre,NULL,8/8/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,No,No,No,No,No,Yes,Yes,BORNO,MONGUNO,NULL,BORNO,MONGUNO,NULL,8,57,3,2,5,17,13,30,4,6,10,5,7,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8/8/2014,NULL,Yes,BORNO,MONGUNO,NULL,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<25%,Kitchen sets,Bucket/Jerry Can,Blankets/Mats,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Good (Hygienic),2,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cash,No,No,No,Cough,Malaria,Fever,No,No,Unknown,None,Yes,On-site,<1 km,>75%,Agro-pastoralism,4,Yes,No,No,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Distribution,Yes,1677
Nigeria,9,3/8/2016,BORNO,KONDUGA,AUNO / CHABBOL,BO_S046,JAFRA SHAGARI,INFORMAL,13.0918,11.90705,Spontaneous,Collective Settlement/Centre,NULL,4/6/2014,Unknown,NULL,Yes,NULL,Private Building,Tents,Yes,Yes,NULL,NULL,Yes,None,NA,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,BORNO,GWOZA,NGOSHE,BORNO,GWOZA,NULL,31,159,10,8,18,27,20,47,18,23,41,20,28,48,2,3,5,3,57,1,1,5,0,1,0,9,1,2,4/6/2014,6/3/2016,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,<25%,None,None,<50%,None,>75%,None,>75%,Soap,Other,Blankets/Mats,Off-site (>10 mn),Not operational,No,Protected well,Protected well,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",No,Everyday,Distribution,No,No,No,Cough,Fever,Malaria,Yes,Yes,Off-site (<3 km),INGO,Yes,Off-site,Unknown,>75%,Farming,0,No,No,No,Yes,Yes,Self organized,Alcohol/drug-related disturbance,None,None,None,Not enough assistance for all entitled,2,1,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,No,1654
Nigeria,9,3/9/2016,FCT,GWAGWALADA, DOBI,FC_S001,CAC DOBI,INFORMAL,7.00136,9.06381,Spontaneous,Camp,NULL,11/19/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,No,No,No,No,BORNO,GWOZA,ASHIGASHIYA,TARABA,WUKARI,NULL,5,27,1,1,2,3,4,7,4,5,9,4,4,8,0,1,1,2,4,1,0,1,0,0,0,0,1,0,NULL,NULL,No,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<50%,>75%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,Unknown,No,Suspended solids,Yes,Non usable,0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Skin disease,No,Yes,Off-site (>3 km),Local clinic,No,Off-site,<1 km,<25%,Daily labourer,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Poor,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1614
Nigeria,9,3/6/2016,FCT,MUNICIPAL, GARKI,FC_S002,KUCHINGORO IDP SITE,INFORMAL,7.43771,9.0081,Spontaneous,Camp,NULL,6/2/2015,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,NULL,NULL,211,1455,9,11,20,2,3,5,213,264,477,411,530,941,3,9,12,25,22,0,0,12,0,0,0,8,90,0,2/10/2014,10/6/2014,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,>75%,<75%,None,None,<25%,None,>75%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,No,No,No,Malnutrition,Malaria,Fever,Yes,Yes,Off-site (>3 km),Local clinic,Yes,On-site,<1 km,>75%,Daily labourer,35,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,1609
Nigeria,9,3/4/2016,FCT,MUNICIPAL, KARSHI,FC_S005,WASA (HOUSING EST),INFORMAL,7.482,8.87622,Spontaneous,Collective Settlement/Centre,NULL,2/6/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MICHIKA,MICHIKA  I,758,4803,20,32,52,187,283,470,617,812,1429,820,1305,2125,296,431,727,102,520,0,0,727,0,0,0,0,0,0,10/24/2014,NULL,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,None,None,>75%,None,None,Unknown,>75%,Blankets/Mats,Mosquito nets,Other,On-site (>10 mn),<50 %,No,Water truck,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,Malaria,Malnutrition,Skin disease,No,No,Off-site (>3 km),None,Yes,On-site,<1 km,>75%,Daily labourer,50,Yes,Yes,Yes,Yes,Yes,Self organized,Friction anmong site residents,None,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Poor,Poor,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1607
Nigeria,9,3/5/2016,FCT,MUNICIPAL, GARKI,FC_S006,SUNSHINE ESTATE,INFORMAL,7.58581,8.92938,Spontaneous,Collective Settlement/Centre,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,Yes,Yes,No,Yes,BORNO,GWOZA,NULL,ADAMAWA,NULL,NULL,110,600,8,12,20,41,68,109,61,79,140,119,202,321,4,6,10,20,85,0,0,10,15,10,20,10,5,0,10/9/2014,NULL,No,BORNO,GWOZA,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,None,None,None,Mosquito nets,Blankets/Mats,Hygiene kits,On-site (<10 mn),<50 %,No,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),20,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Fever,No,No,Off-site (>3 km),None,No,None,<10 km,None,Daily labourer,30,Yes,No,No,Yes,Yes,Community Leaders,Theft,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,Yes,Yes,Yes,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1608
Nigeria,9,3/7/2016,FCT,MUNICIPAL, GARKI,FC_S007,DURUMI IDP SITE,INFORMAL,7.46188,9.01752,Spontaneous,Camp,NULL,8/8/2015,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MICHIKA,MADZI,290,2226,13,10,23,106,198,304,319,488,807,518,538,1056,10,26,36,30,100,5,0,36,0,0,0,32,6,0,6/8/2015,NULL,No,BORNO,GWOZA,NULL,Place of origin,Lack of safety,<25%,>75%,<75%,None,None,None,None,>75%,Mosquito nets,Blankets/Mats,Other,On-site (<10 mn),>50 %,No,Water truck,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Fever,No,Yes,Off-site (>3 km),Government,No,Off-site,<2 km,<50%,Daily labourer,10,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1610
Nigeria,9,3/11/2016,FCT,MUNICIPAL, GARKI,FC_S008,KARMAJIJI,INFORMAL,7.4234,9.0921,Spontaneous,Camp,NULL,08/15/2014,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,Unknown,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,No,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,NULL,NULL,NULL,60,363,5,7,12,32,41,73,36,47,83,103,64,167,9,19,28,30,45,0,0,28,0,0,0,0,0,0,08/15/2014,NULL,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,<50%,>75%,None,<25%,None,None,<50%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),>50 %,Unknown,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Host community donation,No,No,No,Malaria,Malnutrition,Fever,No,No,Off-site (>3 km),NGO,Yes,On-site,<5 km,<75%,Daily labourer,0,No,No,Yes,Yes,Yes,Self organized,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,Unknown,Yes,Yes,Yes,Good,Poor,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Situation in areas of origin,No,1606
Nigeria,9,3/9/2016,KADUNA,KAGARKO,IDDAH,KD_S001,TAFA CAMP(IDDAH),INFORMAL,7.26862,9.33587,Spontaneous,Collective Settlement/Centre,NULL,4/4/2013,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,No answer,No,Yes,Yes,Yes,Yes,Yes,PLATEAU,BOKKOS,BUTURA,BORNO,KONDUGA,KAWURI,82,487,4,11,15,28,46,74,68,60,128,121,118,239,21,10,31,27,29,0,1,31,0,0,0,0,0,4,4/4/2013,05/18/2014,Yes,PLATEAU,BOKKOS,BUTURA,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,<50%,<50%,<25%,<25%,Hygiene kits,Blankets/Mats,Kitchen sets,Off-site (>10 mn),>50 %,No,Spring,Protected well,Unknown,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Malnutrition,No,Yes,Off-site (<3 km),None,No,Off-site,<2 km,<25%,Daily labourer,6,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Assistance did not respond to the actual need,0,0,Yes,No,Yes,No,No,Good,Excellent,No lighting,No,N/A,NULL,Mobile phone,Other relief assistance,No,1622
Nigeria,9,3/9/2016,KADUNA,KAGARKO,JERE NORTH,KD_S002,UNGWAN RIMI CAMP,INFORMAL,7.42756,9.57793,Spontaneous,Collective Settlement/Centre,NULL,1/4/2014,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,Yes,Individual/Private,N/A,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MONGUNO,NULL,KADUNA,BIRNIN GWARI,RANDAGI,24,226,4,8,12,36,28,64,16,21,37,52,57,109,3,1,4,17,27,0,2,4,3,0,13,3,2,6,4/20/2011,10/4/2015,No,BORNO,MONGUNO,NULL,Place of origin,Lack of food,None,<25%,<75%,<50%,<50%,<25%,<25%,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,Off-site (>10 mn),<50 %,No,Spring,Spring,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),3,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Host community donation,No,No,No,Malaria,Diarrhea,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<5 km,<25%,Daily labourer,9,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1617
Nigeria,9,3/8/2016,KADUNA,KAGARKO,KAGARKO NORTH,KD_S004, DAN MORI CAMP,INFORMAL,7.6947,9.51399,Spontaneous,Collective Settlement/Centre,NULL,4/4/2011,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,KADUNA,JABA,SABCHEM,KADUNA,KAURA,NULL,50,470,14,13,27,27,49,76,48,56,104,109,118,227,13,23,36,23,42,2,0,36,0,0,10,2,0,5,04/20/2011,06/16/2015,No,KADUNA,JABA,SABCHEM,Place of origin,House damaged/destroyed,None,None,<50%,<75%,None,<25%,None,<25%,Blankets/Mats,Soap,Mosquito nets,Off-site (>10 mn),>50 %,No,Spring,Spring,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),4,No,Yes,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Fever,Malaria,Cough,No,Yes,Off-site (>3 km),None,Yes,Off-site,<5 km,None,Collecting firewood,27,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1621
Nigeria,9,3/8/2016,KADUNA,KAGARKO,KAGARKO SOUTH,KD_S005,KAGARKO SOUTH CAMP,INFORMAL,7.69365,9.48338,Spontaneous,Collective Settlement/Centre,NULL,4/2/2011,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,KADUNA,JABA,SAMBAM,KADUNA,ZANGON KATAF,ZONZON,90,715,7,5,12,83,97,180,145,106,251,112,140,252,12,8,20,50,45,5,0,20,7,0,20,10,5,30,04/18/2011,8/4/2015,No,KADUNA,JABA,SAMBAM,Place of origin,House damaged/destroyed,<25%,None,<50%,<75%,None,<25%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Spring,Unprotected well,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),6,No,Yes,Yes,Burning,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<5 km,<25%,Daily labourer,10,Yes,No,No,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,Yes,No,Yes,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Other relief assistance,No,1623
Nigeria,9,3/11/2016,KANO,KUMBOTSO,MARIRI,KN_S001,MARIRI BOARDING SCHOOL,INFORMAL,8.60647,11.95059,Spontaneous,Camp,NULL,4/11/2014,>2 months,NULL,Yes,NULL,Public/Government,School,Yes,No,NULL,NULL,Yes,Government,LOCAL GOVT,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,KIRAWA/JIMINI,YOBE,GEIDAM,KAWURI,20,200,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,0,0,2,0,0,0,140,60,0,0,0,11/6/2015,10/4/2016,Yes,KANO,KUMBOTSO,MARIRI,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,<25%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),1,Yes,No,Yes,Burning,0,No,Yes,No,No,No,No,"Yes, on site",No,Everyday,Distribution,No,No,No,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,On-site,Unknown,>75%,None,0,No,No,No,Yes,No,Police,None,None,None,None,Assistance did not respond to the actual need,1,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Site Management,Other relief assistance,No,1605
Nigeria,9,3/7/2016,NASARAWA,LAFIA,SHABU/KWANDERE,NW_S001,SHINGE CAMP,INFORMAL,8.49644,8.50866,Spontaneous,Camp,NULL,4/10/2004,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,No,No,No,Yes,Yes,Yes,PLATEAU,SHENDAM,NULL,NULL,NULL,NULL,118,362,6,4,10,23,19,42,23,29,52,111,139,250,5,3,8,7,10,8,5,29,8,5,9,14,9,4,10/4/2004,03/13/2016,Yes,NASARAWA,LAFIA,SHABU/KWANDERE,"None, stay here",House damaged/destroyed,<25%,<50%,<25%,<50%,<50%,<50%,<25%,<75%,Blankets/Mats,Plastic sheeting,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,Yes,Burning,0,Yes,Yes,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Cough,Fever,Yes,Yes,Off-site (>3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,88,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1615
Nigeria,9,3/10/2016,NASARAWA,LAFIA,SHABU/KWANDERE,NW_S002,ALMAJIRI CAMP,INFORMAL,8.56327,8.56318,Spontaneous,Camp,NULL,06/16/2014,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,Yes,Yes,No,No,TARABA,WUKARI,PUJE,TARABA,WUKARI,PUJE,72,380,1,3,4,6,11,17,33,22,55,98,190,288,7,9,16,11,8,3,0,20,6,9,7,5,10,3,06/16/2014,03/19/2016,Yes,TARABA,WUKARI,BANTAJE,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,<25%,<25%,Mosquito nets,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,Unknown,Spring,Spring,Unknown,No,Odor/smell,Yes,Not so good (Not hygienic),8,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Cough,Other,No,Yes,Off-site (<3 km),Government,No,Unknown,Unknown,None,Daily labourer,63,No,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Authorities,Other relief assistance,Yes,1611
Nigeria,9,3/11/2016,NASARAWA,KARU,GURKU/KABUSU,NW_S005,INTERFAITH 2,INFORMAL,7.62804,9.08238,Spontaneous,Collective Settlement/Centre,NULL,6/12/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,BORNO,GWOZA,NULL,ADAMAWA,MICHIKA,NULL,4,28,0,0,0,2,3,5,1,2,3,8,9,17,1,2,3,1,1,0,0,3,0,0,0,0,0,0,10/24/2015,NULL,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,>75%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (>3 km),Local clinic,No,Unknown,>10 km,None,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1612
Nigeria,9,3/9/2016,NASARAWA,KARU,GURKU/KABUSU,NW_S006,KUGBARU,INFORMAL,7.67694,9.17024,Spontaneous,Camp,NULL,11/3/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GUDUF NAGADIYO,ADAMAWA,MICHIKA,NULL,220,1200,15,21,36,55,68,123,76,106,182,375,455,830,14,15,29,40,66,0,0,29,0,0,0,10,2,0,11/11/2014,NULL,No,BORNO,GWOZA,GUDUF NAGADIYO,Place of origin,Lack of safety,None,None,<50%,<75%,<75%,<25%,<75%,>75%,Blankets/Mats,Hygiene kits,Kitchen sets,On-site (>10 mn),>50 %,No,Protected well,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<75%,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1613
Nigeria,9,3/6/2016,NASARAWA,KARU,GURKU/KABUSU,NW_S007,INTERFAITH 1,INFORMAL,7.62804,9.08238,Spontaneous,Camp,NULL,09/17/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,NULL,NULL,Unknown,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,NULL,NULL,NULL,NULL,NULL,NULL,163,950,18,21,39,40,58,98,91,104,195,230,371,601,10,7,17,38,39,0,0,17,0,0,0,0,0,0,09/17/2014,10/7/2014,Yes,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Hygiene kits,Soap,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,No,Yes,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,No,No,No,Malaria,Malnutrition,Fever,No,Yes,On-site (<3 km),Government,No,Off-site,>10 km,<25%,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1616
Nigeria,9,3/8/2016,NASARAWA,KARU,KARU,NW_S008,ADO NKASA,INFORMAL,7.626,8.97269,Spontaneous,Camp,NULL,5/10/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,No,Yes,Yes,Yes,No,No,BORNO,CHIBOK,CHIBOK LIKAMA,ADAMAWA,MICHIKA,MODA / DLAKA / GHENJUWA,68,340,6,10,16,19,28,47,43,59,102,68,102,170,2,3,5,3,26,0,0,5,0,0,0,0,0,0,6/16/2014,12/1/2016,Yes,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,Place of origin,Lack of safety,None,None,None,>75%,<25%,None,None,>75%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (>10 mn),Not operational,Unknown,Water truck,Water truck,Unknown,Yes,None,No,Non usable,0,Yes,Yes,No,No waste disposal system,0,Yes,Yes,Yes,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Fever,Malaria,Malnutrition,No,No,Off-site (<3 km),Local clinic,No,Off-site,>10 km,None,Farming,0,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1618
