country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,,,,,
Nigeria,15,2/1/2017,TR,TARABA,TR05,GASSOL,TR0506,SABON GIDA,HC1334,DAN-ANACHA,10.3605,8.24297,Host Communities,Host Communities,Host Communities,NULL,06/16/2016,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,Yes,Yes,No,No,No,Yes,TARABA,WUKARI,BANTAJE,TARABA,WUKARI,AVYI,108,555,12,16,28,31,42,73,72,86,158,113,120,233,24,39,63,23,41,7,1,63,4,1,27,13,8,3,NULL,NULL,Yes,TARABA,WUKARI,BANTAJE,Place of origin,Lack of food,<25%,None,None,>75%,None,<25%,None,<25%,Kitchen sets,Hygiene kits,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Unprotected well,Protected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),6,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<1 km,<25%,Daily labourer,37,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,Yes,7487
Nigeria,15,2/3/2017,TR,TARABA,TR05,GASSOL,TR0512,YARIMA,HC1335,ANG HASHIMU,10.57996,8.44887,Host Communities,Host Communities,Host Communities,NULL,04/18/2013,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,Yes,Yes,No,No,No,Yes,TARABA,WUKARI,HOSPITAL,TARABA,WUKARI,AVYI,20,52,1,3,4,3,5,8,5,10,15,10,13,23,1,1,2,6,7,0,0,2,6,0,1,1,2,1,04/18/2013,NULL,Yes,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,<25%,None,None,>75%,None,<25%,None,<25%,Kitchen sets,Hygiene kits,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Unprotected well,Protected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),4,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<1 km,<25%,Daily labourer,6,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Distribution,No,7511
Nigeria,15,2/3/2017,TR,TARABA,TR05,GASSOL,TR0512,YARIMA,HC1336,MARARABA,10.60898,8.48852,Host Communities,Host Communities,Host Communities,NULL,8/6/2013,Unknown,NULL,Yes,NULL,Public/Government,Host family house,No,N/A,,,No,NULL,,,No,No,No,Yes,Yes,No,No,No,Yes,TARABA,WUKARI,AVYI,TARABA,WUKARI,AVYI,54,281,5,8,13,20,21,41,49,50,99,54,70,124,2,2,4,12,23,2,0,4,0,0,2,7,0,1,04/21/2014,NULL,Yes,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,None,None,None,<75%,None,<25%,None,<25%,Kitchen sets,Hygiene kits,Bucket/Jerry Can,Off-site (<10 mn),>50 %,No,Unprotected well,Protected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),6,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<1 km,<25%,Daily labourer,32,Yes,No,Yes,No,No,None,None,None,Other forms of exploitation (forced labor/forced begging),None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,Yes,7523
Nigeria,15,2/6/2017,TR,TARABA,TR11,SARDAUNA,TR1105,MAGU,HC1337,FURMI,11.06976,6.90619,Host Communities,Host Communities,Host Communities,NULL,09/21/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,MUBI SOUTH,NULL,NULL,NULL,NULL,3,22,0,2,2,1,3,4,4,6,10,2,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,09/21/2014,7/7/2016,Yes,ADAMAWA,MUBI SOUTH,NULL,Place of origin,No livelihood,None,None,None,>75%,None,<25%,>75%,<25%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (>10 mn),>50 %,No,Spring,Protected well,>15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Skin disease,Diarrhea,Yes,Yes,On-site (>3 km),Local clinic,Yes,On-site,<5 km,None,Farming,3,Yes,No,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,7502
Nigeria,15,2/1/2017,TR,TARABA,TR09,KURMI,TR0901,ABONG,HC1338,ABONG III,10.742,6.99123,Host Communities,Host Communities,Host Communities,NULL,12/21/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,TARABA,WUKARI,PUJE,NULL,NULL,NULL,6,48,0,3,3,3,3,6,4,14,18,2,11,13,4,4,8,2,3,0,0,8,0,0,3,0,0,0,12/12/2014,8/1/2015,Yes,TARABA,KURMI,ABONG,Place of origin,House damaged/destroyed,None,<50%,<75%,<25%,None,<50%,<25%,<75%,Bucket/Jerry Can,Hygiene kits,Kitchen sets,On-site (>10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Good (Hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,Yes,Yes,No,No,"Yes, off site",Yes,Irregular,Host community donation,No,Yes,Yes,Yes,Yes,No,Wound infection,Cough,Malaria,No,No,None,None,Yes,On-site,<1 km,<50%,Fishing,2,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Exchange of goods/food for sex,Forced family separations,Intentional physical violence,People need to bribe for assistance,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Mobile phone,Access to services,No,8172
Nigeria,15,2/7/2017,TR,TARABA,TR11,SARDAUNA,TR1101,GEMBU 'A',HC1339,KAKA QUATERS,11.2461,6.71279,Host Communities,Host Communities,Host Communities,NULL,09/14/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,MUBI SOUTH,NULL,NULL,NULL,NULL,11,61,2,1,3,7,8,15,8,12,20,8,15,23,0,0,0,3,3,0,0,0,1,1,0,2,1,1,09/14/2014,9/1/2016,Yes,ADAMAWA,MUBI SOUTH,NULL,Place of origin,No livelihood,None,None,None,>75%,None,<25%,>75%,None,Kitchen sets,Hygiene kits,Other,On-site (>10 mn),>50 %,No,Unprotected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,On-site (>3 km),Local clinic,Yes,On-site,<10 km,<25%,Farming,7,Yes,No,Yes,Yes,No,Community Leaders,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,7486
Nigeria,15,2/6/2017,TR,TARABA,TR11,SARDAUNA,TR1101,GEMBU 'A',HC1340,DADINKOWA,11.25568,6.7148,Host Communities,Host Communities,Host Communities,NULL,08/15/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,MUBI SOUTH,NULL,NULL,NULL,NULL,32,162,10,9,19,14,19,33,19,20,39,34,37,71,0,0,0,4,19,0,0,0,7,2,5,4,4,2,08/15/2014,NULL,Yes,ADAMAWA,MUBI SOUTH,NULL,Place of origin,No livelihood,None,None,None,>75%,None,<50%,>75%,None,Kitchen sets,Hygiene kits,Other,Off-site (>10 mn),>50 %,No,Unprotected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<5 km,<25%,Farming,8,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,7504
Nigeria,15,2/7/2017,TR,TARABA,TR11,SARDAUNA,TR1102,GEMBU 'B',HC1341,BEHIND NEW PARK GEMBU,11.2468,6.72401,Host Communities,Host Communities,Host Communities,NULL,01/22/2017,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,Yes,No,No,Yes,No,No,No,Yes,TARABA,SARDAUNA,WARWAR,NULL,NULL,NULL,2,22,1,0,1,2,3,5,2,4,6,5,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01/22/2017,NULL,No,TARABA,SARDAUNA,WARWAR,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,<50%,None,Blankets/Mats,Kitchen sets,Hygiene kits,Off-site (>10 mn),>50 %,No,Spring,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Fever,Diarrhea,Cough,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<5 km,<25%,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,7515
Nigeria,15,2/4/2017,TR,TARABA,TR11,SARDAUNA,TR1109,NGUROJE,HC1342,MAISAMARI ANG. JAURO,11.08153,7.16355,Host Communities,Host Communities,Host Communities,NULL,3/5/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,No,No,No,Yes,Yes,No,Yes,No,Yes,ADAMAWA,MUBI NORTH,VIMTIM,NULL,NULL,NULL,17,83,3,2,5,12,9,21,10,14,24,20,13,33,0,0,0,2,10,0,0,0,2,2,0,2,1,2,3/5/2014,NULL,Yes,ADAMAWA,MUBI NORTH,VIMTIM,Place of origin,No livelihood,None,None,None,>75%,None,<25%,<25%,None,Kitchen sets,Hygiene kits,Blankets/Mats,Off-site (>10 mn),>50 %,Yes,Spring,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),8,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,Yes,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Skin disease,Cough,Yes,Yes,On-site (>3 km),Local clinic,Yes,Off-site,<5 km,<25%,Farming,8,Yes,No,Yes,Yes,No,Community Leaders,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,7489
Nigeria,15,2/4/2017,TR,TARABA,TR11,SARDAUNA,TR1109,NGUROJE,HC1343,ANGWAN TASHA,11.118135,6.9561,Host Communities,Host Communities,Host Communities,NULL,3/4/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,MUBI NORTH,VIMTIM,NULL,NULL,NULL,10,58,2,2,4,9,3,12,11,10,21,12,9,21,0,0,0,1,4,0,0,0,1,3,0,1,0,0,3/4/2014,01/27/2017,Yes,ADAMAWA,MUBI NORTH,VIMTIM,Place of origin,No livelihood,None,None,None,>75%,None,<25%,>75%,None,Kitchen sets,Blankets/Mats,Other,Off-site (>10 mn),>50 %,No,Spring,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Cough,Malaria,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<2 km,<25%,Farming,5,Yes,No,Yes,Yes,No,Community Leaders,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,7500
Nigeria,15,2/2/2017,TR,TARABA,TR12,TAKUM,TR1203,DUTSE,HC1344,MAMMI,9.94666,7.25176,Host Communities,Host Communities,Host Communities,NULL,11/2/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,Yes,TARABA,WUKARI,AVYI,NULL,NULL,NULL,6,24,1,0,1,1,2,3,4,3,7,5,8,13,0,0,0,0,2,0,0,0,0,0,0,1,0,0,11/2/2015,02/24/2015,No,TARABA,WUKARI,AVYI,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,<75%,None,Kitchen sets,Bucket/Jerry Can,Mosquito nets,Off-site (<10 mn),<50 %,No,Protected well,Protected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Diarrhea,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Farming,2,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,7507
Nigeria,15,2/4/2017,TR,TARABA,TR12,TAKUM,TR1202,CHANCHANJI,HC1345,CHANCHANJI,9.930972,7.51072,Host Communities,Host Communities,Host Communities,NULL,08/22/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,Yes,TARABA,BALI,BALI  A,NULL,NULL,NULL,21,75,2,1,3,7,6,13,4,9,13,17,27,44,1,1,2,1,3,0,0,2,0,0,0,1,5,0,08/22/2015,9/9/2015,No,TARABA,BALI,BALI B,Place of origin,Lack of safety,None,None,None,>75%,None,None,>75%,None,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),21,No,No,No,No waste disposal system,21,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Malnutrition,Fever,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<5 km,<25%,Farming,11,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,No,7495
Nigeria,15,2/3/2017,TR,TARABA,TR12,TAKUM,TR1208,ROGO,HC1346,KOFAN  SARKI HAUSAWA,9.98445,7.255342,Host Communities,Host Communities,Host Communities,NULL,3/3/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,Yes,Yes,No,Yes,TARABA,WUKARI,HOSPITAL,NULL,NULL,NULL,22,78,2,3,5,4,5,9,13,12,25,15,21,36,1,2,3,2,5,0,0,3,0,0,0,3,5,0,3/3/2015,03/17/2015,No,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,>75%,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Unprotected well,Piped water supply,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),22,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Diarrhea,Malnutrition,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<5 km,<25%,Petty trade,9,Yes,Yes,No,Yes,No,Community Leaders,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Distribution,No,7520
Nigeria,15,2/4/2017,YB,YOBE,YB17,YUSUFARI,YB1708,MAI-MALARI,HC1347,BULA BUKOR,11.09297,13.02997,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,Yes,No,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,NULL,NULL,NULL,4,20,2,1,3,2,5,7,2,3,5,1,2,3,1,1,2,0,3,2,1,2,0,1,1,0,0,1,NULL,NULL,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,Place of origin,House damaged/destroyed,None,None,None,<75%,None,<50%,<25%,<25%,Mosquito nets,Kitchen sets,Bucket/Jerry Can,On-site (>10 mn),>50 %,No,Protected well,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Once a month,Cultivated,No,No,No,No,No,No,Malaria,Cough,Fever,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<1 km,<25%,Farming,3,Yes,Yes,Yes,Yes,Yes,Community Leaders,Friction with host community,Sexual harassment/molestation,Forced recruitment,Sexual violence,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Registration,No,7509
Nigeria,15,1/31/2017,YB,YOBE,YB13,NGURU,YB1303,DABULE,HC1348,QUATERS,10.43171,12.8862,Host Communities,Host Communities,Host Communities,NULL,1/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,No,Yes,No,BORNO,ABADAM,NULL,BORNO,DAMBOA,NULL,62,309,16,20,36,17,24,41,31,39,70,69,76,145,7,10,17,8,39,1,0,17,0,2,0,0,4,0,1/1/2014,NULL,No,BORNO,KUKAWA,NULL,Place of origin,Lack of safety,None,None,<25%,<75%,>75%,<25%,<50%,<75%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (>10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),17,No,No,Yes,Burning,0,No,Yes,Yes,Yes,No,No,"Yes, off site",No,Irregular,Cash,No,Yes,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (>3 km),Local clinic,Yes,On-site,<2 km,<75%,Farming,0,No,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Local Leader,Other relief assistance,No,7493
Nigeria,15,2/5/2017,YB,YOBE,YB17,YUSUFARI,YB1710,YUSUFARI,HC1349,BULAMARI,11.17559,13.06618,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,YOBE,GUJBA,GONIRI,19,95,8,6,14,10,14,24,5,10,15,15,20,35,3,4,7,10,5,7,2,7,0,0,2,5,2,0,NULL,NULL,Yes,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Kitchen sets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,1,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Once a month,Distribution,Yes,No,No,No,Yes,No,Malaria,Diarrhea,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,11,Yes,Yes,Yes,Yes,Yes,Police,Theft,None,None,Missing children,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Registration,No,7508
Nigeria,15,2/5/2017,YB,YOBE,YB17,YUSUFARI,YB1710,YUSUFARI,HC1350,YUSUFARI,11.17256,13.06181,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,NULL,NULL,NULL,20,100,5,3,8,11,7,18,15,10,25,13,32,45,2,2,4,8,13,0,2,4,0,0,1,5,0,0,NULL,NULL,Yes,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Once a month,Distribution,Yes,No,No,No,Yes,No,Diarrhea,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,10,Yes,Yes,Yes,Yes,Yes,Police,Theft,None,None,Missing children,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Radio/news,Distribution,Yes,7516
Nigeria,15,2/5/2017,YB,YOBE,YB17,YUSUFARI,YB1710,YUSUFARI,HC1351,AJARI,11.17541,13.06407,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,NULL,NULL,NULL,19,98,5,3,8,15,22,37,20,15,35,6,10,16,1,1,2,0,10,5,2,2,1,2,0,0,0,0,NULL,NULL,Yes,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Once a month,Cash,Yes,No,No,No,Yes,No,Diarrhea,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,10,Yes,Yes,Yes,Yes,Yes,Police,Theft,None,None,Missing children,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Radio/news,Distribution,Yes,7524
Nigeria,15,2/5/2017,YB,YOBE,YB17,YUSUFARI,YB1710,YUSUFARI,HC1352,LAWANTI,11.17541,13.06273,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,YOBE,GUJBA,GONIRI,18,89,5,5,10,8,6,14,15,20,35,10,15,25,2,3,5,5,6,5,2,5,0,0,6,2,0,0,NULL,NULL,Yes,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Once a month,Distribution,Yes,No,No,No,Yes,No,Diarrhea,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,15,Yes,Yes,Yes,Yes,Yes,Police,Theft,Rape/attempted rape,None,Missing children,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Radio/news,Distribution,No,7531
Nigeria,15,2/5/2017,YB,YOBE,YB17,YUSUFARI,YB1710,YUSUFARI,HC1353,GALTIMARI,11.17001,13.06262,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,NULL,NULL,NULL,17,83,5,4,9,3,6,9,20,25,45,5,8,13,3,4,7,0,9,7,3,7,0,0,0,5,2,0,NULL,NULL,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Once a week,Distribution,Yes,No,No,No,Yes,No,Diarrhea,Malaria,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,10,Yes,Yes,Yes,Yes,Yes,Police,Theft,None,None,Missing children,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Families/Friends,Distribution,No,7528
