country,round,site_id,site_name,site_region,site_province,site_district,,site_longitude,site_latitude,sma_exist,sma_type,regist_activity,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,site_class,site_type,site_owner,site_shelter,n_family,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_total,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,7,KD_S004,DAN MORI CAMP,KADUNA,KAGARKO,KAGARKO NORTH,INFORMAL,9.48277,7.69305,,,No,No,No,No,No,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Host family house,36,6,2,40,38,58,43,47,48,1,3,286,6,10,0,0,4,0,0,0,2,1,0,KADUNA,JABA,SAMBAM,KADUNA,ZANGON KATAF,ZONKWA,11/20/2015,11/22/2015,No,KADUNA,JABA,SAMBAM,Place of origin,House damaged/destroyed,None,None,<25%,<75%,None,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Unknown,Unkown,No,Surface water,Surface water,5 - 10 ltr,No,Taste,Yes,No answer,0,Yes,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Irregular,Distribution,No,No,No,Cough,Fever,Malaria,No,Yes,Off-site (<3 km),None,No,Off-site,<5 km,None,Collecting firewood,14,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Radio/news,How to get information,No,1450
Nigeria,7,KD_S005, KAGARKO SOUTH CAMP,KADUNA,KAGARKO,KAGARKO SOUTH,INFORMAL,9.51419,7.69495,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Transitional Centre,Public/Government,Host family house,61,20,15,56,73,66,80,71,84,4,3,472,3,35,1,0,7,0,0,0,1,0,0,KADUNA,JABA,SABCHEM,KADUNA,ZANGON KATAF,ZONKWA,4/18/2011,4/25/2011,No,KADUNA,JABA,SABCHEM,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,<25%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),<50 %,No,Surface water,Unprotected well,<5 ltr,No,None,No,Not so good (Not hygienic),0,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Malnutrition,Cough,No,Yes,Off-site (<3 km),None,Yes,Off-site,<2 km,<25%,Daily labourer,0,Yes,No,Yes,Yes,Yes,Community Leaders,Crime,None,None,Child separated from their care givers (or just child separation),Not enough assistance for all entitled,0,0,No,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Local Leader,Other relief assistance,No,1447
Nigeria,7,KN_S001,MARIRI BOARDING SCH,KANO,KUMBOTSO,MARIRI,INFORMAL,11.95059,8.60647,LOCAL GOVT,Government,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Spontaneous,Camp,Public/Government,School,20,0,0,0,0,100,0,0,0,0,0,100,,,,,,,100,,,,,BORNO,GWOZA,KIRAWA/JIMINI,YOBE,GEIDAM,KAWURI,6/11/2015,7/14/2015,Yes,KANO,KUMBOTSO,MARIRI,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<25%,None,<25%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),1,Yes,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Everyday,Distribution,No,No,No,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,>75%,None,0,No,No,No,Yes,No,Police,None,None,None,None,Assistance did not respond to the actual need,1,0,No,No,No answer,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Site Management,Other relief assistance,No,1441
Nigeria,7,NW_S001,SHINGE CAMP,NASARAWA,LAFIA,SHABU/KWANDERE,INFORMAL,8.50775,8.496355,,,No,No,Yes,No,Yes,Yes,Yes,No,Spontaneous,Camp,Private Building,Self-made tents,75,3,4,30,26,62,36,86,48,5,3,303,37,13,0,5,8,5,5,0,5,4,10,PLATEAU,SHENDAM,,,,,4/10/2004,6/6/2008,No,NASARAWA,LAFIA,SHABU/KWANDERE,"None, stay here",Lack of safety,<25%,<50%,<50%,<25%,<25%,None,<25%,>75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),Not operational,No,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,RTI,Fever,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<2 km,>75%,Farming,0,No,No,No,Yes,Yes,Community Leaders,Theft,None,None,None,Unknown,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Safety and Security,No,1440
Nigeria,7,NW_S002,ALMAJIRI CAMP,NASARAWA,LAFIA,SHABU/KWANDERE,INFORMAL,8.56302,8.565168,,,No,No,No,Yes,No,No,No,No,Spontaneous,Collective Settlement/Centre,Public/Government,School,54,0,2,15,21,52,42,62,69,7,0,270,0,2,3,0,7,3,5,2,10,10,14,TARABA,WUKARI,AKWANA,,,,06/16/2014,08/25/2015,No,TARABA,WUKARI,AKWANA,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Skin disease,Cough,No,Yes,Off-site (>3 km),Government,No,Off-site,<5 km,None,Daily labourer,1,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1507
Nigeria,7,NW_S005,INTERFAITH 2,NASARAWA,KARU,GURKU/KABUSU,INFORMAL,9.17024,7.67694,,,Yes,Yes,No,Yes,No,No,No,Yes,Spontaneous,Camp,Private Building,Host family house,21,6,5,5,12,13,15,18,26,2,3,105,4,14,0,0,5,0,0,0,0,0,0,BORNO,GWOZA,GAVVA / AGAPALWA,ADAMAWA,MICHIKA,,10/24/2014,,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,>75%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (>3 km),Local clinic,No,Unknown,Unknown,None,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1445
Nigeria,7,NW_S006,KUGBARU,NASARAWA,KARU,GURKU/KABUSU,INFORMAL,9.17024,7.67694,,,Yes,Yes,No,No,Yes,No,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Host family house,215,12,17,54,61,135,130,332,395,12,15,1163,29,29,0,0,27,0,0,0,0,0,0,BORNO,GWOZA,,ADAMAWA,MICHIKA,,3/11/2014,,No,BORNO,GWOZA,NGOSHE,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,None,>75%,Blankets/Mats,Plastic sheeting,Bucket/Jerry Can,Off-site (>10 mn),>50 %,No,Surface water,Piped water supply,Unknown,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cultivated,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (>3 km),Government,No,Off-site,<2 km,<75%,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,"Yes, there is lighting and it is adequate",No,N/A,,Local Leader,Other relief assistance,No,1438
Nigeria,7,NW_S007,INTERFAITH 1,NASARAWA,KARU,GURKU/KABUSU,INFORMAL,9.17024,7.67694,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Spontaneous,Camp,Private Building,Host family house,142,13,17,35,49,80,123,210,289,21,8,845,49,41,0,0,29,0,0,0,67,25,0,BORNO,GWOZA,NGOSHE,ADAMAWA,MADAGALI,WAGGA,9/17/2014,,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Irregular,Cash,No,No,No,Fever,Malnutrition,Cough,No,Yes,On-site (<3 km),INGO,No,Off-site,>10 km,<25%,Farming,0,Yes,No,Yes,Yes,Yes,Local Authorities,Theft,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1443
Nigeria,7,NW_S008,ADO NKASA,NASARAWA,KARU,KARU,INFORMAL,8.97269,7.626,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Private Building,Host family house,68,6,10,19,28,43,59,68,102,2,3,340,5,25,0,0,5,0,0,0,3,0,0,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,ADAMAWA,MICHIKA,,,,No,BORNO,,,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<25%,None,<75%,Blankets/Mats,Plastic sheeting,Mosquito nets,No answer,No answer,No answer,Water truck,Water truck,Unknown,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",No,Irregular,Cash,No,No,No,Malaria,Fever,Other,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<5 km,<25%,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Radio/news,Other relief assistance,No,1448
Nigeria,7,PL_S001,HOUSE OF RECAB,PLATEAU,JOS NORTH,GANGARE,INFORMAL,9.90017,8.89325,HOUSE OF RECAB MINISTRY INTL,Local NGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Private Building,Host family house,1,0,0,12,9,119,127,6,7,1,1,282,0,0,2,2,2,38,42,37,0,0,0,BORNO,GWOZA,GWOZA TOWN GADAMAYO,TARABA,WUKARI,,11/17/2014,9/9/2015,No,PLATEAU,JOS NORTH,GANGARE,"None, stay here",Lack of safety,None,None,None,>75%,>75%,<75%,None,<75%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Surface water,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),10,Yes,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Unknown,Everyday,Distribution,No,Unknown,No,Fever,Cough,Malaria,Yes,Yes,Off-site (<3 km),NGO,Yes,On-site,No answer,>75%,Farming,0,No,No,No,Yes,Yes,Self organized,Theft,None,None,None,Assistance did not respond to the actual need,1,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Unknown,N/A,,Mobile phone,Situation in areas of origin,No,1430
Nigeria,7,PL_S002,STEFANOS IDP CAMP,PLATEAU,JOS SOUTH,BUKURU,INFORMAL,9.80483,8.8647,STEFANOS IDP ,Local NGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Private Building,Host family house,94,23,13,45,56,92,74,48,108,4,3,466,12,56,2,1,7,0,0,0,2,0,0,BORNO,GWOZA,NGOSHE,ADAMAWA,MICHIKA,MADZI,11/1/2014,,Yes,ADAMAWA,MUBI NORTH,MAYO BANI,Place of origin,Lack of safety,<25%,None,None,>75%,>75%,<25%,None,>75%,Kitchen sets,Hygiene kits,Soap,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Good (Hygienic),25,Yes,Yes,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, off site",Yes,Once a week,Host community donation,Yes,No,No,Cough,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Farming,18,No,Yes,No,Yes,Yes,Self organized,Friction anmong site residents,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Site Management,Situation in areas of origin,No,1436
Nigeria,7,PL_S003,L.C.A BUKURU,PLATEAU,JOS SOUTH,GYEL 'B',INFORMAL,9.79412,8.85675,L.C.A BUKURU,Religious entity,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Camp,Private Building,Individual house,60,12,21,12,15,15,20,24,57,2,2,180,6,33,1,1,4,0,27,1,1,0,1,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,ADAMAWA,MICHIKA,BAZZA MARGI,10/31/2014,8/8/2015,Yes,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,Place of origin,Lack of safety,None,None,None,>75%,>75%,<25%,None,<50%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Unprotected well,Unprotected well,>15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),3,No,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Diarrhea,Cough,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,>75%,Farming,8,No,No,Yes,Yes,No,Self organized,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Excellent,Excellent,"Yes, there is lighting and it is adequate",No,N/A,,Mobile phone,Situation in areas of origin,No,1434
Nigeria,7,PL_S004,KWALLAK LOCK UP SHOPS,PLATEAU,RIYOM,RIYOM,INFORMAL,9.63853,8.76372,N/A,Individual/Private,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,222,12,10,74,93,153,115,259,275,0,3,994,0,42,0,0,3,0,0,0,0,0,0,PLATEAU,RIYOM,ATTAKAR,PLATEAU,RIYOM,SHARUBUTU,2/7/2015,5/18/2015,No,PLATEAU,RIYOM,SHARUBUTU,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,No,Unprotected well,Unprotected well,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,Yes,No,No,Never,Cultivated,No,No,No,Malaria,Fever,Skin disease,No,Yes,Off-site (>3 km),Local clinic,No,Off-site,<2 km,None,Farming,20,Yes,No,Yes,Yes,Yes,Police,None,None,None,Other,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Excellent,Good,No lighting,No,N/A,,Local Leader,Safety and Security,Yes,1455
Nigeria,7,PL_S005,COMMUNITY TOWN HALL RIYOM,PLATEAU,RIYOM,RIYOM,INFORMAL,9.63763,8.761661,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Community center,8,0,0,5,9,8,12,18,21,0,0,73,0,3,0,0,0,0,0,0,0,0,0,PLATEAU,RIYOM,SOPP,PLATEAU,RIYOM,SHARUBUTU,4/30/2014,10/12/2014,No,PLATEAU,RIYOM,SOPP,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,None,<25%,Plastic sheeting,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Once a week,Cash,No,No,No,Fever,Malaria,None,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<75%,Petty trade,2,Unknown,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Excellent,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Safety and Security,Yes,1451
Nigeria,7,PL_S006,CENTRAL PRIMARY SCHOOL RIYOM,PLATEAU,RIYOM,RA-HOSS,INFORMAL,9.639783,8.762777,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Host family house,79,10,3,44,48,75,92,84,78,5,0,439,0,33,0,0,5,0,0,0,0,0,0,PLATEAU,RIYOM,SHARUBUTU,PLATEAU,RIYOM,RIM,4/12/2015,5/9/2015,No,PLATEAU,RIYOM,RA-HOSS,Place of origin,Lack of safety,None,None,None,>75%,<25%,<50%,None,None,Blankets/Mats,Kitchen sets,Other,On-site (<10 mn),>50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,Fever,Malaria,None,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,No,Yes,Yes,Yes,No,Police,None,None,None,None,None,1,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Safety and Security,Yes,1454
Nigeria,7,PL_S007,EKAN PRIMARY SCHOOL CAMP SOPP,PLATEAU,RIYOM,RIM,INFORMAL,9.555106,8.653326,N/A,Individual/Private,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,670,23,29,356,177,502,422,861,692,18,0,3080,10,102,0,0,18,0,0,0,13,0,0,PLATEAU,RIYOM,RIM,PLATEAU,RIYOM,RIM,2/9/2010,4/12/2015,No,PLATEAU,RIYOM,RIM,Place of origin,Lack of safety,None,None,None,>75%,<25%,None,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Protected well,Protected well,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, off site",Yes,Everyday,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,Yes,Yes,Unknown,Yes,No,Local Authorities,None,None,None,None,None,1,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Local Leader,Safety and Security,Yes,1452
Nigeria,7,PL_S008,JANKWANO-CAMP,PLATEAU,WASE,SALUWE,INFORMAL,10.00244,9.21419,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,20,2,3,2,0,18,8,32,34,5,6,110,5,5,0,0,11,0,0,1,1,1,1,PLATEAU,WASE,SALUWE,,,,8/8/2013,,No,PLATEAU,WASE,SALUWE,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<50%,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,Unknown,Yes,None,Unknown,Not so good (Not hygienic),0,No,Yes,Unknown,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Once a week,Cultivated,Unknown,No,Unknown,Malaria,Fever,Skin disease,Unknown,Yes,On-site (<3 km),Unknown,Yes,Off-site,<5 km,>75%,Daily labourer,2,Unknown,Yes,Yes,Yes,No,Self organized,None,Unknown,Unknown,None,Unknown,0,0,Unknown,Unknown,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Unknown,Safety and Security,No,1433
Nigeria,7,PL_S009,UNGWAN GALADIMA,PLATEAU,WASE,DANBIRAM,INFORMAL,9.95894,9.09977,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,41,6,14,17,43,48,59,37,53,9,2,288,12,30,3,0,11,1,1,1,3,4,4,PLATEAU,WASE,WASE TOFA,,,,04/14/2015,10/11/2015,Yes,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Hygiene kits,Off-site (>10 mn),Not operational,Unknown,Ponds/canals,Ponds/canals,10 - 15 ltr,No,Odor/smell,Yes,Non usable,1,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes,Yes,No,No,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Malaria,Cough,Fever,Unknown,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,<50%,Agro-pastoralism,15,Yes,Unknown,No,Yes,No,Self organized,None,Unknown,None,None,None,0,0,No,Unknown,No,Yes,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Site Management,Safety and Security,No,1431
Nigeria,7,PL_S010,GSS WASE,PLATEAU,WASE,KUYAMBANA,INFORMAL,9.96934,9.10882,,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,School,24,4,9,14,20,28,35,24,47,6,4,191,0,0,0,0,0,17,0,0,0,0,0,PLATEAU,WASE,WASE TOFA,,,,4/1/2012,,Yes,PLATEAU,WASE,WASE TOFA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<50%,<25%,>75%,Kitchen sets,Bucket/Jerry Can,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,Unknown,No,No,Malaria,Fever,Cough,No,No,None,None,Yes,Off-site,<5 km,<50%,Fishing,0,No,No,Unknown,Yes,No,Self organized,None,None,Unknown,None,Not enough assistance for all entitled,0,0,Unknown,Unknown,No,No,Yes,Good,Good,No lighting,Unknown,N/A,,Local Leader,Safety and Security,No,1432
Nigeria,7,PL_S011,SOPP PRI SCH,PLATEAU,RIYOM,SOPP,INFORMAL,9.5553,8.65348,HON.DANBWARANG KWON,Individual/Private,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,453,0,5,260,106,341,358,479,460,39,136,2184,0,45,0,17,0,0,0,0,175,0,0,PLATEAU,RIYOM,ATTAKAR,PLATEAU,RIYOM,ATTAKAR,4/30/2012,5/9/2015,No,PLATEAU,RIYOM,ATTAKAR,Place of origin,Lack of food,<25%,None,None,<75%,None,<25%,None,None,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,No,Protected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (>3 km),Local clinic,Yes,On-site,<2 km,None,Farming,0,Unknown,No,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Shelter,Yes,1449
Nigeria,7,TR_S003,MURTAI CAMP,TARABA,JALINGO,KONA,INFORMAL,9.03936,11.27547,COCIN CHUECH,Religious entity,Yes,No,No,Yes,No,Yes,No,Yes,Spontaneous,Collective Settlement/Centre,Private Building,Bunk houses,114,6,8,36,40,30,61,116,206,20,30,553,38,34,9,0,50,0,3,13,0,2,4,BORNO,GWOZA,HAMBAGDA/ LIMAN KARA/ NEW SETTLE,BORNO,GWOZA,GAVVA / AGAPALWA,2/20/2014,9/7/2015,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,<25%,>75%,None,<75%,<75%,<50%,Plastic sheeting,Bucket/Jerry Can,Hygiene kits,On-site (<10 mn),Not operational,No,Lake/dam,Lake/dam,Unknown,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,Cough,Malnutrition,Diarrhea,Yes,Yes,On-site (<3 km),Government,No,Off-site,<5 km,None,Farming,0,Yes,Yes,Yes,Yes,Yes,Local Authorities,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1505
Nigeria,7,TR_S005,LG QUARTERS,TARABA,GASSOL,MUTUM BIYU I,INFORMAL,8.3749,10.4553,,,No,Yes,No,No,No,No,Yes,Yes,Spontaneous,Collective Settlement/Centre,Public/Government,Government building,41,23,31,4,7,18,11,59,46,35,28,262,21,58,0,0,63,6,0,11,7,2,0,TARABA,WUKARI,PUJE,TARABA,WUKARI,AVYI,6/8/2014,10/11/2015,No,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,None,None,None,<75%,>75%,<75%,<50%,<50%,Blankets/Mats,Hygiene kits,Kitchen sets,On-site (<10 mn),>50 %,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),3,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Distribution,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<25%,Daily labourer,0,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Local Leader,Other relief assistance,Yes,1498
