country,survey_date,,,round,,,,,site_id,,,,,,,,,site_latitude,site_longitude,,,site_urban,,,,,,,n_family,n_total,n_male,n_female,,n_pregnant_youth,n_pregnant_adult,n_lactating,n_pwpd_m,n_pwpd_w,n_pwmd_m,n_pwmd_w,n_chron_m,n_chron_w,n_ethnicmin_m,n_ethnicmin_w,n_elder_male,n_elder_female,n_elder_m_alone,n_elder_f_alone,n_boy_unacc,n_girl_unacc,n_boy_sep,n_girl_sep,n_orphan_b,n_orphan_g,n_single_mothers,n_single_fathers,n_hoh_boy,n_hoh_girl,,,,,,,,,,,,,,,,,,,water_source_p,,,,,,latrine_gender,,,,,,,,,,,,,,,edu_access,,,,,per_hh_income,,,,sec_provided,,,,,,,,,,,,,,,,,,,,,,,food_access,,,,,,,,,,,,,,,,,travel_info,,,,,
Ecuador,2016-05-17,,Masculino,2,Esmeraldas,MUISNE,DAULE,Parroquia chamanga,ESM_069,Bella vista,Bella vista,Albergue planificado,Centro deportivo,abierto,2016-04-17,,.,0.3821237,-79.9655081,53.79999924,5,rural,mies,si,.,si,,.,13,50,20,30,.,,,1,2,0,0,0,0,0,,,5,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,ropa,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,pozo,2,2,25,no,no,no,no,no,dos veces por semana,no,no,IRA,diarrea,,no,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 75%,agricultura,,menor 25%,si,si,si,si,no,,comunidad auto organizada,no,,identificacion de MNA,1,0,no,si,si,no,bueno,bueno,no,,"si, adecuada",vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,distancia seguridad,si,no,no,no,no,si,no,"si, algunos",.,lider local,accesso asistencia,no,,,,2016-05-18T13:16:53,39
Ecuador,2016-05-17,,Masculino,2,Esmeraldas,MUISNE,SALIMA,Chamanga,ESM_070,Salima,Salima,Campamento,Lote abierto,abierto,2016-04-17,,.,0.325266,-79.963566,,,rural,mies,si,.,si,,.,54,197,93,104,.,0,0,18,1,2,1,3,,,,,3,3,,,,,,,,,13,1,,,3,2,,,si,lugar de origen,,,,techo improvisado,si,no,si,Kit de aseo,Plastico lonas carpas coholchones,fuera del sitio mayor 20 minutos,barril tanque 200L,si menos de 2L,tanquero,no,no responde,4,4,49.25,si,si,si,si,si,todos los dias,no,no,IRA,,,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 25%,pesca,,menor 50%,si,si,si,si,no,,policia,no,,ninguno,2,1,si,si,si,si,excelente,excelente,si,30,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,,,,,,,,,"si, todos",.,lider local,situacion origen,no,,,,2016-05-18T13:16:55,41
Ecuador,2016-05-18,,Masculino,2,Manabi,MANTA,MANTA,,MAN_001,Barrio 20 MAYO,,Albergue planificado,Centro deportivo,abierto,2016-04-16,,,-0.9725452,-80.7165841,64.5,5,urban,mies,si,,si,,,20,100,50,50,,0,0,3,3,1,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,7,7,14.28571429,no,no,si,si,si,dos veces por semana,no,no,IRA,diarrea,0,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 50%,pesca,ama de casa,menor 50%,si,no,no,no,no,,comunidad auto organizada,si,letrinas banos,identificacion de MNA,0,0,no,no,no,no,bueno,bueno,no,,"si, adecuada",vivienda temporal bienes no alimentarios comida,si,si,no,no,si,no,no,no,no,escombros danos seguridad,no,no,si,no,no,si,no,"si, algunos",,lider local,accesso asistencia,no,,,,2016-05-18T18:59:19,72
Ecuador,2016-05-19,,Masculino,2,Manabi,MANTA,MANTA,,MAN_003,15 de Septiembre,Diagonal puente Viejo,Espontaneo,Lote abierto,abierto,2016-04-16,,,-0.9599557,-80.7283704,17.39999962,5,urban,mies,si,,no,Ya no bienen,,10,50,20,30,,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,,ropa,desconocido,poma,si mas de 2L,agua embotellada,si mas de 15L,tanquero,0,0,no hay letrinas,no,no,si,si,si,una vez por semana,no,no,IRA,IRA,0,no,ninguno,24 horas,gobierno,no,entre 1 km y 2 km,menor 25%,Construccion,,menor 25%,no,no,no,si,no,,policia,no,,reunificacion,0,0,no,no,no,no,bueno,bueno,no,,"si, adecuada",vivienda temporal salud comida,si,no,no,si,si,no,no,no,no,diseno,no,si,no,no,no,no,no,"si, todos",,lider local,accesso asistencia,no,,,,2016-05-19T18:51:39,134
Ecuador,2016-05-19,,Masculino,2,Manabi,MANTA,MANTA,,MAN_004,Bellavista 1,Santiago Araus,Espontaneo,Lote abierto,abierto,2016-04-16,,,-0.9596316,-80.7253367,49.79999924,5,urban,ninguno,si,,si,,,18,70,25,45,,0,0,3,2,1,0,0,5,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,Carpas y viveres,en el sitio menor 20 minutos,barril tanque 200L,no,Agua hervida,no,Agua hervida,0,0,no hay letrinas,no,no,no responde,si,no,irregular,no,no,IRA,IRA,0,no,fuera del sitio mayor 3 km,dia,gobierno,no,menor a 1 km,menor 25%,comercio informal,ama de casa,menor 25%,no,no,no,no,si,Robo de cosas,ninguno,no,,ninguno,0,0,no,no,si,si,bueno,bueno,no,,"si, pero no adecuada",comida,no,no,no,no,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-19T18:51:33,130
Ecuador,2016-05-17,,Femenino,2,Manabi,MONTECRISTI,MONTECRISTI,,MAN_005,Refugio 5 de junio,5 de junio,Espontaneo,Centro deportivo,abierto,2016-04-16,,,-1.0454669,-80.6600233,127.0999985,4,urban,ninguno,si,,no,"Porque nunca se ha formado una comision, solo lo representa la lider del refugio",,12,44,21,23,,0,1,1,0,1,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits dignidad,fuera del sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,no,tanquero,0,0,no hay letrinas,no,no,no,no,no,nunca,no,no,IRA,IU,0,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 50%,jornalero,ama de casa,menor 25%,si,no,no,no,si,Existe personas que se dedican a fumar droga cerca del albergue y hay problemas entre las personas.,policia,si,De noche fuera de las carpas improvisadas por el problema que existen hombres que fuman droga,ninguno,0,0,no,no,no,no,bueno,deficiente,no,,"si, adecuada",vivienda temporal bienes no alimentarios comida,si,si,no,no,si,no,no,no,no,otro,no,no,no,no,no,no,Porque no existe ayuda por parte de una institucion mas bien es por ellos mismos que obtienen los servicios,"si, algunos","Todo lo adquieren por ellos mismos, no hay institucion a cargo del albergue",lider local,accesso asistencia,no,,,,2016-05-17T23:27:25,12
Ecuador,2016-05-17,,Masculino,2,Manabi,PEDERNALES,PEDERNALES,Pedernales,MAN_007,Canchas via el Carmen,La villega,Espontaneo,Lote abierto,abierto,2016-05-16,,,0.0723347,-79.9988096,59.29999924,5,rural,mi,si,Mixtas,si,,,131,500,255,245,,1,6,20,2,0,5,1,0,1,0,0,5,4,0,0,0,0,0,0,0,1,10,15,0,0,0,0,0,0,no,lugar de origen,,,,,no,no,no,,kits dignidad,fuera del sitio mayor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,20,20,25,no,no,si,no,si,todos los dias,no,no,IRA,malaria,0,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 25%,jornalero,,menor 50%,si,no,no,no,no,,combinado policia militares,si,duchas,busqueda familias,0,0,no sabe,si,si,si,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud educacion medios de vida,si,no,si,si,no,si,si,no,no,falta iluminacion falta accesso segregado,no,no,no,si,si,no,no,"si, todos",,radio noticias,accesso asistencia,no,,,,2016-05-18T13:17:03,50
Ecuador,2016-05-17,,Femenino,2,Manabi,ROCAFUERTE,ROCAFUERTE,Rocafuerte,MAN_008,Resbalon 24 de Julio,24 de julio,Espontaneo,Centro deportivo,abierto,2016-04-16,,Este albergue estaba antes como responsable el  MIES pero les dijeron que tenian que ir al albergue de Rocafuerte y no quieren ir para alla los desplazados,-0.9641033,-80.4376251,73.80000305,4.5,rural,ninguno,si,,no,Por falta de organizacion,,13,52,27,25,,0,1,2,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,no,no,,kits cocina,en el sitio menor 20 minutos,poma,no,agua embotellada,si menos de 15L,pozo,3,3,17.33333333,no,no,si,si,no,una vez por semana,no,no,IRA,diarrea,0,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 50%,jornalero,ama de casa,menor 75%,si,no,no,no,no,,policia,no,,ninguno,1,0,no,si,si,si,excelente,bueno,no,,"si, pero no adecuada",bienes no alimentarios comida,no,si,no,no,si,no,no,no,no,distancia escombros danos,si,no,si,no,no,no,no,ninguno,Lo que tienen es por sus propios gastos,radio noticias,accesso asistencia,no,,,,2016-05-17T23:27:31,15
Ecuador,2016-05-17,,Masculino,2,Manabi,EL CARMEN,EL CARMEN,,MAN_012,UNIDAD EDUCATIVA EL CARMEN,COLEGIO EL CARMEN,Albergue planificado,Escuela,abierto,2016-04-17,,,-0.2737369,-79.4528785,307.8999939,5,urban,mies,si,,no,PORQUE ESTA ORGANIZADO TODOS LOS ASUNTOS POR EL MIES,,49,192,98,94,,0,0,15,4,3,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,38,3,0,0,0,0,1,0,no,lugar de origen,,,,infraestructura preexistente,si,si,si,ropa,"Kits de cocina, mosquiteros, kits de salud, kits de aseo personal",fuera del sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,10,10,19.2,si,si,si,no,si,todos los dias,no,no,IRA,FIEBRE,0,si,en el sitio menor 3 km,24 horas,gobierno,no,menor a 1 km,menor 25%,ninguno,ama de casa,menor 25%,no,no,no,si,no,,combinado policia militares,no,,ninguno,1,0,si,si,si,si,bueno,bueno,no,,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,,,,,,,,,"si, todos",,radio noticias,Capacitaciones,no,,,,2016-05-18T13:16:58,46
Ecuador,2016-05-18,,Femenino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_014,Colegio Uruguay,,Albergue planificado,Escuela,abierto,2016-04-16,,,-1.0634277,-80.4475206,57.40000153,4.5,urban,mies,si,,si,,Se necesitan carpas para 10 familias (30 personas),35,119,59,60,,0,0,6,1,0,0,2,0,2,0,0,0,4,0,1,0,0,0,0,0,0,7,2,0,0,0,0,0,0,no,lugar de origen,,,,carpas,si,si,si,ropa,kits dignidad,en el sitio menor 20 minutos,Cisternas,si menos de 2L,agua embotellada,si mas de 15L,Agua potable,4,3,39.66666667,si,no,no,no,no,una vez por semana,no,no,IRA,diarrea,0,si,fuera del sitio mayor 3 km,dia,gobierno,si,entre 5 km y 10 km,mayor 75%,comercio informal,,menor 75%,si,no,no,no,no,,policia,si,Por terrenos solos,ninguno,0,0,no,si,si,si,bueno,bueno,si,2,no hay,vivienda temporal,si,no,no,no,no,no,no,no,no,seguridad,no,no,no,no,no,si,no,ninguno,Familias que se encuentran durmiendo en la interpiere,autoridades,accesso asistencia,no,,,,2016-05-18T20:58:45,74
Ecuador,2016-05-18,,Masculino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_015,La california,Avenida bolivariana santa marianita,Albergue planificado,Centro deportivo,abierto,2016-05-18,,,-1.0624264,-80.4746154,42.79999924,5,urban,ninguno,si,,si,,,16,48,17,31,,0,0,1,0,0,0,0,2,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,si,lugar de origen,,,,carpas,si,no,si,kits cocina,kits cocina,en el sitio menor 20 minutos,poma,no,agua embotellada,no,tanquero,0,0,no hay letrinas,no,no,no,no,no,cada dos dias,no,no,IRA,dengue,0,si,en el sitio menor 3 km,dia,gobierno,no,menor a 1 km,menor 25%,jornalero,ama de casa,menor 25%,si,no,no,si,no,,no sabe,no,,ninguno,3,1,no,si,si,si,excelente,excelente,no,,"si, adecuada",no sabe,no,no,no,no,no,no,no,no,si,seguridad,no,no,no,no,no,si,no,ninguno,Por seguridad,autoridades,situacion origen,no,,,,2016-05-19T01:38:01,98
Ecuador,2016-05-19,,Masculino,2,Manabi,MANTA,MANTA,Entre bellavista uno y dos,MAN_016,Barrio Corazones Unidos,,Albergue planificado,Parque o plaza,abierto,2016-04-16,,,-0.9633962,-80.7237991,62.40000153,4.5,rural,ffaa,si,Era una institucion publica un terreno para un parque,si,,Duermen dos o tres,50,220,103,117,,0,5,8,2,2,3,2,0,0,0,0,10,10,0,0,0,0,0,0,0,2,15,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,mosquiteros,en el sitio mayor 20 minutos,poma,si menos de 2L,tanquero,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,irregular,no,no,IRA,dengue,0,no,en el sitio mayor 3 km,dia,gobierno,no,entre 2 km y 5 km,menor 25%,pesca,,menor 25%,si,no,no,no,no,,policia,si,,reunificacion,1,1,no,no,no,no,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida,si,si,si,si,si,no,no,no,no,distancia diseno escombros danos falta iluminacion,si,si,si,si,no,no,no,"si, algunos",no hay seguridad,lider local,accesso asistencia,no,,,,2016-05-19T18:51:40,135
Ecuador,2016-05-18,,Femenino,2,Manabi,MANTA,MANTA,Cuba,MAN_017,Cerrito,Maria Auxiliadora,Espontaneo,Lote abierto,abierto,2016-04-16,,,-0.9763085,-80.7080857,65.30000305,5,rural,ninguno,si,,no,No la tienen,,18,110,40,70,,1,1,7,3,3,1,0,1,3,2,2,3,5,0,0,0,0,2,4,0,1,5,0,0,0,1,0,1,0,si,lugar de origen,,,,techo improvisado,si,si,no,,kits cocina,desconocido,barril tanque 200L,si menos de 2L,tanquero,no,tanquero,0,0,no hay letrinas,no,no,no,no,no,una vez por semana,no,no,diarrea,diarrea,0,no,en el sitio menor 3 km,24 horas,gobierno,no,menor a 1 km,menor 25%,Construccion,ama de casa,menor 25%,no,no,no,no,si,Intento de Violacion a ninas,policia,no,,ninguno,0,0,si,no,no,no,excelente,excelente,no,,no hay,agua saneamiento higiene,no,no,si,no,no,no,no,no,no,distancia,si,no,no,no,no,no,no,,,lider local,accesso asistencia,no,,,,2016-05-18T18:59:20,73
Ecuador,2016-05-17,,Femenino,2,Manabi,JARAMIJO,JARAMIJO,,MAN_022,Luis Felipe chavez,,Albergue planificado,Escuela,abierto,2016-04-16,,Salieron de la escuela y se alojaron a los alrededores,-0.9461899,-80.6398337,45.20000076,5,urban,mies,si,Alberge improvisado,si,,,53,200,100,100,,15,20,15,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,no,tanquero,4,4,50,no,no,si,si,no,dos veces por semana,no,no,IRA,diarrea,0,no,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,pesca,pesca,menor 25%,no,no,no,no,no,,policia,no,,identificacion de MNA,0,0,no,si,no,no,bueno,bueno,si,10,no hay,vivienda temporal,si,no,no,no,no,no,no,no,no,distancia escombros danos falta iluminacion seguridad,si,no,si,si,no,si,no,"si, algunos",no tienen buena seguridad,lider local,accesso asistencia,no,,,,2016-05-17T23:47:58,22
Ecuador,2016-05-18,,Masculino,2,Manabi,CHONE,CHONE,Chone,MAN_025,Escuela Ricardo alfonzo abad,Escuela,Albergue planificado,Escuela,abierto,2016-04-17,2016-05-17,Solo emigraron 7 familias a el albergue general,-0.7020098,-80.0733873,39.59999847,5,rural,mies,si,Lideraron el director y personas particulares,si,,Mas de una familia en cada aula,33,133,62,71,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,infraestructura preexistente,no,no sabe,no,,sin informacion,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,10,10,13.3,si,si,si,si,no sabe,todos los dias,no,no,diarrea,IRA,0,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,jornalero,,menor 75%,si,no,no,si,no,,militares,no,,ninguno,1,1,no sabe,si,si,si,bueno,bueno,no sabe,,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,distancia,si,no,no,no,no,no,no,"si, todos",El albergue esta cerrado,radio noticias,accesso asistencia,no,,,,2016-05-19T04:36:31,118
Ecuador,2016-05-19,,Femenino,2,Manabi,SAN VICENTE,CANOA,San vicente,MAN_027,Estadio Canoa,"Albergue Deja tu huella""""""lbergue ""Deja t""""bergue""",Espontaneo,Centro deportivo,abierto,2016-05-19,,,-0.4616562,-80.452078,40.79999924,4.5,rural,ninguno,si,,si,,,87,435,204,231,,0,3,15,2,5,0,0,10,10,0,0,15,15,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,ropa,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,si menos de 15L,tanquero,10,10,43.5,si,si,si,si,no,una vez por semana,no,si,diarrea,dengue,0,si,en el sitio menor 3 km,dia,ninguno,si,menor a 1 km,menor 50%,pesca,comercio informal,menor 50%,si,no,no,no,no,,ninguno,no,,ninguno,0,0,no,no,no,no,bueno,bueno,si,30,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,seguridad,no,,,,2016-05-21T15:29:40,158
Ecuador,2016-05-17,,Femenino,2,Manabi,JARAMIJO,JARAMIJO,,MAN_028,Estadio Cantonal Jaramijo,Estadio de Jaramijo,Campamento,Centro deportivo,abierto,2016-05-17,,No dejaron entrar por falta de identificacion,-0.9728541,-80.6395548,58.40000153,5,urban,ffaa,no,,no,No hay,,303,0,0,0,No se pudo ingresar al lugar para verificar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T02:57:33,78
Ecuador,2016-05-18,,Masculino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_029,Aeropuerto de portoviejo,,Campamento,Edificio sin uso,abierto,2016-05-18,,Campamento en buen estado,-1.0455568,-80.4691041,39.29999924,5,urban,ffaa,no,,si,,Cada familia su propia carpa,282,1141,536,605,,4,3,30,6,3,8,5,3,2,0,2,3,2,9,4,0,0,0,0,0,0,38,20,0,0,0,0,1,1,no,lugar de origen,,,,carpas,no,si,si,kits cocina,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si menos de 15L,agua embotellada,55,55,20.74545455,si,si,si,si,si,todos los dias,si,si,IRA,diarrea,1,si,en el sitio menor 3 km,24 horas,gobierno,no,entre 2 km y 5 km,menor 25%,comercio informal,ama de casa,menor 25%,si,no,no,si,si,Discucion,combinado policia militares,no,,otro,5,2,si,no,no sabe,no,bueno,bueno,no,,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,otro,no,no,no,no,no,no,si,"si, todos",,autoridades,situacion origen,no,,,,2016-05-19T01:38:00,97
Ecuador,2016-05-17,,Femenino,2,Manabi,JAMA,JAMA,Jama,MAN_030,Jama Central,,Campamento,Lote abierto,abierto,2016-05-17,,,-0.207574,-80.2612942,8,5,rural,mies,no,,si,,,23,100,52,48,,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,no,si,kits dignidad,ropa,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,Planta de agua,10,10,10,si,si,si,no,si,todos los dias,si,si,ninguno,ninguno,1,si,clinica movil,24 horas,gobierno,no,menor a 1 km,menor 25%,pesca,ama de casa,menor 25%,si,no,no,si,no,,combinado policia militares,no,,ninguno,1,1,si,si,si,si,bueno,bueno,si,10,"si, adecuada",ninguno,no,no,no,no,no,no,no,si,no,otro,no,no,no,no,no,no,Ninguno,"si, todos",,autoridades,situacion origen,no,,,,2016-05-18T02:02:45,37
Ecuador,2016-05-17,,Femenino,2,Manabi,MANTA,MANTA,,MAN_031,Barrio La Dolorosa,Av. 119  entre calle 7 y 8 esquina de exjuzgado,Espontaneo,Vereda,abierto,2016-04-16,,,-0.9526316,-80.7256416,48.59999847,5,urban,ninguno,si,,si,,,96,281,132,149,,0,4,4,12,4,0,0,5,15,0,0,15,20,1,1,0,0,0,0,2,0,5,0,0,0,1,0,1,0,si,lugar de origen,,,,techo improvisado,si,no,no,,,en el sitio menor 20 minutos,barril tanque 200L,no,Agua hervida,no,Tuberia  Agua Potable,0,0,no hay letrinas,no,no,no,no,no,nunca,no,no,IRA,IRA,0,no,en el sitio menor 3 km,24 horas,gobierno,si,entre 1 km y 2 km,menor 25%,pesca,ama de casa,menor 25%,no,no,no,si,no,,policia,no,,ninguno,0,0,no,si,si,si,excelente,excelente,no,,"si, pero no adecuada",comida,no,no,no,no,si,no,no,no,no,escombros danos,no,no,si,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-17T23:48:09,28
Ecuador,2016-05-19,,Femenino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_032,Cancha los olivos 2,,Campamento,Parque o plaza,abierto,2016-04-16,,,-1.0585451,-80.4758077,72.09999847,5,urban,ninguno,si,Personas  necesitan carpas,si,,,40,200,100,100,,0,0,0,3,0,1,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,si,no,no,,kits dignidad,fuera del sitio menor 20 minutos,poma,si menos de 2L,agua embotellada,si menos de 15L,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,dos veces por semana,no,no,IRA,diarrea,0,no,ninguno,,ninguno,si,entre 1 km y 2 km,mayor 75%,no sabe,,menor 25%,no,no,no,no,no,,policia,si,El espacio en general,ninguno,0,1,no,no,no,no,bueno,bueno,si,1,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud comida,si,no,si,si,si,no,no,no,no,diseno otro,no,si,no,no,no,no,si,ninguno,,lider local,accesso asistencia,no,,,,2016-05-19T23:25:59,142
Ecuador,2016-05-17,,Femenino,2,Manabi,PORTOVIEJO,CRUCITA,Portoviejo,MAN_033,Refugio de la loma la virgen de guadalupe,Loma de la escuela Juan Benigno Vela,Campamento,Lote abierto,abierto,2016-04-16,,,-0.8788707,-80.5416235,59.59999847,5,rural,ninguno,si,,no,Por falta de organizacion,Si existe de dos a tres familias en cada carpa,40,152,80,72,,0,1,6,3,0,0,0,1,7,1,1,,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,si,si,kits dignidad,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,2,2,76,si,no,no,no,no,una vez por semana,no,no,IRA,IU,0,si,en el sitio menor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,pesca,,menor 50%,no,no,no,no,si,Personas sospechosas en las noches se llamo a la policia,policia,no,,ninguno,0,0,no,no,si,no,bueno,bueno,no,,no hay,bienes no alimentarios comida medios de vida,no,si,no,no,si,no,si,no,no,escombros danos,no,no,si,no,no,no,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-17T23:27:27,13
Ecuador,2016-05-17,,Femenino,2,Manabi,PEDERNALES,PEDERNALES,,MAN_034,Nuevo terminal terrestre,,Campamento,Edificio publico,abierto,2016-04-17,,,0.07672066,-80.03951297,,,urban,mi,si,,si,,Se comparte familia con relacion. Maximo de personas por carpa 10,75,301,152,149,,0,1,4,5,5,0,1,1,0,5,10,6,5,1,0,0,0,0,0,0,0,3,1,0,0,11,7,0,0,si,lugar de origen,,,,carpas,si,no,si,Kit de aseo,ropa,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si menos de 15L,tanquero,10,10,30.1,si,si,no,no,si,todos los dias,no,no,IRA,diarrea,0,si,en el sitio menor 3 km,dia,gobierno,si,entre 1 km y 2 km,mayor 75%,pesca,ama de casa,menor 25%,si,no,no,si,no,,combinado policia militares,si,Oscuroa lugares,ninguno,1,0,si,si,si,si,bueno,bueno,si,10,"si, pero no adecuada",vivienda temporal,si,no,no,no,no,no,no,no,no,falta iluminacion,no,no,no,si,no,no,no,"si, todos",,autoridades,accesso asistencia,no,,,,2016-05-18T13:17:12,54
Ecuador,2016-05-17,,Femenino,2,Manabi,MANTA,MANTA,,MAN_036,Parque cristo Rey,Cristo rey,Albergue planificado,Parque o plaza,abierto,2016-04-16,,No hay,-0.9585777,-80.7124983,44.20000076,5,urban,ninguno,no,No hay,si,,No hay,60,180,90,90,,1,1,5,1,2,0,0,0,2,0,0,5,5,0,0,0,0,0,0,0,0,10,5,0,0,2,3,0,0,no,lugar de origen,,,,carpas,no,no,si,kits cocina,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,2,2,90,si,si,si,si,si,dos veces por semana,si,si,IRA,IRA,0,si,en el sitio mayor 3 km,dia,gobierno,no,ninguno,menor 25%,pesca,,menor 25%,no,no,no,si,si,Discusiones verbales,policia,si,letrinas banos,reunificacion,2,0,si,no,no,no,bueno,bueno,si,5,"si, adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene comida,si,si,si,no,si,no,no,no,no,distancia escombros danos falta iluminacion,si,no,si,si,no,no,no,"si, algunos",,lider local,accesso asistencia,no,,,,2016-05-17T23:48:04,25
Ecuador,2016-05-17,,Masculino,2,Manabi,MONTECRISTI,MONTECRISTI,,MAN_038,Plaza civica de montecristi,,Albergue planificado,Parque o plaza,abierto,2016-05-17,,,-1.0477267,-80.6597441,169.5,4.5,urban,ninguno,si,,no,,,8,40,19,21,,0,0,2,4,0,0,0,0,1,0,0,2,2,0,0,,,,,,,2,,,,1,0,0,0,si,"ninguno, permanecer mismo lugar",,,,carpas,no,no,no,,kits cocina,en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,no,agua embotellada,2,2,20,si,no,si,si,no,nunca,no,no,IRA,diarrea,,no,fuera del sitio menor 3 km,dia,gobierno,si,menor a 1 km,menor 50%,jornalero,ama de casa,menor 25%,no,no,no,no,no,,comunidad auto organizada,no,,ninguno,2,1,no,no,si,no,excelente,excelente,no sabe,,"si, adecuada",vivienda temporal,si,no,no,no,no,no,no,no,no,seguridad,no,no,no,no,no,si,no,ninguno,,gestion albergue,seguridad,no,,,,2016-05-17T23:27:43,16
